,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind speed | (m/s)","Wind direction | (deg)"
"Aug 2, 11:00 am",24.411,622.062,0.978582,3.651,125
"Aug 2, 12:00 pm",26.249,0,0.978947,2.357,124
"Aug 2, 01:00 pm",28.062,0,0.979224,2.683,150
"Aug 2, 02:00 pm",29.716,0,0.97948,2.677,167
"Aug 2, 03:00 pm",31.076,0,0.979437,1.867,190
"Aug 2, 04:00 pm",32.287,0,0.979356,2.11,224
"Aug 2, 05:00 pm",33.181,0,0.979292,2.388,248
"Aug 2, 06:00 pm",33.866,0,0.978983,1.88,240
"Aug 2, 07:00 pm",34.672,0,0.978602,3.038,262
"Aug 2, 08:00 pm",35.052,867.968,0.978394,3.822,264
"Aug 2, 09:00 pm",35.106,599.347,0.978145,3.688,271
"Aug 2, 10:00 pm",34.788,1560.87,0.978175,4.15,289
"Aug 2, 11:00 pm",33.462,1360.18,0.978553,4.051,302
"Aug 3, 12:00 am",30.344,0,0.978671,3.191,300
"Aug 3, 01:00 am",29.148,0,0.979054,1.857,286
"Aug 3, 02:00 am",28.096,0,0.979223,2.06,246
"Aug 3, 03:00 am",27.067,0,0.979449,1.762,135
"Aug 3, 04:00 am",26.147,0,0.979204,3.362,139
"Aug 3, 05:00 am",25.529,3059.61,0.979361,4.693,188
"Aug 3, 06:00 am",24.999,3778.29,0.979753,4.931,216
"Aug 3, 07:00 am",24.885,0,0.979806,3.307,227
"Aug 3, 08:00 am",24.312,1445.09,0.980376,4.064,194
"Aug 3, 09:00 am",24.171,0,0.98061,3.601,195
"Aug 3, 10:00 am",23.777,1535.1,0.980976,4.11,179
"Aug 3, 11:00 am",24.455,2387.55,0.981298,4.443,184
"Aug 3, 12:00 pm",26.494,0,0.981726,2.924,199
"Aug 3, 01:00 pm",28.023,0,0.981748,1.37,226
"Aug 3, 02:00 pm",29.929,0,0.981872,1.739,241
"Aug 3, 03:00 pm",31.456,0,0.981574,2.116,260
"Aug 3, 04:00 pm",32.668,0,0.981224,2.361,264
"Aug 3, 05:00 pm",33.607,0,0.980789,2.304,284
"Aug 3, 06:00 pm",34.394,0,0.980396,2.254,276
"Aug 3, 07:00 pm",35.079,0,0.979905,2.43,298
"Aug 3, 08:00 pm",35.348,0,0.979346,1.899,269
"Aug 3, 09:00 pm",35.459,0,0.979026,1.986,263
"Aug 3, 10:00 pm",35.28,0,0.978727,2.59,241
"Aug 3, 11:00 pm",33.802,0,0.97851,3.569,253
"Aug 4, 12:00 am",30.29,0,0.978675,2.682,260
"Aug 4, 01:00 am",28.972,0,0.979069,1.243,235
"Aug 4, 02:00 am",27.942,0,0.979228,1.809,172
"Aug 4, 03:00 am",26.823,0,0.979058,2.901,169
"Aug 4, 04:00 am",25.798,0,0.978829,3.433,183
"Aug 4, 05:00 am",25.448,0,0.97873,2.427,185
"Aug 4, 06:00 am",25.006,0,0.978587,3.155,187
"Aug 4, 07:00 am",24.458,1297.21,0.978766,3.988,192
"Aug 4, 08:00 am",24.083,662.014,0.97899,3.682,201
"Aug 4, 09:00 am",23.664,0,0.979297,2.73,190
"Aug 4, 10:00 am",23.314,0,0.979659,3.09,186
"Aug 4, 11:00 am",23.747,0,0.980089,3.118,192
"Aug 4, 12:00 pm",26.067,0,0.980241,2.328,202
"Aug 4, 01:00 pm",28.364,0,0.980258,1.335,201
"Aug 4, 02:00 pm",30.249,0,0.980277,1.736,228
"Aug 4, 03:00 pm",31.783,0,0.979873,1.668,243
"Aug 4, 04:00 pm",33.096,0,0.979272,1.117,268
"Aug 4, 05:00 pm",34.216,0,0.978973,1.234,278
"Aug 4, 06:00 pm",34.993,0,0.978357,1.407,281
"Aug 4, 07:00 pm",35.523,0,0.977666,1.379,273
"Aug 4, 08:00 pm",35.88,0,0.977032,1.966,272
"Aug 4, 09:00 pm",36.039,0,0.976263,2.074,263
"Aug 4, 10:00 pm",36.02,0,0.976346,2.584,274
"Aug 4, 11:00 pm",34.619,0,0.976108,3.074,266
"Aug 5, 12:00 am",30.8,0,0.976123,2.36,267
"Aug 5, 01:00 am",29.282,0,0.97644,1.911,266
"Aug 5, 02:00 am",28.309,0,0.976918,1.637,232
"Aug 5, 03:00 am",27.499,0,0.977018,2.719,207
"Aug 5, 04:00 am",27.087,2677.75,0.976824,4.576,123
"Aug 5, 05:00 am",25.89,3979.59,0.976743,4.983,124
"Aug 5, 06:00 am",25.191,0,0.97652,2.769,174
"Aug 5, 07:00 am",24.664,0,0.976666,3.255,193
"Aug 5, 08:00 am",24.307,1118.18,0.976617,3.901,227
"Aug 5, 09:00 am",23.949,0,0.97681,3.436,230
"Aug 5, 10:00 am",23.691,0,0.976959,3.355,230
"Aug 5, 11:00 am",24.193,2436.15,0.9773,4.482,215
"Aug 5, 12:00 pm",26.513,0,0.97726,3.594,231
"Aug 5, 01:00 pm",28.458,0,0.977243,2.739,243
"Aug 5, 02:00 pm",29.958,0,0.977125,2.292,264
"Aug 5, 03:00 pm",31.308,0,0.976925,2.21,245
"Aug 5, 04:00 pm",32.511,0,0.976415,2.299,266
"Aug 5, 05:00 pm",33.642,0,0.975965,1.749,267
"Aug 5, 06:00 pm",34.536,0,0.975568,1.805,252
"Aug 5, 07:00 pm",35.162,0,0.974782,2.854,260
"Aug 5, 08:00 pm",35.66,0,0.974234,2.877,274
"Aug 5, 09:00 pm",35.913,0,0.973984,1.862,266
"Aug 5, 10:00 pm",33.541,2460.33,0.973795,4.504,173
"Aug 5, 11:00 pm",30.878,8121.29,0.973929,5.95,162
"Aug 6, 12:00 am",28.172,11613.8,0.974092,6.635,159
"Aug 6, 01:00 am",26.166,13228.1,0.974733,6.796,185
"Aug 6, 02:00 am",24.739,4062.52,0.975094,4.998,219
"Aug 6, 03:00 am",24.046,6590.65,0.975329,5.585,237
"Aug 6, 04:00 am",23.738,0,0.975101,2.885,205
"Aug 6, 05:00 am",23.405,2877.38,0.97518,4.631,174
"Aug 6, 06:00 am",23.001,668.78,0.975413,3.668,188
"Aug 6, 07:00 am",22.616,0,0.975558,3.608,196
"Aug 6, 08:00 am",22.402,0,0.975569,3.031,203
"Aug 6, 09:00 am",22.127,0,0.975898,2.257,234
"Aug 6, 10:00 am",22.037,0,0.976068,2.822,223
"Aug 6, 11:00 am",22.603,0,0.976372,1.73,223
"Aug 6, 12:00 pm",24.226,0,0.976617,0.676,224
"Aug 6, 01:00 pm",26.201,0,0.976625,0.546,187
"Aug 6, 02:00 pm",27.931,0,0.97666,0.312,115
"Aug 6, 03:00 pm",29.402,0,0.976646,0.405,286
"Aug 6, 04:00 pm",30.778,0,0.976481,1.666,317
"Aug 6, 05:00 pm",31.818,0,0.976255,1.293,3
"Aug 6, 06:00 pm",31.236,0,0.975777,3.424,231
"Aug 6, 07:00 pm",30.866,691.068,0.97511,3.69,314
"Aug 6, 08:00 pm",32.655,0,0.974574,3.052,355
"Aug 6, 09:00 pm",33.478,3910.63,0.974285,4.993,344
"Aug 6, 10:00 pm",31.843,11182.4,0.974913,6.577,340
"Aug 6, 11:00 pm",24.877,11920.8,0.976079,6.598,360
"Aug 7, 12:00 am",24.885,3898.6,0.976043,4.953,109
"Aug 7, 01:00 am",24.462,934.858,0.976044,3.811,117
"Aug 7, 02:00 am",24.063,0,0.976468,0.866,110
"Aug 7, 03:00 am",23.456,0,0.976528,0.973,335
"Aug 7, 04:00 am",23.18,0,0.976319,1.852,309
"Aug 7, 05:00 am",22.823,0,0.976397,2.149,260
"Aug 7, 06:00 am",22.705,0,0.976331,2.149,269
"Aug 7, 07:00 am",22.464,0,0.9763,2.458,293
"Aug 7, 08:00 am",22.108,0,0.976282,2.523,310
"Aug 7, 09:00 am",21.579,0,0.976675,1.46,307
"Aug 7, 10:00 am",21.237,0,0.976958,1.494,33
"Aug 7, 11:00 am",21.147,0,0.977234,1.788,87
"Aug 7, 12:00 pm",21.615,0,0.977567,2.368,105
"Aug 7, 01:00 pm",22.58,0,0.977776,1.96,103
"Aug 7, 02:00 pm",25.084,0,0.977883,1.43,72
"Aug 7, 03:00 pm",28.602,0,0.977668,1.77,76
"Aug 7, 04:00 pm",30.395,0,0.977416,1.938,37
"Aug 7, 05:00 pm",31.619,0,0.977219,2.313,28
"Aug 7, 06:00 pm",32.459,0,0.976812,2.778,38
"Aug 7, 07:00 pm",33.082,0,0.976196,3.403,41
"Aug 7, 08:00 pm",33.465,0,0.975946,2.999,44
"Aug 7, 09:00 pm",33.534,0,0.975687,3.186,39
"Aug 7, 10:00 pm",33.185,592.945,0.975788,3.64,42
"Aug 7, 11:00 pm",31.484,1896.34,0.975763,4.276,46
"Aug 8, 12:00 am",27.707,4676.62,0.975946,5.173,55
"Aug 8, 01:00 am",26.948,15961.8,0.976168,7.17,55
"Aug 8, 02:00 am",26.524,18347.8,0.976349,7.477,52
"Aug 8, 03:00 am",25.433,6717.1,0.976377,5.607,72
"Aug 8, 04:00 am",23.954,1837.59,0.976397,4.236,111
"Aug 8, 05:00 am",23.409,1410.5,0.976591,4.083,156
"Aug 8, 06:00 am",22.996,0,0.976651,2.794,172
"Aug 8, 07:00 am",22.595,0,0.9768,2.387,171
"Aug 8, 08:00 am",22.232,0,0.977077,2.996,158
"Aug 8, 09:00 am",22.03,0,0.977416,3.007,148
"Aug 8, 10:00 am",22.328,0,0.977708,3.025,134
"Aug 8, 11:00 am",23.654,653.748,0.978051,3.68,149
"Aug 8, 12:00 pm",24.552,0,0.978225,2.321,163
"Aug 8, 01:00 pm",26.688,0,0.978419,1.652,140
"Aug 8, 02:00 pm",28.59,0,0.978373,1.61,174
"Aug 8, 03:00 pm",30.163,0,0.978178,1.181,191
"Aug 8, 04:00 pm",31.27,0,0.977881,1.247,162
"Aug 8, 05:00 pm",32.169,0,0.977662,1.167,134
"Aug 8, 06:00 pm",32.932,0,0.977055,0.487,123
"Aug 8, 07:00 pm",33.666,0,0.976545,0.973,208
"Aug 8, 08:00 pm",33.337,2916.38,0.976331,4.69,163
"Aug 8, 09:00 pm",33.387,938.278,0.976187,3.847,149
"Aug 8, 10:00 pm",33.617,0,0.976001,2.86,139
"Aug 8, 11:00 pm",32.557,1431.76,0.97609,4.101,160
"Aug 9, 12:00 am",29.819,3397.58,0.976119,4.821,182
"Aug 9, 01:00 am",27.192,4496.92,0.97647,5.179,205
"Aug 9, 02:00 am",26.21,5504.24,0.976961,5.37,184
"Aug 9, 03:00 am",26.036,2422.66,0.977143,4.466,183
"Aug 9, 04:00 am",25.78,684.159,0.977098,3.678,192
"Aug 9, 05:00 am",25.667,1799.99,0.977269,4.22,190
"Aug 9, 06:00 am",25.536,0,0.97766,3.094,181
"Aug 9, 07:00 am",25.157,578.043,0.97798,3.624,186
"Aug 9, 08:00 am",24.823,0,0.978261,2.71,197
"Aug 9, 09:00 am",24.364,0,0.978567,3.096,190
"Aug 9, 10:00 am",24.003,0,0.978899,2.868,180
"Aug 9, 11:00 am",24.387,0,0.97908,2.802,177
"Aug 9, 12:00 pm",26.325,0,0.979399,2.313,160
"Aug 9, 01:00 pm",28.17,0,0.97952,1.795,180
"Aug 9, 02:00 pm",29.821,0,0.979496,1.012,194
"Aug 9, 03:00 pm",31.337,0,0.979358,1.606,186
"Aug 9, 04:00 pm",32.56,0,0.979077,2.098,216
"Aug 9, 05:00 pm",33.41,0,0.978716,2.04,244
"Aug 9, 06:00 pm",34.167,0,0.978278,1.413,229
"Aug 9, 07:00 pm",34.558,0,0.977813,2.654,166
"Aug 9, 08:00 pm",34.789,0,0.977522,2.461,144
"Aug 9, 09:00 pm",34.134,7023.57,0.977383,5.719,162
"Aug 9, 10:00 pm",33.499,6374.82,0.977527,5.572,166
"Aug 9, 11:00 pm",32.496,5539.02,0.977466,5.465,156
"Aug 10, 12:00 am",29.779,21100,0.977712,7.908,162
"Aug 10, 01:00 am",27.374,6375.18,0.978276,5.541,169
"Aug 10, 02:00 am",26.964,4208.22,0.978443,5.031,172
"Aug 10, 03:00 am",26.439,1131.5,0.978239,3.912,181
"Aug 10, 04:00 am",25.92,615.837,0.978101,3.646,180
"Aug 10, 05:00 am",25.516,0,0.978331,2.734,173
"Aug 10, 06:00 am",25.208,0,0.978395,2.216,180
"Aug 10, 07:00 am",24.756,0,0.978565,2.883,181
"Aug 10, 08:00 am",24.5,0,0.978663,2.674,183
"Aug 10, 09:00 am",24.145,0,0.978961,2.817,184
"Aug 10, 10:00 am",23.923,0,0.97915,2.807,176
"Aug 10, 11:00 am",24.421,0,0.979268,3.223,168
"Aug 10, 12:00 pm",26.461,0,0.97938,2.51,148
"Aug 10, 01:00 pm",28.449,0,0.979512,1.669,141
"Aug 10, 02:00 pm",30.24,0,0.979493,1.679,162
"Aug 10, 03:00 pm",31.829,0,0.979233,1.838,199
"Aug 10, 04:00 pm",33.019,0,0.978891,1.91,221
"Aug 10, 05:00 pm",33.968,0,0.978508,2.553,216
"Aug 10, 06:00 pm",34.588,0,0.97788,2.511,222
"Aug 10, 07:00 pm",34.101,0,0.977254,2.931,162
"Aug 10, 08:00 pm",33.349,0,0.977169,1.221,51
"Aug 10, 09:00 pm",35.125,0,0.976929,2.229,266
"Aug 10, 10:00 pm",33.47,2063.66,0.977121,4.352,16
"Aug 10, 11:00 pm",27.158,37428.5,0.978138,9.795,27
"Aug 11, 12:00 am",26.36,0,0.978437,3.528,98
"Aug 11, 01:00 am",26.129,0,0.977873,2.629,157
"Aug 11, 02:00 am",25.769,0,0.977879,1.624,133
"Aug 11, 03:00 am",25.414,0,0.977946,0.77,223
"Aug 11, 04:00 am",24.932,0,0.977787,2.276,106
"Aug 11, 05:00 am",24.945,0,0.977733,3.535,108
"Aug 11, 06:00 am",24.629,1989.16,0.977631,4.296,131
"Aug 11, 07:00 am",24.491,7788.96,0.977605,5.803,135
"Aug 11, 08:00 am",24.54,11711.9,0.97766,6.56,134
"Aug 11, 09:00 am",24.028,2754.08,0.977856,4.625,149
"Aug 11, 10:00 am",23.684,0,0.978119,2.387,169
"Aug 11, 11:00 am",23.951,0,0.978315,2.459,177
"Aug 11, 12:00 pm",26.107,0,0.978569,1.93,180
"Aug 11, 01:00 pm",28.211,0,0.978504,2.409,183
"Aug 11, 02:00 pm",29.887,0,0.978541,2.241,205
"Aug 11, 03:00 pm",31.48,0,0.978323,2.04,221
"Aug 11, 04:00 pm",32.86,0,0.977876,2.348,216
"Aug 11, 05:00 pm",33.857,0,0.977397,2.156,204
"Aug 11, 06:00 pm",34.558,0,0.976753,1.586,209
"Aug 11, 07:00 pm",35.138,0,0.97602,2.293,205
"Aug 11, 08:00 pm",35.419,0,0.975655,2.138,203
"Aug 11, 09:00 pm",35.498,0,0.975438,2.027,246
"Aug 11, 10:00 pm",32.763,7920.31,0.97593,5.883,356
"Aug 11, 11:00 pm",30.169,17664.2,0.976143,7.414,40
"Aug 12, 12:00 am",27.377,7920.74,0.975733,5.855,47
"Aug 12, 01:00 am",26.283,2447.45,0.975648,4.486,58
"Aug 12, 02:00 am",26.198,2620.28,0.975947,4.592,97
"Aug 12, 03:00 am",26.01,2210.23,0.975827,4.392,124
"Aug 12, 04:00 am",25.7,0,0.975434,3.231,130
"Aug 12, 05:00 am",25.345,0,0.975196,3.072,127
"Aug 12, 06:00 am",25.266,0,0.975344,2.832,122
"Aug 12, 07:00 am",24.908,0,0.975177,2.497,145
"Aug 12, 08:00 am",24.634,0,0.975251,2.153,163
"Aug 12, 09:00 am",24.492,0,0.975469,1.756,180
"Aug 12, 10:00 am",24.222,0,0.975816,1.664,161
"Aug 12, 11:00 am",24.57,0,0.975979,2.423,181
"Aug 12, 12:00 pm",26.663,0,0.976173,2.388,199
"Aug 12, 01:00 pm",28.815,0,0.976211,3.15,214
"Aug 12, 02:00 pm",30.353,0,0.976042,3.155,225
"Aug 12, 03:00 pm",31.82,0,0.975923,2.564,255
"Aug 12, 04:00 pm",32.364,0,0.975721,2.452,291
"Aug 12, 05:00 pm",33.428,0,0.975215,2.296,288
"Aug 12, 06:00 pm",33.921,0,0.974451,1.989,329
"Aug 12, 07:00 pm",34.371,0,0.973935,2.576,2
"Aug 12, 08:00 pm",33.438,2955.45,0.973387,4.712,282
"Aug 12, 09:00 pm",27.158,39728.2,0.974273,9.883,185
"Aug 12, 10:00 pm",26.009,40383.6,0.974423,9.945,125
"Aug 12, 11:00 pm",26.841,0,0.974016,2.801,101
"Aug 13, 12:00 am",26.074,0,0.973625,2.122,105
"Aug 13, 01:00 am",24.943,0,0.97355,1.924,51
"Aug 13, 02:00 am",24.792,0,0.973582,2.323,41
"Aug 13, 03:00 am",24.628,0,0.973484,3.315,38
"Aug 13, 04:00 am",24.458,0,0.97328,3.069,76
"Aug 13, 05:00 am",23.706,0,0.973127,2.12,117
"Aug 13, 06:00 am",23.758,0,0.973337,1.852,149
"Aug 13, 07:00 am",23.74,0,0.973586,1.352,180
"Aug 13, 08:00 am",23.508,0,0.973657,1.09,159
"Aug 13, 09:00 am",23.456,0,0.973834,0.88,153
"Aug 13, 10:00 am",23.235,0,0.974194,0.796,135
"Aug 13, 11:00 am",23.62,0,0.974468,0.728,176
"Aug 13, 12:00 pm",25.95,0,0.974651,1.117,143
"Aug 13, 01:00 pm",27.924,0,0.974706,1.052,144
"Aug 13, 02:00 pm",29.613,0,0.974733,0.921,120
"Aug 13, 03:00 pm",31.318,0,0.974562,1.181,151
"Aug 13, 04:00 pm",32.649,0,0.974176,0.909,138
"Aug 13, 05:00 pm",33.876,0,0.973827,1.009,155
"Aug 13, 06:00 pm",34.699,0,0.973117,0.543,223
"Aug 13, 07:00 pm",35.415,0,0.972361,1.197,331
"Aug 13, 08:00 pm",34.86,1921.08,0.972029,4.313,35
"Aug 13, 09:00 pm",28.916,12178.6,0.972778,6.664,353
"Aug 13, 10:00 pm",26.72,23501.8,0.973689,8.129,183
"Aug 13, 11:00 pm",26.307,10408.2,0.973609,6.304,187
"Aug 14, 12:00 am",26.061,5543.8,0.97395,5.384,225
"Aug 14, 01:00 am",25.962,650.497,0.973974,3.665,251
"Aug 14, 02:00 am",25.719,0,0.974175,2.91,186
"Aug 14, 03:00 am",25.214,1158.59,0.97445,3.922,167
"Aug 14, 04:00 am",24.741,2609.95,0.974303,4.579,157
"Aug 14, 05:00 am",24.374,1057.32,0.974442,3.899,150
"Aug 14, 06:00 am",24.142,0,0.974577,3.144,152
"Aug 14, 07:00 am",23.97,2794.08,0.975171,4.651,156
"Aug 14, 08:00 am",23.766,4263.04,0.975447,5.05,164
"Aug 14, 09:00 am",23.987,2120.75,0.975943,4.359,145
"Aug 14, 10:00 am",23.729,5669.99,0.976205,5.401,137
"Aug 14, 11:00 am",23.687,2474.7,0.976571,4.511,148
"Aug 14, 12:00 pm",25.089,0,0.976709,2.659,158
"Aug 14, 01:00 pm",26.884,0,0.976735,1.644,188
"Aug 14, 02:00 pm",28.475,0,0.976861,1.528,188
"Aug 14, 03:00 pm",29.913,0,0.97678,2.349,157
"Aug 14, 04:00 pm",31.108,0,0.976623,1.78,168
"Aug 14, 05:00 pm",32.259,0,0.976217,1.98,166
"Aug 14, 06:00 pm",33.167,0,0.975756,1.416,176
"Aug 14, 07:00 pm",33.928,0,0.975323,1.509,234
"Aug 14, 08:00 pm",33.89,0,0.974934,3.221,182
"Aug 14, 09:00 pm",31.819,14702.1,0.974954,7.038,123
"Aug 14, 10:00 pm",30.649,4122.43,0.975321,5.032,111
"Aug 14, 11:00 pm",30.666,2148.34,0.975568,4.38,119
"Aug 15, 12:00 am",28.861,9483.04,0.976175,6.145,127
"Aug 15, 01:00 am",27.659,13775.3,0.976721,6.97,153
"Aug 15, 02:00 am",26.611,4978,0.977179,5.236,183
"Aug 15, 03:00 am",26.015,1469.76,0.977079,4.11,201
"Aug 15, 04:00 am",25.499,0,0.97705,3.548,193
"Aug 15, 05:00 am",25.088,692.822,0.976896,3.683,194
"Aug 15, 06:00 am",24.825,0,0.977413,2.844,219
"Aug 15, 07:00 am",24.935,0,0.978016,1.04,206
"Aug 15, 08:00 am",24.53,0,0.977904,2.107,106
"Aug 15, 09:00 am",24.088,1396.96,0.977989,4.048,125
"Aug 15, 10:00 am",23.765,2618.47,0.978356,4.53,137
"Aug 15, 11:00 am",23.899,2521.5,0.978499,4.497,141
"Aug 15, 12:00 pm",25.421,0,0.978814,2.522,164
"Aug 15, 01:00 pm",27.115,0,0.978828,1.785,196
"Aug 15, 02:00 pm",28.597,0,0.978879,1.939,219
"Aug 15, 03:00 pm",29.995,0,0.978736,1.364,251
"Aug 15, 04:00 pm",31.518,0,0.978321,1.861,259
"Aug 15, 05:00 pm",32.672,0,0.977827,2.662,276
"Aug 15, 06:00 pm",33.558,0,0.977118,2.626,276
"Aug 15, 07:00 pm",34.424,0,0.976442,2.482,288
"Aug 15, 08:00 pm",34.912,0,0.976007,2.931,269
"Aug 15, 09:00 pm",32.142,20025.3,0.975871,7.751,4
"Aug 15, 10:00 pm",26.579,44220.8,0.976593,10.333,110
"Aug 15, 11:00 pm",26.395,8647.62,0.975953,5.999,117
"Aug 16, 12:00 am",24.853,0,0.975977,3.183,110
"Aug 16, 01:00 am",24.285,2515.3,0.976497,4.5,106
"Aug 16, 02:00 am",24.066,996.645,0.977511,3.854,147
"Aug 16, 03:00 am",24.668,3632.94,0.977949,4.954,270
"Aug 16, 04:00 am",24.881,14071.9,0.977834,6.891,354
"Aug 16, 05:00 am",24.373,3251.79,0.977362,4.784,100
"Aug 16, 06:00 am",23.578,0,0.97755,1.937,118
"Aug 16, 07:00 am",24.242,810.065,0.977919,3.742,355
"Aug 16, 08:00 am",24.337,4268.67,0.977977,5.041,13
"Aug 16, 09:00 am",24.301,10426.5,0.978015,6.32,35
"Aug 16, 10:00 am",23.423,14892.7,0.978319,6.993,45
"Aug 16, 11:00 am",22.997,5307.51,0.978606,5.302,45
"Aug 16, 12:00 pm",25.078,653.292,0.979049,3.663,39
"Aug 16, 01:00 pm",27.053,0,0.979284,2.836,55
"Aug 16, 02:00 pm",28.539,0,0.979194,3.394,77
"Aug 16, 03:00 pm",29.704,0,0.979087,3.026,93
"Aug 16, 04:00 pm",30.952,0,0.978812,2.199,110
"Aug 16, 05:00 pm",32.132,0,0.978522,1.967,107
"Aug 16, 06:00 pm",32.955,0,0.977748,1.369,141
"Aug 16, 07:00 pm",30.607,22839.9,0.977844,8.077,3
"Aug 16, 08:00 pm",26.684,54185.2,0.978859,13.459,34
"Aug 16, 09:00 pm",26.744,21647.4,0.978294,7.972,20
"Aug 16, 10:00 pm",27.323,4908,0.977936,5.278,23
"Aug 16, 11:00 pm",27.365,1110.56,0.977891,3.903,48
"Aug 17, 12:00 am",25.562,0,0.978169,3.159,86
"Aug 17, 01:00 am",24.742,1417.13,0.978344,4.096,84
"Aug 17, 02:00 am",24.463,0,0.978604,3.54,62
"Aug 17, 03:00 am",24.785,959.613,0.978487,3.818,42
"Aug 17, 04:00 am",24.736,0,0.978156,3.297,54
"Aug 17, 05:00 am",24.163,0,0.9783,2.867,63
"Aug 17, 06:00 am",23.745,0,0.978452,3.313,73
"Aug 17, 07:00 am",23.68,0,0.978592,3.305,88
"Aug 17, 08:00 am",23.615,1534.78,0.978996,4.111,107
"Aug 17, 09:00 am",23.326,1643.2,0.97912,4.16,115
"Aug 17, 10:00 am",23.848,2063.03,0.979473,4.324,118
"Aug 17, 11:00 am",24.161,1952.56,0.979544,4.284,120
"Aug 17, 12:00 pm",25.475,0,0.979787,3.577,110
"Aug 17, 01:00 pm",26.736,0,0.979984,2.941,107
"Aug 17, 02:00 pm",27.948,0,0.97998,2.47,130
"Aug 17, 03:00 pm",27.261,0,0.980041,2.178,118
"Aug 17, 04:00 pm",29.214,0,0.979315,1.764,76
"Aug 17, 05:00 pm",28.442,4544.55,0.979224,5.132,130
"Aug 17, 06:00 pm",25.591,0,0.979185,2.868,150
"Aug 17, 07:00 pm",27.608,0,0.978727,2.195,58
"Aug 17, 08:00 pm",29.084,0,0.978495,2.241,109
"Aug 17, 09:00 pm",29.711,793.594,0.978067,3.763,98
"Aug 17, 10:00 pm",29.892,1888.31,0.978419,4.296,81
"Aug 17, 11:00 pm",28.922,5680.94,0.978346,5.44,104
"Aug 18, 12:00 am",26.828,7821.26,0.978471,5.826,111
"Aug 18, 01:00 am",26.536,10615.5,0.97898,6.353,114
"Aug 18, 02:00 am",26.179,21191.3,0.97908,7.848,117
"Aug 18, 03:00 am",25.582,21552.3,0.978969,7.885,116
"Aug 18, 04:00 am",24.99,23597.7,0.978671,8.113,134
"Aug 18, 05:00 am",24.46,9493.08,0.978654,6.153,146
"Aug 18, 06:00 am",24.613,4067.18,0.978979,5.006,144
"Aug 18, 07:00 am",24.569,6318.81,0.979016,5.597,153
"Aug 18, 08:00 am",24.092,19159.4,0.979223,7.544,168
"Aug 18, 09:00 am",24.047,17570.7,0.979512,7.331,171
"Aug 18, 10:00 am",23.891,16449.8,0.979602,7.186,170
"Aug 18, 11:00 am",23.731,12498.3,0.979688,6.673,181
"Aug 18, 12:00 pm",25.449,10287.9,0.979661,6.248,188
"Aug 18, 01:00 pm",27.296,9867.09,0.979597,6.222,198
"Aug 18, 02:00 pm",28.112,14061.2,0.979401,6.961,199
"Aug 18, 03:00 pm",29.086,17357.4,0.979066,7.404,199
"Aug 18, 04:00 pm",30.137,20352.1,0.978478,7.765,188
"Aug 18, 05:00 pm",30.703,20159.1,0.977974,7.746,189
"Aug 18, 06:00 pm",29.907,14448.6,0.977464,7.048,212
"Aug 18, 07:00 pm",32.407,25106,0.976624,8.352,189
"Aug 18, 08:00 pm",29.962,18541.1,0.97683,7.528,220
"Aug 18, 09:00 pm",26.047,3145.17,0.977334,4.732,309
"Aug 18, 10:00 pm",25.6,0,0.977294,3.056,300
"Aug 18, 11:00 pm",25.364,0,0.97726,2.999,302
"Aug 19, 12:00 am",24.951,0,0.977403,3.225,263
"Aug 19, 01:00 am",24.72,0,0.977408,2.363,106
"Aug 19, 02:00 am",24.651,0,0.977351,3.222,117
"Aug 19, 03:00 am",24.595,0,0.977267,2.725,165
"Aug 19, 04:00 am",24.26,0,0.976968,3.29,151
"Aug 19, 05:00 am",24.299,1660.14,0.976824,4.168,165
"Aug 19, 06:00 am",23.784,1824.32,0.976876,4.228,175
"Aug 19, 07:00 am",24.003,3713.09,0.976996,4.897,179
"Aug 19, 08:00 am",24.253,5609.25,0.977001,5.4,196
"Aug 19, 09:00 am",24.218,7674.83,0.977102,5.834,212
"Aug 19, 10:00 am",24.386,5956.18,0.977417,5.463,224
"Aug 19, 11:00 am",24.254,2366.56,0.977413,4.446,234
"Aug 19, 12:00 pm",24.478,2212.68,0.977581,4.379,226
"Aug 19, 01:00 pm",25.071,0,0.977763,3.597,255
"Aug 19, 02:00 pm",25.859,0,0.977961,2.999,265
"Aug 19, 03:00 pm",26.504,0,0.977759,2.956,265
"Aug 19, 04:00 pm",27.764,0,0.977542,2.031,263
"Aug 19, 05:00 pm",29.66,0,0.977227,1.503,269
"Aug 19, 06:00 pm",30.831,0,0.976721,2.748,277
"Aug 19, 07:00 pm",31.727,0,0.976214,3.345,322
"Aug 19, 08:00 pm",32.405,0,0.975663,3.274,347
"Aug 19, 09:00 pm",32.571,2774.84,0.975531,4.628,359
"Aug 19, 10:00 pm",32.284,3549.82,0.975553,4.878,3
"Aug 19, 11:00 pm",30.668,4297.13,0.975582,5.071,10
"Aug 20, 12:00 am",27.572,7534.61,0.975772,5.83,22
"Aug 20, 01:00 am",27.037,13734.2,0.97601,6.953,23
"Aug 20, 02:00 am",25.917,14153.4,0.976468,6.948,36
"Aug 20, 03:00 am",25.627,17107.3,0.976302,7.311,39
"Aug 20, 04:00 am",24.093,15553.7,0.976074,7.088,43
"Aug 20, 05:00 am",23.218,14660.4,0.975907,6.967,43
