,"Air temperature | ('C)","Power generated by system | (kW)","Pressure | (atm)","Wind speed | (m/s)","Wind direction | (deg)"
"Jan 17, 09:00 pm",0.411,24125.8,0.986884,7.916,190
"Jan 17, 10:00 pm",0.172,37492.7,0.986449,9.258,189
"Jan 17, 11:00 pm",0.137,40261.5,0.986011,9.542,189
"Jan 18, 12:00 am",0.229,36241,0.985614,9.129,195
"Jan 18, 01:00 am",0.221,32126.6,0.985153,8.809,200
"Jan 18, 02:00 am",0.082,30595.5,0.984623,8.709,204
"Jan 18, 03:00 am",0.18,30806.1,0.983829,8.725,203
"Jan 18, 04:00 am",0.313,28429.2,0.982951,8.487,210
"Jan 18, 05:00 am",0.702,39900.2,0.982354,9.605,214
"Jan 18, 06:00 am",1.127,36312.6,0.98172,9.185,217
"Jan 18, 07:00 am",1.326,44087.7,0.98122,9.916,222
"Jan 18, 08:00 am",1.177,51476.4,0.980656,10.594,225
"Jan 18, 09:00 am",1.186,38829.5,0.980254,9.464,234
"Jan 18, 10:00 am",0.854,22798.2,0.979981,7.812,241
"Jan 18, 11:00 am",0.932,17413.7,0.979758,7.152,251
"Jan 18, 12:00 pm",-0.977,9125.9,0.979515,5.967,260
"Jan 18, 01:00 pm",-2.317,13964.8,0.979377,6.754,259
"Jan 18, 02:00 pm",0.163,11542.7,0.979181,6.423,265
"Jan 18, 03:00 pm",3.02,1029.92,0.97876,3.865,273
"Jan 18, 04:00 pm",5.072,1535.25,0.978035,4.123,271
"Jan 18, 05:00 pm",6.345,2710.59,0.977422,4.573,266
"Jan 18, 06:00 pm",7.307,4923.95,0.976854,5.223,267
"Jan 18, 07:00 pm",7.978,6712.37,0.976343,5.628,270
"Jan 18, 08:00 pm",8.344,9675.99,0.975899,6.169,270
"Jan 18, 09:00 pm",7.838,11287.6,0.975559,6.459,272
"Jan 18, 10:00 pm",4.146,25564.8,0.975429,8.234,278
"Jan 18, 11:00 pm",2.025,29830,0.975264,8.631,281
"Jan 19, 12:00 am",1.001,27029.8,0.974986,8.319,281
"Jan 19, 01:00 am",0.185,6217.01,0.974846,5.503,268
"Jan 19, 02:00 am",0.289,25602.9,0.974604,8.248,268
"Jan 19, 03:00 am",0.06,24450.5,0.974087,8.043,281
"Jan 19, 04:00 am",-0.064,10459.6,0.973339,6.194,279
"Jan 19, 05:00 am",-0.279,10231.8,0.972732,6.208,268
"Jan 19, 06:00 am",-1.059,14552.3,0.97223,6.912,266
"Jan 19, 07:00 am",-1.342,17109.4,0.971654,7.221,266
"Jan 19, 08:00 am",-1.384,14193.8,0.9711,6.857,264
"Jan 19, 09:00 am",-1.631,9843.42,0.97056,6.12,263
"Jan 19, 10:00 am",-1.538,3461.48,0.970197,4.81,268
"Jan 19, 11:00 am",-0.801,2635.99,0.969854,4.537,270
"Jan 19, 12:00 pm",-0.49,4103.35,0.969676,4.983,276
"Jan 19, 01:00 pm",0.002,3930.99,0.969539,4.879,286
"Jan 19, 02:00 pm",1.276,0,0.969476,3.424,300
"Jan 19, 03:00 pm",2.5,0,0.969419,2.757,312
"Jan 19, 04:00 pm",4.19,1184.84,0.969146,3.927,330
"Jan 19, 05:00 pm",4.403,10601.7,0.969257,6.215,343
"Jan 19, 06:00 pm",4.287,27040.9,0.969625,8.338,344
"Jan 19, 07:00 pm",3.78,34945.9,0.970097,9.087,346
"Jan 19, 08:00 pm",3.183,35932.1,0.970568,9.23,343
"Jan 19, 09:00 pm",2.276,37473.4,0.970962,9.426,341
"Jan 19, 10:00 pm",0.504,36601,0.971739,9.323,338
"Jan 19, 11:00 pm",-1.712,48120.1,0.97259,10.309,343
"Jan 20, 12:00 am",-2.326,56432.3,0.97332,11.152,346
"Jan 20, 01:00 am",-3.214,48569.1,0.973977,10.283,347
"Jan 20, 02:00 am",-3.867,38054.5,0.974364,9.336,345
"Jan 20, 03:00 am",-4.213,30528.4,0.974334,8.577,347
"Jan 20, 04:00 am",-4.503,20143.3,0.974233,7.435,347
"Jan 20, 05:00 am",-4.627,16997,0.974276,7.057,352
"Jan 20, 06:00 am",-4.674,14636.3,0.974505,6.78,352
"Jan 20, 07:00 am",-4.644,11274.3,0.974764,6.226,349
"Jan 20, 08:00 am",-4.705,9861.81,0.974983,6.028,346
"Jan 20, 09:00 am",-4.836,9559.51,0.975395,6.01,342
"Jan 20, 10:00 am",-5.207,11935.2,0.976044,6.446,337
"Jan 20, 11:00 am",-5.622,11892.7,0.976754,6.431,330
"Jan 20, 12:00 pm",-5.751,17819.3,0.977267,7.205,327
"Jan 20, 01:00 pm",-5.443,18234.1,0.978058,7.293,334
"Jan 20, 02:00 pm",-4.584,26332.1,0.978823,8.149,344
"Jan 20, 03:00 pm",-3.748,23035.8,0.979271,7.864,338
"Jan 20, 04:00 pm",-2.782,22842.4,0.979519,7.865,336
"Jan 20, 05:00 pm",-1.891,23786,0.979836,7.988,335
"Jan 20, 06:00 pm",-1.183,25314.5,0.980184,8.161,334
"Jan 20, 07:00 pm",-0.733,28161.1,0.980516,8.464,333
"Jan 20, 08:00 pm",-0.633,27453.8,0.980977,8.389,333
"Jan 20, 09:00 pm",-1.008,27916.6,0.981459,8.432,334
"Jan 20, 10:00 pm",-3.309,23916.4,0.982237,7.953,339
"Jan 20, 11:00 pm",-5.117,29129.9,0.98295,8.51,334
"Jan 21, 12:00 am",-5.138,42917.5,0.983628,9.8,327
"Jan 21, 01:00 am",-5.084,47549.8,0.984165,10.24,333
"Jan 21, 02:00 am",-5.891,41704.3,0.984565,9.702,338
"Jan 21, 03:00 am",-6.522,30350.7,0.98473,8.535,343
"Jan 21, 04:00 am",-6.725,19672.9,0.984867,7.329,349
"Jan 21, 05:00 am",-6.82,10263.9,0.985223,6.053,356
"Jan 21, 06:00 am",-7.05,3478.16,0.985619,4.698,349
"Jan 21, 07:00 am",-7.374,3654.08,0.985943,4.746,353
"Jan 21, 08:00 am",-7.609,1195.47,0.986302,3.866,350
"Jan 21, 09:00 am",-7.816,0,0.986562,3.402,344
"Jan 21, 10:00 am",-8.04,0,0.987001,2.815,324
"Jan 21, 11:00 am",-8.311,0,0.987067,2.278,329
"Jan 21, 12:00 pm",-8.592,0,0.987393,2.351,297
"Jan 21, 01:00 pm",-7.643,0,0.987653,1.883,286
"Jan 21, 02:00 pm",-5.46,0,0.98795,2.068,261
"Jan 21, 03:00 pm",-3.737,0,0.987943,2.428,235
"Jan 21, 04:00 pm",-2.533,0,0.987387,2.218,233
"Jan 21, 05:00 pm",-1.159,0,0.986869,2.455,238
"Jan 21, 06:00 pm",0.11,0,0.98634,2.969,231
"Jan 21, 07:00 pm",1.073,0,0.985768,2.816,233
"Jan 21, 08:00 pm",1.735,0,0.985272,3.01,226
"Jan 21, 09:00 pm",1.791,0,0.984815,2.82,219
"Jan 21, 10:00 pm",-1.427,1137.22,0.984622,3.885,210
"Jan 21, 11:00 pm",-3.233,9742.23,0.984573,6.084,207
"Jan 22, 12:00 am",-4.082,18866.2,0.98461,7.367,208
"Jan 22, 01:00 am",-4.462,21396.6,0.984676,7.625,213
"Jan 22, 02:00 am",-4.767,19406.4,0.984769,7.329,220
"Jan 22, 03:00 am",-4.82,25305.4,0.984779,8.024,218
"Jan 22, 04:00 am",-4.631,31477.1,0.984619,8.642,219
"Jan 22, 05:00 am",-4.789,26042.3,0.98472,8.151,213
"Jan 22, 06:00 am",-4.458,26357.8,0.984802,8.163,215
"Jan 22, 07:00 am",-4.489,24707.5,0.984825,8.024,212
"Jan 22, 08:00 am",-4.485,23412.1,0.984787,7.912,208
"Jan 22, 09:00 am",-4.56,21018.9,0.984808,7.613,204
"Jan 22, 10:00 am",-4.534,22223.3,0.984933,7.755,203
"Jan 22, 11:00 am",-4.508,20775.8,0.985005,7.56,201
"Jan 22, 12:00 pm",-4.656,20963.5,0.985024,7.558,199
"Jan 22, 01:00 pm",-2.82,13458.8,0.985037,6.691,201
"Jan 22, 02:00 pm",-0.026,2254.25,0.985131,4.32,195
"Jan 22, 03:00 pm",2.687,0,0.985074,3.253,187
"Jan 22, 04:00 pm",5.208,789.092,0.984731,3.702,187
"Jan 22, 05:00 pm",7.254,1523.23,0.984413,4.054,192
"Jan 22, 06:00 pm",8.999,2790.33,0.983952,4.537,193
"Jan 22, 07:00 pm",10.049,4112.2,0.983415,4.942,192
"Jan 22, 08:00 pm",10.324,7886.01,0.983031,5.728,190
"Jan 22, 09:00 pm",8.681,16569,0.98283,7.087,187
"Jan 22, 10:00 pm",4.031,21930.6,0.982893,7.716,183
"Jan 22, 11:00 pm",1.484,42829.8,0.982793,9.807,181
"Jan 23, 12:00 am",0.452,55284.6,0.982872,10.992,186
"Jan 23, 01:00 am",0.265,55327.8,0.982921,10.989,188
"Jan 23, 02:00 am",0.049,55437.1,0.982889,10.997,189
"Jan 23, 03:00 am",0.044,57559.5,0.982717,11.304,191
"Jan 23, 04:00 am",0.135,59624.9,0.982439,12.131,194
"Jan 23, 05:00 am",0.371,58144.3,0.982373,11.475,195
"Jan 23, 06:00 am",1.831,45015.1,0.982372,10.005,195
"Jan 23, 07:00 am",2.367,37235,0.982406,9.341,198
"Jan 23, 08:00 am",1.758,33638.7,0.982364,8.983,201
"Jan 23, 09:00 am",2.949,29652.6,0.98233,8.658,205
"Jan 23, 10:00 am",3.514,36103.7,0.982537,9.296,207
"Jan 23, 11:00 am",3.992,37475.6,0.982753,9.468,207
"Jan 23, 12:00 pm",4.96,31329.2,0.9829,8.839,205
"Jan 23, 01:00 pm",5.437,27856.1,0.982985,8.449,200
"Jan 23, 02:00 pm",5.52,22105.7,0.983134,7.808,199
"Jan 23, 03:00 pm",6.466,21072.5,0.983003,7.732,204
"Jan 23, 04:00 pm",7.679,19180.8,0.982494,7.497,210
"Jan 23, 05:00 pm",9.038,13901.4,0.982043,6.859,209
"Jan 23, 06:00 pm",10.416,9625.5,0.981531,6.141,205
"Jan 23, 07:00 pm",12.739,9694.74,0.980837,6.115,198
"Jan 23, 08:00 pm",13.759,10688.2,0.980505,6.311,201
"Jan 23, 09:00 pm",13.148,8145.67,0.980635,5.89,206
"Jan 23, 10:00 pm",11.65,11980.4,0.980988,6.57,200
"Jan 23, 11:00 pm",11.293,21076.4,0.981254,7.678,191
"Jan 24, 12:00 am",10.502,21211.2,0.981444,7.717,196
"Jan 24, 01:00 am",10.297,12642.5,0.981492,6.69,204
"Jan 24, 02:00 am",10.347,9013.35,0.9815,6.005,214
"Jan 24, 03:00 am",10.394,3598.1,0.981676,4.842,261
"Jan 24, 04:00 am",10.657,17506.4,0.981702,7.235,321
"Jan 24, 05:00 am",10.413,37510,0.982004,9.436,2
"Jan 24, 06:00 am",8.655,41770.7,0.982777,9.802,7
"Jan 24, 07:00 am",6.86,45625.1,0.983586,10.092,8
"Jan 24, 08:00 am",5.443,43054.9,0.984158,9.862,9
"Jan 24, 09:00 am",4.433,45474.6,0.98483,10.039,9
"Jan 24, 10:00 am",3.507,34714.5,0.985744,8.989,8
"Jan 24, 11:00 am",2.637,35060.4,0.986675,9.013,4
"Jan 24, 12:00 pm",2.125,28117.2,0.987296,8.346,9
"Jan 24, 01:00 pm",1.73,34204.7,0.987728,8.923,12
"Jan 24, 02:00 pm",1.896,22823.6,0.988319,7.783,9
"Jan 24, 03:00 pm",2.793,28021.7,0.988512,8.34,10
"Jan 24, 04:00 pm",3.722,25769.1,0.988261,8.117,10
"Jan 24, 05:00 pm",4.6,23336.3,0.988201,7.865,9
"Jan 24, 06:00 pm",5.276,21169.7,0.988126,7.609,9
"Jan 24, 07:00 pm",5.702,19873.4,0.987878,7.451,7
"Jan 24, 08:00 pm",5.731,18661.2,0.987764,7.308,5
"Jan 24, 09:00 pm",5.202,20271.9,0.987842,7.495,7
"Jan 24, 10:00 pm",3.689,17329,0.988149,7.13,8
"Jan 24, 11:00 pm",2.05,21008,0.988459,7.558,5
"Jan 25, 12:00 am",1.099,36116.7,0.988626,9.088,8
"Jan 25, 01:00 am",0.172,41993,0.98869,9.691,12
"Jan 25, 02:00 am",-0.701,47495.3,0.988588,10.179,17
"Jan 25, 03:00 am",-1.058,47623.8,0.988314,10.215,19
"Jan 25, 04:00 am",-1.38,38267.5,0.98812,9.4,20
"Jan 25, 05:00 am",-1.692,28018.8,0.988106,8.394,22
"Jan 25, 06:00 am",-1.907,22980.4,0.988092,7.865,23
"Jan 25, 07:00 am",-2.035,18096.7,0.988113,7.287,26
"Jan 25, 08:00 am",-2.179,18626.8,0.987996,7.349,27
"Jan 25, 09:00 am",-2.376,19773.6,0.987836,7.481,28
"Jan 25, 10:00 am",-2.602,14919.6,0.987817,6.887,31
"Jan 25, 11:00 am",-2.861,11504.6,0.987845,6.309,34
"Jan 25, 12:00 pm",-3.054,11963.4,0.987844,6.413,34
"Jan 25, 01:00 pm",-2.437,6271.79,0.987732,5.437,33
"Jan 25, 02:00 pm",-0.552,0,0.987638,3.14,37
"Jan 25, 03:00 pm",1.567,0,0.987485,2.467,41
"Jan 25, 04:00 pm",3.493,0,0.98707,2.252,30
"Jan 25, 05:00 pm",5.146,0,0.986674,2.205,27
"Jan 25, 06:00 pm",6.465,0,0.986265,2.218,22
"Jan 25, 07:00 pm",7.364,0,0.985829,2.409,18
"Jan 25, 08:00 pm",7.796,0,0.985589,2.864,17
"Jan 25, 09:00 pm",7.594,0,0.985541,3.128,18
"Jan 25, 10:00 pm",5.871,2711.4,0.985794,4.514,18
"Jan 25, 11:00 pm",5.302,16365.8,0.986038,7.099,20
"Jan 26, 12:00 am",4.396,17770.5,0.986263,7.288,23
"Jan 26, 01:00 am",3.896,16942.1,0.986351,7.198,27
"Jan 26, 02:00 am",3.559,12195.9,0.98642,6.541,32
"Jan 26, 03:00 am",3.29,8970.41,0.986455,5.968,31
"Jan 26, 04:00 am",3.166,5678.14,0.986357,5.355,29
"Jan 26, 05:00 am",2.977,2213.79,0.986557,4.356,29
"Jan 26, 06:00 am",2.86,1320.9,0.986837,3.973,32
"Jan 26, 07:00 am",2.824,0,0.987215,3.582,33
"Jan 26, 08:00 am",2.745,0,0.987518,3.495,25
"Jan 26, 09:00 am",2.678,0,0.987863,3.462,22
"Jan 26, 10:00 am",2.584,0,0.988273,3.591,20
"Jan 26, 11:00 am",2.473,0,0.988615,3.323,23
"Jan 26, 12:00 pm",2.345,0,0.988968,3.345,23
"Jan 26, 01:00 pm",2.241,0,0.989362,3.218,19
"Jan 26, 02:00 pm",2.252,0,0.989684,2.7,22
"Jan 26, 03:00 pm",2.517,0,0.98991,2.211,14
"Jan 26, 04:00 pm",2.91,0,0.989839,1.92,7
"Jan 26, 05:00 pm",3.583,0,0.989775,1.608,7
"Jan 26, 06:00 pm",4.375,0,0.989753,1.184,2
"Jan 26, 07:00 pm",5.255,0,0.989617,1.038,355
"Jan 26, 08:00 pm",6.01,0,0.989377,1.258,25
"Jan 26, 09:00 pm",6.732,0,0.98913,1.602,42
"Jan 26, 10:00 pm",4.962,0,0.989196,2.225,62
"Jan 26, 11:00 pm",3.041,815.517,0.989401,3.717,58
"Jan 27, 12:00 am",2.687,1141.88,0.98949,3.865,68
"Jan 27, 01:00 am",3.552,1377.75,0.98955,3.978,74
"Jan 27, 02:00 am",4.629,0,0.989413,3.397,86
"Jan 27, 03:00 am",4.937,1200.03,0.988856,3.897,106
"Jan 27, 04:00 am",5.192,0,0.988344,3.325,115
"Jan 27, 05:00 am",5.676,6089.34,0.987737,5.407,122
"Jan 27, 06:00 am",5.886,11459,0.98767,6.339,137
"Jan 27, 07:00 am",5.704,10105,0.987331,6.136,146
"Jan 27, 08:00 am",6.571,2566.77,0.987372,4.468,146
"Jan 27, 09:00 am",6.272,0,0.987536,1.702,73
"Jan 27, 10:00 am",5.91,0,0.98743,2.216,107
"Jan 27, 11:00 am",5.555,0,0.987565,1.595,74
"Jan 27, 12:00 pm",5.164,0,0.987612,1.577,62
"Jan 27, 01:00 pm",4.98,0,0.987493,1.936,111
"Jan 27, 02:00 pm",5.689,0,0.987312,2.62,159
"Jan 27, 03:00 pm",7.416,0,0.986853,3.35,182
"Jan 27, 04:00 pm",9.136,665.568,0.986095,3.647,188
"Jan 27, 05:00 pm",11.229,0,0.985353,3.382,185
"Jan 27, 06:00 pm",14.304,2753.5,0.984284,4.542,186
"Jan 27, 07:00 pm",16.514,9522.97,0.983269,6.066,191
"Jan 27, 08:00 pm",17.049,21623.5,0.982292,7.799,187
"Jan 27, 09:00 pm",16.653,25030.6,0.981366,8.184,184
"Jan 27, 10:00 pm",15.53,44951.5,0.980712,10.192,178
"Jan 27, 11:00 pm",14.941,56469.1,0.980165,12.25,175
"Jan 28, 12:00 am",14.82,56474.8,0.979853,12.926,178
"Jan 28, 01:00 am",14.156,56549,0.979545,12.135,177
"Jan 28, 02:00 am",13.877,56550.6,0.979044,12.109,177
"Jan 28, 03:00 am",13.813,55932.4,0.978315,11.758,174
"Jan 28, 04:00 am",14.167,56459.1,0.977358,12.607,177
"Jan 28, 05:00 am",14.352,56396.5,0.976904,12.26,182
"Jan 28, 06:00 am",14.182,55810.9,0.976454,11.78,187
"Jan 28, 07:00 am",14.199,56380.3,0.976104,13.239,192
"Jan 28, 08:00 am",14.052,56393.9,0.97584,12.592,196
"Jan 28, 09:00 am",12.926,11099.6,0.975751,6.363,232
"Jan 28, 10:00 am",10.627,27013,0.976376,8.415,281
"Jan 28, 11:00 am",8.603,21126.6,0.977173,7.696,285
"Jan 28, 12:00 pm",7.669,22749.7,0.977923,7.868,290
"Jan 28, 01:00 pm",5.934,23616.9,0.978747,7.946,295
"Jan 28, 02:00 pm",4.828,7929.82,0.979581,5.721,289
"Jan 28, 03:00 pm",4.313,10387.5,0.980126,6.146,288
"Jan 28, 04:00 pm",4.576,12488.6,0.980281,6.549,292
"Jan 28, 05:00 pm",4.52,19139.5,0.980722,7.386,300
"Jan 28, 06:00 pm",5.018,7371.89,0.980816,5.627,297
"Jan 28, 07:00 pm",5.513,8824.84,0.98079,5.911,305
"Jan 28, 08:00 pm",5.865,7047.75,0.980805,5.581,306
"Jan 28, 09:00 pm",5.574,4514.93,0.980949,5.037,307
"Jan 28, 10:00 pm",4.188,4712.83,0.981169,5.069,316
"Jan 28, 11:00 pm",2.443,11434.2,0.981513,6.325,321
"Jan 29, 12:00 am",1.273,11571.1,0.981939,6.411,330
"Jan 29, 01:00 am",0.238,13312.6,0.982211,6.674,341
"Jan 29, 02:00 am",-0.619,16105.5,0.98232,6.965,351
"Jan 29, 03:00 am",-1.049,15212.3,0.982321,6.862,356
"Jan 29, 04:00 am",-1.523,9533.25,0.98218,5.979,353
"Jan 29, 05:00 am",-1.727,6583.84,0.982205,5.463,353
"Jan 29, 06:00 am",-1.919,4079.59,0.982459,4.888,352
"Jan 29, 07:00 am",-2.088,2198.02,0.982776,4.29,350
"Jan 29, 08:00 am",-2.211,1882.96,0.982936,4.188,344
"Jan 29, 09:00 am",-2.45,1180.03,0.982968,3.883,342
"Jan 29, 10:00 am",-2.685,2063.47,0.983192,4.268,340
"Jan 29, 11:00 am",-2.9,2315.48,0.983367,4.371,337
"Jan 29, 12:00 pm",-3.119,1833.63,0.983633,4.199,337
"Jan 29, 01:00 pm",-2.778,0,0.983955,3.434,338
"Jan 29, 02:00 pm",-1.795,0,0.984155,2.617,333
"Jan 29, 03:00 pm",-0.491,0,0.984037,2.443,310
"Jan 29, 04:00 pm",1.056,0,0.983732,2.839,306
"Jan 29, 05:00 pm",2.499,0,0.983561,3.124,304
"Jan 29, 06:00 pm",3.676,0,0.983368,3.339,299
"Jan 29, 07:00 pm",4.555,0,0.983186,3.586,292
"Jan 29, 08:00 pm",4.974,761.333,0.983032,3.691,287
"Jan 29, 09:00 pm",4.455,1487.18,0.983054,4.09,273
"Jan 29, 10:00 pm",1.5,7379.63,0.983383,5.698,273
"Jan 29, 11:00 pm",-0.37,14619.3,0.983757,6.872,278
"Jan 30, 12:00 am",-1.171,29485.7,0.98416,8.521,282
"Jan 30, 01:00 am",-1.185,36526.7,0.984573,9.132,293
"Jan 30, 02:00 am",-1.062,24189.5,0.984894,7.931,306
"Jan 30, 03:00 am",-0.811,29492.5,0.985043,8.477,314
"Jan 30, 04:00 am",-0.705,50524.9,0.985083,10.466,320
"Jan 30, 05:00 am",-1.245,46747.5,0.985339,10.096,322
"Jan 30, 06:00 am",-2.04,36347.2,0.985723,9.118,323
"Jan 30, 07:00 am",-2.707,26331.6,0.98595,8.193,327
"Jan 30, 08:00 am",-3.075,25239,0.986147,8.118,333
"Jan 30, 09:00 am",-3.303,20590,0.986335,7.53,340
"Jan 30, 10:00 am",-3.371,14649.7,0.986505,6.769,350
"Jan 30, 11:00 am",-3.516,11964.3,0.986574,6.361,349
"Jan 30, 12:00 pm",-3.682,5817.45,0.986698,5.289,346
"Jan 30, 01:00 pm",-2.741,0,0.986906,3.058,325
"Jan 30, 02:00 pm",-0.62,0,0.987141,1.988,279
"Jan 30, 03:00 pm",1.651,0,0.987042,2.812,268
"Jan 30, 04:00 pm",3.436,1082.41,0.986633,3.884,274
"Jan 30, 05:00 pm",4.918,6023.27,0.986273,5.426,279
"Jan 30, 06:00 pm",5.836,10824.2,0.98591,6.264,279
"Jan 30, 07:00 pm",6.447,24013.6,0.985646,8,284
"Jan 30, 08:00 pm",6.519,27121.3,0.985476,8.355,281
"Jan 30, 09:00 pm",6.137,26016.2,0.985243,8.302,276
"Jan 30, 10:00 pm",2.466,34185.2,0.985309,9.058,277
"Jan 30, 11:00 pm",0.186,32888.3,0.985478,8.838,283
"Jan 31, 12:00 am",-0.89,16936.2,0.985546,7.119,280
"Jan 31, 01:00 am",-1.53,2853.71,0.985804,4.577,264
"Jan 31, 02:00 am",-1.885,0,0.985995,3.595,264
"Jan 31, 03:00 am",-1.769,1752.67,0.985837,4.191,266
"Jan 31, 04:00 am",-1.878,2859.75,0.985663,4.589,274
"Jan 31, 05:00 am",-2.187,1441.77,0.985714,4.001,283
"Jan 31, 06:00 am",-2.333,1022.58,0.985799,3.802,293
"Jan 31, 07:00 am",-2.49,0,0.985998,3.513,298
"Jan 31, 08:00 am",-2.79,0,0.986256,3.154,300
"Jan 31, 09:00 am",-3.131,0,0.986457,2.581,308
"Jan 31, 10:00 am",-3.429,0,0.98687,1.727,319
"Jan 31, 11:00 am",-3.401,0,0.98715,1.205,326
"Jan 31, 12:00 pm",-3.416,0,0.987419,0.859,308
"Jan 31, 01:00 pm",-1.979,0,0.9876,1.007,289
"Jan 31, 02:00 pm",0.258,0,0.987755,0.743,268
"Jan 31, 03:00 pm",2.765,0,0.98771,0.755,257
"Jan 31, 04:00 pm",5.048,0,0.987459,1.438,245
"Jan 31, 05:00 pm",6.5,0,0.987241,2.327,232
"Jan 31, 06:00 pm",7.572,0,0.986933,2.807,239
"Jan 31, 07:00 pm",8.27,0,0.986532,2.686,231
"Jan 31, 08:00 pm",8.891,0,0.986125,3.108,216
"Jan 31, 09:00 pm",8.988,1080.55,0.985682,3.883,207
"Jan 31, 10:00 pm",5.894,2925.05,0.985378,4.615,202
"Jan 31, 11:00 pm",3.578,14164.7,0.985244,6.831,201
"Feb 1, 12:00 am",2.459,27123.3,0.985152,8.371,204
"Feb 1, 01:00 am",0.827,25025.6,0.985167,8.142,206
"Feb 1, 02:00 am",-0.019,20390.1,0.984976,7.564,211
"Feb 1, 03:00 am",-0.123,23055.4,0.984614,7.91,209
"Feb 1, 04:00 am",-0.025,25222.9,0.984131,8.142,203
"Feb 1, 05:00 am",0.001,31250.7,0.983943,8.732,200
"Feb 1, 06:00 am",0.301,32370.8,0.983951,8.811,198
"Feb 1, 07:00 am",0.381,36790.2,0.983843,9.272,200
"Feb 1, 08:00 am",0.253,33637.7,0.983653,8.949,200
"Feb 1, 09:00 am",0.414,28790.6,0.983646,8.47,198
"Feb 1, 10:00 am",0.475,47101,0.983668,10.159,195
"Feb 1, 11:00 am",0.346,50173.1,0.983644,10.469,195
"Feb 1, 12:00 pm",0.307,37953.2,0.983664,9.338,193
"Feb 1, 01:00 pm",2.949,30001,0.983749,8.583,194
"Feb 1, 02:00 pm",6.264,6803.27,0.98372,5.539,195
"Feb 1, 03:00 pm",9.261,715.979,0.983218,3.672,189
"Feb 1, 04:00 pm",11.653,2560.49,0.982595,4.472,196
"Feb 1, 05:00 pm",13.15,4792.58,0.982151,5.191,205
"Feb 1, 06:00 pm",14.324,8222.86,0.98165,5.879,213
"Feb 1, 07:00 pm",14.962,12358.9,0.981198,6.666,211
"Feb 1, 08:00 pm",15.046,15380.2,0.980821,7.088,209
"Feb 1, 09:00 pm",14.47,12918.6,0.980511,6.763,205
"Feb 1, 10:00 pm",10.736,21139.6,0.98043,7.755,200
"Feb 1, 11:00 pm",7.973,34485.9,0.980507,9.185,205
"Feb 2, 12:00 am",6.755,38151.7,0.980604,9.582,209
"Feb 2, 01:00 am",5.835,40968.2,0.980597,9.806,212
"Feb 2, 02:00 am",4.837,30689.2,0.980555,8.781,209
"Feb 2, 03:00 am",4.406,37998,0.980413,9.541,208
"Feb 2, 04:00 am",3.874,35797.6,0.979944,9.247,211
"Feb 2, 05:00 am",3.376,28780.9,0.979733,8.538,213
"Feb 2, 06:00 am",3.894,19606.7,0.979641,7.536,208
"Feb 2, 07:00 am",4.789,16583.1,0.979703,7.085,219
"Feb 2, 08:00 am",5.591,11080.6,0.980241,6.276,303
"Feb 2, 09:00 am",4.749,6433.08,0.979943,5.524,329
"Feb 2, 10:00 am",5.495,23323.7,0.979775,7.894,9
"Feb 2, 11:00 am",4.929,28741.8,0.980174,8.48,13
"Feb 2, 12:00 pm",4.334,44251.6,0.980736,9.956,8
"Feb 2, 01:00 pm",3.782,44039.4,0.98108,9.933,11
"Feb 2, 02:00 pm",3.942,25366,0.981388,8.152,18
"Feb 2, 03:00 pm",5.139,12014,0.981501,6.514,19
"Feb 2, 04:00 pm",6.305,17826.1,0.981421,7.23,359
"Feb 2, 05:00 pm",7.467,20606,0.981228,7.582,2
"Feb 2, 06:00 pm",8.304,19015.4,0.981242,7.39,358
"Feb 2, 07:00 pm",8.654,20063.5,0.981095,7.516,350
"Feb 2, 08:00 pm",8.373,27953,0.980965,8.449,344
"Feb 2, 09:00 pm",7.736,29158.8,0.981042,8.604,341
"Feb 2, 10:00 pm",5.718,30657.4,0.981455,8.726,341
"Feb 2, 11:00 pm",3.727,49066.3,0.981802,10.542,336
"Feb 3, 12:00 am",2.93,49160.6,0.982238,10.515,338
"Feb 3, 01:00 am",1.617,57203.1,0.982578,11.482,333
"Feb 3, 02:00 am",1.353,58490.9,0.982817,11.747,340
"Feb 3, 03:00 am",0.449,59632.7,0.98301,12.375,342
"Feb 3, 04:00 am",-0.939,56505.6,0.983003,11.124,346
"Feb 3, 05:00 am",-1.582,46534.9,0.983128,10.053,348
"Feb 3, 06:00 am",-2.114,36608.3,0.983275,9.119,350
"Feb 3, 07:00 am",-2.803,33131,0.983278,8.79,348
"Feb 3, 08:00 am",-2.77,16138.4,0.983237,6.956,348
"Feb 3, 09:00 am",-2.772,2417.01,0.983144,4.412,331
"Feb 3, 10:00 am",-2.869,0,0.983109,3.379,291
"Feb 3, 11:00 am",-2.963,672.733,0.982821,3.64,251
"Feb 3, 12:00 pm",-3.034,3001.31,0.982521,4.569,224
"Feb 3, 01:00 pm",-1.404,9942.7,0.982277,6.043,223
"Feb 3, 02:00 pm",1.369,3135.44,0.981981,4.635,226
"Feb 3, 03:00 pm",4.064,11917.9,0.981363,6.457,236
"Feb 3, 04:00 pm",6.151,38849.1,0.980545,9.535,253
"Feb 3, 05:00 pm",6.834,58104.8,0.980176,12.689,274
"Feb 3, 06:00 pm",6.629,58143.3,0.980107,13.495,279
"Feb 3, 07:00 pm",6.404,57871.6,0.980359,11.915,292
"Feb 3, 08:00 pm",5.152,58270,0.980996,11.995,301
