,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","Diffuse irradiance | (W/m2)","DC array power | (W)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 2, 01:00 pm",261.826,-6.3,49.2398,0,77,289.656,77,-6.195,73.5,0.261826,1,1,73.5,11.2
"Jan 2, 02:00 pm",197.338,-5.3,56.3602,0,60,223.84,60,-5.45418,56.9723,0.197338,1,1,56.9723,11.2
"Jan 2, 03:00 pm",1066.58,-5.2,65.9531,447,95,1114.17,175,-2.45624,304.509,1.06658,1,1,287.122,11.2
"Jan 2, 04:00 pm",176.496,-5.1,75.2257,162,11,202.577,20,-5.09734,61.1741,0.176496,1,3,51.6362,14
"Jan 2, 05:00 pm",0,-5,0,0,0,0,0,-5,0,0,1,0,0,14
"Jan 2, 06:00 pm",0,-5.2,0,0,0,0,0,-5.2,0,0,1,0,0,14
"Jan 2, 07:00 pm",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,16
"Jan 2, 08:00 pm",0,-5.6,0,0,0,0,0,-5.6,0,0,1,0,0,16
"Jan 2, 09:00 pm",0,-5.5,0,0,0,0,0,-5.5,0,0,1,0,0,16
"Jan 2, 10:00 pm",0,-5.5,0,0,0,0,0,-5.5,0,0,1,0,0,14.9
"Jan 2, 11:00 pm",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,14.9
"Jan 3, 12:00 am",0,-5.6,0,0,0,0,0,-5.6,0,0,1,0,0,14.9
"Jan 3, 01:00 am",0,-5.9,0,0,0,0,0,-5.9,0,0,1,0,0,15.2
"Jan 3, 02:00 am",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,15.2
"Jan 3, 03:00 am",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,15.2
"Jan 3, 04:00 am",0,-6.9,0,0,0,0,0,-6.9,0,0,1,0,0,13.3
"Jan 3, 05:00 am",0,-7.3,0,0,0,0,0,-7.3,0,0,1,0,0,13.3
"Jan 3, 06:00 am",0,-7.4,0,0,0,0,0,-7.4,0,0,1,0,0,13.3
"Jan 3, 07:00 am",0,-7.5,77.8017,0,0,0,0,-7.5,0,0,1,2,0,14.1
"Jan 3, 08:00 am",44.2273,-7.6,70.9081,0,18,67.7276,18,-8.15871,17.0486,0.0442273,1,1,17.0486,14.1
"Jan 3, 09:00 am",177.014,-6.8,60.5149,0,54,203.105,54,-7.01022,51.3662,0.177014,1,1,51.3662,14.1
"Jan 3, 10:00 am",356.864,-6,52.0883,0,100,386.719,100,-5.67605,98.3391,0.356864,1,1,98.3391,10.9
"Jan 3, 11:00 am",453.174,-5.3,46.7743,0,125,485.166,125,-4.64278,123.899,0.453175,1,1,123.899,10.9
"Jan 3, 12:00 pm",669.748,-4.4,45.6868,21,164,706.852,173,-3.03228,181.909,0.669748,1,1,181.719,10.9
"Jan 3, 01:00 pm",258.631,-3.6,49.1095,0,77,286.394,77,-3.51525,73.4795,0.258631,1,1,73.4795,13.1
"Jan 3, 02:00 pm",198.688,-2.8,56.219,0,61,225.217,61,-2.92652,57.9249,0.198688,1,1,57.9249,13.1
"Jan 3, 03:00 pm",79.1548,-2.8,65.8105,0,28,103.321,28,-3.26461,26.5365,0.0791548,1,1,26.5365,13.1
"Jan 3, 04:00 pm",0,-2.9,75.1756,0,3,11.055,3,-3.66654,2.83458,0,1,3,2.83458,12.2
"Jan 3, 05:00 pm",0,-2.9,0,0,0,0,0,-2.9,0,0,1,0,0,12.2
"Jan 3, 06:00 pm",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,12.2
"Jan 3, 07:00 pm",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,14.5
"Jan 3, 08:00 pm",0,-3.6,0,0,0,0,0,-3.6,0,0,1,0,0,14.5
"Jan 3, 09:00 pm",0,-3.6,0,0,0,0,0,-3.6,0,0,1,0,0,14.5
"Jan 3, 10:00 pm",0,-3.5,0,0,0,0,0,-3.5,0,0,1,0,0,13.9
"Jan 3, 11:00 pm",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,13.9
"Jan 4, 12:00 am",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,13.9
"Jan 4, 01:00 am",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,14.4
"Jan 4, 02:00 am",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,14.4
"Jan 4, 03:00 am",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,14.4
"Jan 4, 04:00 am",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,11.7
"Jan 4, 05:00 am",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,11.7
"Jan 4, 06:00 am",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,11.7
"Jan 4, 07:00 am",0,-3.4,77.8428,0,0,0,0,-3.4,0,0,1,2,0,13.7
"Jan 4, 08:00 am",43.1223,-3.5,70.9337,0,18,66.6017,18,-4.07155,17.0486,0.0431223,1,1,17.0486,13.7
"Jan 4, 09:00 am",1532.47,-3,60.5147,569,120,1594.23,261,0.688188,432.171,1.53247,1,1,416.28,13.7
"Jan 4, 10:00 am",350.98,-2.5,52.0544,0,100,380.707,100,-1.98331,98.3014,0.35098,1,1,98.3014,11.6
"Jan 4, 11:00 am",572.923,-2,46.7001,7,151,607.688,154,-0.977167,157.64,0.572923,1,1,157.571,11.6
"Jan 4, 12:00 pm",661.182,-1.5,45.5749,21,164,698.075,173,-0.166165,181.813,0.661182,1,1,181.625,11.6
"Jan 4, 01:00 pm",259.247,-0.9,48.9731,0,78,287.023,78,-0.788618,74.4826,0.259247,1,1,74.4826,11.8
"Jan 4, 02:00 pm",196.49,-0.4,56.0727,0,61,222.974,61,-0.531528,57.9244,0.19649,1,1,57.9244,11.8
"Jan 4, 03:00 pm",85.3838,-0.5,65.6641,0,30,109.67,30,-0.975526,28.4372,0.0853838,1,1,28.4372,11.8
"Jan 4, 04:00 pm",0,-0.6,75.1254,0,4,14.6053,4,-1.40003,3.78041,0,1,3,3.78041,11.2
"Jan 4, 05:00 pm",0,-0.6,0,0,0,0,0,-0.6,0,0,1,0,0,11.2
"Jan 4, 06:00 pm",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,11.2
"Jan 4, 07:00 pm",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,17.2
"Jan 4, 08:00 pm",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,17.2
"Jan 4, 09:00 pm",0,-1.4,0,0,0,0,0,-1.4,0,0,1,0,0,17.2
"Jan 4, 10:00 pm",0,-0.8,0,0,0,0,0,-0.8,0,0,1,0,0,17.2
"Jan 4, 11:00 pm",0,-0.3,0,0,0,0,0,-0.3,0,0,1,0,0,17.2
"Jan 5, 12:00 am",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,17.2
"Jan 5, 01:00 am",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,18.6
"Jan 5, 02:00 am",0,0.4,0,0,0,0,0,0.4,0,0,1,0,0,18.6
"Jan 5, 03:00 am",0,0.6,0,0,0,0,0,0.6,0,0,1,0,0,18.6
"Jan 5, 04:00 am",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,17.5
"Jan 5, 05:00 am",0,1,0,0,0,0,0,1,0,0,1,0,0,17.5
"Jan 5, 06:00 am",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,17.5
"Jan 5, 07:00 am",17.8228,0.6,77.8833,59,2,40.8268,3,0.0698531,14.324,0.0178228,1,2,10.6328,16
"Jan 5, 08:00 am",718.481,0.5,70.9539,411,62,756.794,110,1.8607,219.195,0.718481,1,1,198.594,16
"Jan 5, 09:00 am",174.514,0.9,60.5085,0,55,200.555,55,0.792889,52.3915,0.174514,1,1,52.3915,16
"Jan 5, 10:00 am",345.31,1.3,52.0137,0,100,374.914,100,1.56523,98.26,0.34531,1,1,98.26,15.6
"Jan 5, 11:00 am",443.157,1.8,46.6187,0,126,474.922,126,2.33248,124.876,0.443157,1,1,124.876,15.6
"Jan 5, 12:00 pm",2546.47,1.7,45.4558,748,153,2646.16,463,7.83935,719.064,2.54647,1,1,712.446,15.6
"Jan 5, 01:00 pm",2268.55,1.7,48.8304,643,177,2356.86,421,8.44019,643.795,2.26855,1,1,636.22,12.2
"Jan 5, 02:00 pm",197.968,1.6,55.9216,0,62,224.483,62,1.76924,58.8849,0.197968,1,1,58.8849,12.2
"Jan 5, 03:00 pm",1079.53,0.7,65.514,452,100,1127.48,184,3.42957,315.001,1.07953,1,1,297.849,12.2
"Jan 5, 04:00 pm",189.893,-0.1,75.0752,174,12,216.244,23,-0.0043713,66.4988,0.189893,1,3,56.3004,11.5
"Jan 5, 05:00 pm",0,-1,0,0,0,0,0,-1,0,0,1,0,0,11.5
"Jan 5, 06:00 pm",0,-2,0,0,0,0,0,-2,0,0,1,0,0,11.5
"Jan 5, 07:00 pm",0,-3.1,0,0,0,0,0,-3.1,0,0,1,0,0,13.5
"Jan 5, 08:00 pm",0,-4.1,0,0,0,0,0,-4.1,0,0,1,0,0,13.5
"Jan 5, 09:00 pm",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,13.5
"Jan 5, 10:00 pm",0,-6.7,0,0,0,0,0,-6.7,0,0,1,0,0,10.9
"Jan 5, 11:00 pm",0,-7.9,0,0,0,0,0,-7.9,0,0,1,0,0,10.9
"Jan 6, 12:00 am",0,-8.8,0,0,0,0,0,-8.8,0,0,1,0,0,10.9
"Jan 6, 01:00 am",0,-9.6,0,0,0,0,0,-9.6,0,0,1,0,0,11.3
"Jan 6, 02:00 am",0,-10.5,0,0,0,0,0,-10.5,0,0,1,0,0,11.3
"Jan 6, 03:00 am",0,-10.3,0,0,0,0,0,-10.3,0,0,1,0,0,11.3
"Jan 6, 04:00 am",0,-10.1,0,0,0,0,0,-10.1,0,0,1,0,0,6.7
"Jan 6, 05:00 am",0,-10,0,0,0,0,0,-10,0,0,1,0,0,6.7
"Jan 6, 06:00 am",0,-9.7,0,0,0,0,0,-9.7,0,0,1,0,0,6.7
"Jan 6, 07:00 am",0,-9.3,77.9233,0,1,3.88668,1,-10.3196,0.969846,0,1,2,0.969846,8
"Jan 6, 08:00 am",44.6814,-9,70.9689,0,18,68.1903,18,-9.84249,17.0484,0.0446814,1,1,17.0484,8
"Jan 6, 09:00 am",182.257,-8.3,60.4962,0,55,208.453,55,-8.61079,52.3764,0.182257,1,1,52.3764,8
"Jan 6, 10:00 am",362.981,-7.6,51.9662,0,101,392.969,101,-7.21479,99.3008,0.362981,1,1,99.3008,8.8
"Jan 6, 11:00 am",2551.27,-6.8,46.53,747,149,2651.16,451,1.9706,703.281,2.55127,1,1,696.027,8.8
"Jan 6, 12:00 pm",2768.62,-5.8,45.3297,1001,49,2877.93,465,4.40681,772.21,2.76862,1,1,763.451,8.8
"Jan 6, 01:00 pm",2246.72,-4.8,48.6816,894,26,2334.18,367,3.89486,628.254,2.24672,1,1,617.851,8.2
"Jan 6, 02:00 pm",2032.65,-3.8,55.7657,936,36,2111.89,321,4.05011,578.228,2.03265,1,1,559.383,8.2
"Jan 6, 03:00 pm",1319.51,-3.8,65.3604,824,32,1374.54,187,1.28696,390.818,1.31951,1,1,359.824,8.2
"Jan 6, 04:00 pm",251.516,-3.7,75.025,324,4,279.131,24,-3.071,90.7092,0.251516,1,3,71.7481,7.5
"Jan 6, 05:00 pm",0,-3.7,0,0,0,0,0,-3.7,0,0,1,0,0,7.5
"Jan 6, 06:00 pm",0,-4.1,0,0,0,0,0,-4.1,0,0,1,0,0,7.5
"Jan 6, 07:00 pm",0,-4.6,0,0,0,0,0,-4.6,0,0,1,0,0,11.1
"Jan 6, 08:00 pm",0,-5,0,0,0,0,0,-5,0,0,1,0,0,11.1
"Jan 6, 09:00 pm",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,11.1
"Jan 6, 10:00 pm",0,-5.8,0,0,0,0,0,-5.8,0,0,1,0,0,12.2
"Jan 6, 11:00 pm",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,12.2
"Jan 7, 12:00 am",0,-6.8,0,0,0,0,0,-6.8,0,0,1,0,0,12.2
"Jan 7, 01:00 am",0,-7.5,0,0,0,0,0,-7.5,0,0,1,0,0,11.9
"Jan 7, 02:00 am",0,-8.1,0,0,0,0,0,-8.1,0,0,1,0,0,11.9
"Jan 7, 03:00 am",0,-8.8,0,0,0,0,0,-8.8,0,0,1,0,0,11.9
"Jan 7, 04:00 am",0,-9.6,0,0,0,0,0,-9.6,0,0,1,0,0,9.9
"Jan 7, 05:00 am",0,-10.3,0,0,0,0,0,-10.3,0,0,1,0,0,9.9
"Jan 7, 06:00 am",0,-11,0,0,0,0,0,-11,0,0,1,0,0,9.9
"Jan 7, 07:00 am",0,-11.7,77.9627,0,1,3.92231,1,-12.5941,0.969846,0,1,2,0.969846,9.4
"Jan 7, 08:00 am",45.5734,-12.4,70.9784,0,18,69.0992,18,-13.1448,17.0482,0.0455734,1,1,17.0482,9.4
"Jan 7, 09:00 am",185.474,-12.3,60.4778,0,55,211.735,55,-12.5704,52.3595,0.185474,1,1,52.3595,9.4
"Jan 7, 10:00 am",930.942,-12.1,51.9119,126,147,974.784,191,-9.38258,246.061,0.930942,1,1,244.161,7.3
"Jan 7, 11:00 am",515.978,-12,46.4342,0,137,549.408,137,-10.7864,136.837,0.515978,1,1,136.837,7.3
"Jan 7, 12:00 pm",700.214,-11.4,45.1965,21,167,738.072,176,-9.54849,184.928,0.700214,1,1,184.746,7.3
"Jan 7, 01:00 pm",331.034,-10.8,48.5268,0,93,360.33,93,-10.2627,89.9341,0.331034,1,1,89.9341,5.5
"Jan 7, 02:00 pm",212.991,-10.1,55.605,0,63,239.812,63,-10.2651,59.8536,0.212991,1,1,59.8536,5.5
"Jan 7, 03:00 pm",185.643,-10.3,65.2033,0,54,211.908,54,-10.6408,52.8093,0.185643,1,1,52.8093,5.5
"Jan 7, 04:00 pm",3.91142,-10.4,74.9749,0,7,26.6565,7,-11.4876,6.62046,0.00391142,1,3,6.62046,6.5
"Jan 7, 05:00 pm",0,-10.5,0,0,0,0,0,-10.5,0,0,1,0,0,6.5
"Jan 7, 06:00 pm",0,-11,0,0,0,0,0,-11,0,0,1,0,0,6.5
"Jan 7, 07:00 pm",0,-11.6,0,0,0,0,0,-11.6,0,0,1,0,0,9.4
"Jan 7, 08:00 pm",0,-12.1,0,0,0,0,0,-12.1,0,0,1,0,0,9.4
"Jan 7, 09:00 pm",0,-12,0,0,0,0,0,-12,0,0,1,0,0,9.4
"Jan 7, 10:00 pm",0,-12,0,0,0,0,0,-12,0,0,1,0,0,10
"Jan 7, 11:00 pm",0,-12,0,0,0,0,0,-12,0,0,1,0,0,10
"Jan 8, 12:00 am",0,-12.2,0,0,0,0,0,-12.2,0,0,1,0,0,10
"Jan 8, 01:00 am",0,-12.5,0,0,0,0,0,-12.5,0,0,1,0,0,11.1
"Jan 8, 02:00 am",0,-12.8,0,0,0,0,0,-12.8,0,0,1,0,0,11.1
"Jan 8, 03:00 am",0,-12.5,0,0,0,0,0,-12.5,0,0,1,0,0,11.1
"Jan 8, 04:00 am",0,-12.3,0,0,0,0,0,-12.3,0,0,1,0,0,9.7
"Jan 8, 05:00 am",0,-12.1,0,0,0,0,0,-12.1,0,0,1,0,0,9.7
"Jan 8, 06:00 am",0,-12.4,0,0,0,0,0,-12.4,0,0,1,0,0,9.7
"Jan 8, 07:00 am",0,-12.7,78.0014,12,1,11.0097,1,-13.5042,3.4645,0,1,2,2.71245,11.3
"Jan 8, 08:00 am",270.822,-12.9,70.9826,85,42,298.84,52,-12.843,78.0851,0.270822,1,1,73.819,11.3
"Jan 8, 09:00 am",330.418,-12.1,60.4533,1,88,359.701,88,-11.8748,89.2253,0.330418,1,1,89.1974,11.3
"Jan 8, 10:00 am",372.675,-11.3,51.8509,0,102,402.874,102,-10.9295,100.283,0.372675,1,1,100.283,10.8
"Jan 8, 11:00 am",1571.52,-10.5,46.3311,309,170,1634.57,296,-6.32111,417.506,1.57152,1,1,414.557,10.8
"Jan 8, 12:00 pm",740.926,-9.5,45.0564,30,164,779.804,177,-7.78225,196.852,0.740926,1,1,196.596,10.8
"Jan 8, 01:00 pm",275.803,-8.5,48.366,0,80,303.925,80,-8.38861,76.4337,0.275803,1,1,76.4337,14
"Jan 8, 02:00 pm",646.082,-7.5,55.4398,109,101,682.606,135,-6.44653,175.176,0.646082,1,1,173.033,14
"Jan 8, 03:00 pm",931.485,-7.5,65.0428,358,84,975.342,153,-5.54189,261.379,0.931485,1,1,248.157,14
"Jan 8, 04:00 pm",172.671,-7.5,74.9249,147,11,198.675,21,-7.53512,58.7148,0.172671,1,3,50.1384,12.2
"Jan 8, 05:00 pm",0,-7.5,0,0,0,0,0,-7.5,0,0,1,0,0,12.2
"Jan 8, 06:00 pm",0,-7.6,0,0,0,0,0,-7.6,0,0,1,0,0,12.2
"Jan 8, 07:00 pm",0,-7.6,0,0,0,0,0,-7.6,0,0,1,0,0,14.9
"Jan 8, 08:00 pm",0,-7.6,0,0,0,0,0,-7.6,0,0,1,0,0,14.9
"Jan 8, 09:00 pm",0,-7.3,0,0,0,0,0,-7.3,0,0,1,0,0,14.9
"Jan 8, 10:00 pm",0,-7,0,0,0,0,0,-7,0,0,1,0,0,15.8
"Jan 8, 11:00 pm",0,-6.7,0,0,0,0,0,-6.7,0,0,1,0,0,15.8
"Jan 9, 12:00 am",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,15.8
"Jan 9, 01:00 am",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,14.1
"Jan 9, 02:00 am",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,14.1
"Jan 9, 03:00 am",0,-6,0,0,0,0,0,-6,0,0,1,0,0,14.1
"Jan 9, 04:00 am",0,-5.7,0,0,0,0,0,-5.7,0,0,1,0,0,10.2
"Jan 9, 05:00 am",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,10.2
"Jan 9, 06:00 am",0,-5.7,0,0,0,0,0,-5.7,0,0,1,0,0,10.2
"Jan 9, 07:00 am",20.1567,-6,78.0395,69,1,43.2044,3,-6.65128,15.2693,0.0201567,1,2,10.9426,11.2
"Jan 9, 08:00 am",742.116,-6.3,70.9814,466,57,781.024,113,-4.54081,222.924,0.742116,1,1,199.538,11.2
"Jan 9, 09:00 am",832.623,-5.9,60.4227,234,94,873.855,153,-3.93808,230.307,0.832623,1,1,223.811,11.2
"Jan 9, 10:00 am",565.012,-5.4,51.783,41,122,599.59,136,-3.92825,154.185,0.565012,1,1,153.573,7.3
"Jan 9, 11:00 am",2544,-5,46.2209,750,151,2643.58,458,5.08563,710.42,2.544,1,1,703.329,7.3
"Jan 9, 12:00 pm",2550.43,-4.6,44.9095,677,188,2650.29,474,6.10735,713.932,2.55043,1,1,708.223,7.3
"Jan 9, 01:00 pm",273.086,-4.2,48.1994,0,81,301.151,81,-3.00124,77.4307,0.273086,1,1,77.4307,5.1
"Jan 9, 02:00 pm",210.718,-3.8,55.27,0,64,237.492,64,-3.97061,60.8181,0.210718,1,1,60.8181,5.1
"Jan 9, 03:00 pm",134.314,-3.7,64.8791,0,43,159.555,43,-4.28875,40.8059,0.134314,1,1,40.8059,5.1
"Jan 9, 04:00 pm",0,-3.7,74.8751,0,6,22.2312,6,-4.8191,5.67316,0,1,3,5.67316,6.5
"Jan 9, 05:00 pm",0,-3.6,0,0,0,0,0,-3.6,0,0,1,0,0,6.5
"Jan 9, 06:00 pm",0,-4.1,0,0,0,0,0,-4.1,0,0,1,0,0,6.5
"Jan 9, 07:00 pm",0,-4.7,0,0,0,0,0,-4.7,0,0,1,0,0,5.1
"Jan 9, 08:00 pm",0,-5.2,0,0,0,0,0,-5.2,0,0,1,0,0,5.1
"Jan 9, 09:00 pm",0,-5.6,0,0,0,0,0,-5.6,0,0,1,0,0,5.1
"Jan 9, 10:00 pm",0,-6,0,0,0,0,0,-6,0,0,1,0,0,5.3
"Jan 9, 11:00 pm",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,5.3
"Jan 10, 12:00 am",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,5.3
"Jan 10, 01:00 am",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,6.7
"Jan 10, 02:00 am",0,-5.9,0,0,0,0,0,-5.9,0,0,1,0,0,6.7
"Jan 10, 03:00 am",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,6.7
"Jan 10, 04:00 am",0,-7,0,0,0,0,0,-7,0,0,1,0,0,11.9
"Jan 10, 05:00 am",0,-7.5,0,0,0,0,0,-7.5,0,0,1,0,0,11.9
"Jan 10, 06:00 am",0,-8.6,0,0,0,0,0,-8.6,0,0,1,0,0,11.9
"Jan 10, 07:00 am",0,-9.7,78.0768,0,1,3.88871,1,-10.4495,0.969846,0,1,2,0.969846,13.2
"Jan 10, 08:00 am",48.8723,-10.9,70.9748,0,19,72.4605,19,-11.4728,17.9975,0.0488723,1,1,17.9975,13.2
"Jan 10, 09:00 am",183.199,-9.9,60.3859,0,55,209.415,55,-10.1098,52.2997,0.183199,1,1,52.2997,13.2
"Jan 10, 10:00 am",2213.01,-9,51.7085,646,160,2299.15,388,-3.22204,600.191,2.21302,1,1,590.606,12.4
"Jan 10, 11:00 am",1794.76,-8,46.1036,412,156,1865.4,326,-3.23745,483.009,1.79476,1,1,479.153,12.4
"Jan 10, 12:00 pm",1006.89,-7.5,44.7556,166,136,1052.81,206,-5.12585,269.708,1.00689,1,1,268.327,12.4
"Jan 10, 01:00 pm",2417.23,-7,48.0269,651,180,2511.53,435,-0.706789,659.142,2.41723,1,1,651.968,13.1
"Jan 10, 02:00 pm",216.831,-6.5,55.0958,0,65,243.73,65,-6.33006,61.8122,0.216831,1,1,61.8122,13.1
"Jan 10, 03:00 pm",98.959,-6.2,64.7123,0,33,123.508,33,-6.61394,31.2864,0.098959,1,1,31.2864,13.1
"Jan 10, 04:00 pm",0,-6,74.8255,0,5,18.6752,5,-6.83226,4.72648,0,1,3,4.72648,10.4
"Jan 10, 05:00 pm",0,-5.7,0,0,0,0,0,-5.7,0,0,1,0,0,10.4
"Jan 10, 06:00 pm",0,-6,0,0,0,0,0,-6,0,0,1,0,0,10.4
"Jan 10, 07:00 pm",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,13.5
"Jan 10, 08:00 pm",0,-6.6,0,0,0,0,0,-6.6,0,0,1,0,0,13.5
"Jan 10, 09:00 pm",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,13.5
"Jan 10, 10:00 pm",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,12.5
"Jan 10, 11:00 pm",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,12.5
"Jan 11, 12:00 am",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,12.5
