,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","Diffuse irradiance | (W/m2)","DC array power | (W)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 1, 06:00 pm",0,-5.5,0,0,0,0,0,-5.5,0,0,1,0,0,8.7
"Jan 1, 07:00 pm",0,-6,0,0,0,0,0,-6,0,0,1,0,0,8.7
"Jan 1, 08:00 pm",0,-5.9,0,0,0,0,0,-5.9,0,0,1,0,0,8.7
"Jan 1, 09:00 pm",0,-5.8,0,0,0,0,0,-5.8,0,0,1,0,0,7.9
"Jan 1, 10:00 pm",0,-5.7,0,0,0,0,0,-5.7,0,0,1,0,0,7.9
"Jan 1, 11:00 pm",0,-5.8,0,0,0,0,0,-5.8,0,0,1,0,0,7.9
"Jan 2, 12:00 am",0,-6,0,0,0,0,0,-6,0,0,1,0,0,7.1
"Jan 2, 01:00 am",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,7.1
"Jan 2, 02:00 am",0,-6.2,0,0,0,0,0,-6.2,0,0,1,0,0,7.1
"Jan 2, 03:00 am",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,7.5
"Jan 2, 04:00 am",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,7.5
"Jan 2, 05:00 am",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,7.5
"Jan 2, 06:00 am",0,-6.6,0,0,0,0,0,-6.6,0,0,1,0,0,8.5
"Jan 2, 07:00 am",0,-6.7,0,0,0,0,0,-6.7,0,0,1,0,0,8.5
"Jan 2, 08:00 am",152.918,-6.3,74.9944,118,12,178.528,19,-6.61033,52.1235,0.152918,1,2,45.2244,8.5
"Jan 2, 09:00 am",920.772,-5.9,65.6857,306,103,964.34,158,-3.45127,259.209,0.920772,1,1,247.484,9.6
"Jan 2, 10:00 am",171.795,-5.5,56.3084,0,53,197.782,53,-5.62978,50.3036,0.171795,1,1,50.3036,9.6
"Jan 2, 11:00 am",230.141,-5.2,49.4719,0,69,257.313,69,-5.27532,65.5402,0.230141,1,1,65.5402,9.6
"Jan 2, 12:00 pm",1278.29,-4.9,46.3449,205,178,1332.07,260,-1.41775,346.722,1.27829,1,1,344.763,10.1
"Jan 2, 01:00 pm",2228.66,-4.5,47.67,615,159,2315.41,398,2.5693,616.006,2.22866,1,1,609.428,10.1
"Jan 2, 02:00 pm",983.577,-4.7,53.1128,172,143,1028.85,200,-1.84721,268.652,0.983577,1,1,265.808,10.1
"Jan 2, 03:00 pm",1281.08,-4.9,61.579,478,103,1334.94,214,-0.62506,360.956,1.28108,1,1,346.657,8.5
"Jan 2, 04:00 pm",562.567,-5.1,71.9544,379,37,597.087,76,-3.40792,173.097,0.562567,1,1,153.262,8.5
"Jan 2, 05:00 pm",0,-5.4,78.1853,34,0,19.0167,1,-6.20988,6.9614,0,1,3,4.82518,8.5
"Jan 2, 06:00 pm",0,-5.7,0,0,0,0,0,-5.7,0,0,1,0,0,6.5
"Jan 2, 07:00 pm",0,-6,0,0,0,0,0,-6,0,0,1,0,0,6.5
"Jan 2, 08:00 pm",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,6.5
"Jan 2, 09:00 pm",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,5.7
"Jan 2, 10:00 pm",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,5.7
"Jan 2, 11:00 pm",0,-6.7,0,0,0,0,0,-6.7,0,0,1,0,0,5.7
"Jan 3, 12:00 am",0,-7,0,0,0,0,0,-7,0,0,1,0,0,4.1
"Jan 3, 01:00 am",0,-7.3,0,0,0,0,0,-7.3,0,0,1,0,0,4.1
"Jan 3, 02:00 am",0,-7.5,0,0,0,0,0,-7.5,0,0,1,0,0,4.1
"Jan 3, 03:00 am",0,-7.7,0,0,0,0,0,-7.7,0,0,1,0,0,3.4
"Jan 3, 04:00 am",0,-7.8,0,0,0,0,0,-7.8,0,0,1,0,0,3.4
"Jan 3, 05:00 am",0,-8,0,0,0,0,0,-8,0,0,1,0,0,3.4
"Jan 3, 06:00 am",0,-8.1,0,0,0,0,0,-8.1,0,0,1,0,0,2.5
"Jan 3, 07:00 am",0,-8.3,0,0,0,0,0,-8.3,0,0,1,0,0,2.5
"Jan 3, 08:00 am",189.692,-7.9,75.0312,213,7,216.039,19,-8.21644,66.8368,0.189692,1,2,54.3693,2.5
"Jan 3, 09:00 am",1051.42,-7.6,65.705,551,58,1098.58,158,1.10641,308.501,1.05142,1,1,287.365,0.8
"Jan 3, 10:00 am",1741.91,-7.3,56.2991,735,69,1810.7,286,9.65302,506.764,1.74191,1,1,491.387,0.8
"Jan 3, 11:00 am",2141.57,-6.1,49.4261,805,77,2224.94,375,15.9013,630.763,2.14157,1,1,620.806,0.8
"Jan 3, 12:00 pm",2390.27,-5,46.2594,833,81,2483.47,416,11.9725,688.788,2.39027,1,1,680.885,3
"Jan 3, 01:00 pm",2298.36,-3.8,47.5524,823,79,2387.86,400,12.7267,665.581,2.29836,1,1,656.865,3
"Jan 3, 02:00 pm",1951.37,-3.5,52.9773,772,72,2027.61,329,10.5198,564.984,1.95137,1,1,552.351,3
"Jan 3, 03:00 pm",1400.17,-3.1,61.4377,660,63,1457.7,218,3.97298,405.544,1.40017,1,1,385.978,5.4
"Jan 3, 04:00 pm",569.293,-2.8,71.8153,386,38,603.973,78,-0.268741,177.158,0.569293,1,1,157.074,5.4
"Jan 3, 05:00 pm",0,-3.2,78.1447,38,0,21.1879,1,-4.21253,7.80672,0,1,3,5.42048,5.4
"Jan 3, 06:00 pm",0,-3.5,0,0,0,0,0,-3.5,0,0,1,0,0,5.3
"Jan 3, 07:00 pm",0,-3.9,0,0,0,0,0,-3.9,0,0,1,0,0,5.3
"Jan 3, 08:00 pm",0,-3.8,0,0,0,0,0,-3.8,0,0,1,0,0,5.3
"Jan 3, 09:00 pm",0,-3.6,0,0,0,0,0,-3.6,0,0,1,0,0,5.9
"Jan 3, 10:00 pm",0,-3.5,0,0,0,0,0,-3.5,0,0,1,0,0,5.9
"Jan 3, 11:00 pm",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,5.9
"Jan 4, 12:00 am",0,-3,0,0,0,0,0,-3,0,0,1,0,0,6.5
"Jan 4, 01:00 am",0,-2.8,0,0,0,0,0,-2.8,0,0,1,0,0,6.5
"Jan 4, 02:00 am",0,-2.9,0,0,0,0,0,-2.9,0,0,1,0,0,6.5
"Jan 4, 03:00 am",0,-3,0,0,0,0,0,-3,0,0,1,0,0,7.9
"Jan 4, 04:00 am",0,-3.1,0,0,0,0,0,-3.1,0,0,1,0,0,7.9
"Jan 4, 05:00 am",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,7.9
"Jan 4, 06:00 am",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,9.2
"Jan 4, 07:00 am",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,9.2
"Jan 4, 08:00 am",184.105,-3.2,75.067,212,7,210.339,19,-3.295,66.438,0.184105,1,2,54.0155,9.2
"Jan 4, 09:00 am",1047.45,-3.1,65.7187,549,58,1094.5,158,1.22742,307.52,1.04745,1,1,286.445,5.7
"Jan 4, 10:00 am",1501.73,-3,56.2834,481,122,1562.49,264,3.78107,423.439,1.50173,1,1,413.387,5.7
"Jan 4, 11:00 am",829.52,-2.4,49.3732,136,125,870.671,176,1.00871,229.33,0.82952,1,1,227.655,5.7
"Jan 4, 12:00 pm",226.117,-1.9,46.1666,0,69,253.207,69,-1.39645,65.5402,0.226117,1,1,65.5402,2
"Jan 4, 01:00 pm",215.421,-1.3,47.428,0,66,242.291,66,-1.52511,62.6812,0.215421,1,1,62.6812,2
"Jan 4, 02:00 pm",211.466,-0.9,52.8362,0,65,238.256,65,-1.16172,61.7309,0.211466,1,1,61.7309,2
"Jan 4, 03:00 pm",264.17,-0.6,61.2919,0,76,292.049,76,-0.50545,75.8768,0.26417,1,1,75.8768,6.4
"Jan 4, 04:00 pm",45.9206,-0.2,71.6729,0,19,69.4529,19,-1.0709,18.0018,0.0459206,1,1,18.0018,6.4
"Jan 4, 05:00 pm",0,-0.1,78.1043,0,0,0,0,-0.1,0,0,1,3,0,6.4
"Jan 4, 06:00 pm",0,0.1,0,0,0,0,0,0.1,0,0,1,0,0,8.5
"Jan 4, 07:00 pm",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,8.5
"Jan 4, 08:00 pm",0,-0.7,0,0,0,0,0,-0.7,0,0,1,0,0,8.5
"Jan 4, 09:00 pm",0,-1.7,0,0,0,0,0,-1.7,0,0,1,0,0,9.3
"Jan 4, 10:00 pm",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,9.3
"Jan 4, 11:00 pm",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,9.3
"Jan 5, 12:00 am",0,-4.1,0,0,0,0,0,-4.1,0,0,1,0,0,9.2
"Jan 5, 01:00 am",0,-4.8,0,0,0,0,0,-4.8,0,0,1,0,0,9.2
"Jan 5, 02:00 am",0,-5.6,0,0,0,0,0,-5.6,0,0,1,0,0,9.2
"Jan 5, 03:00 am",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,9.8
"Jan 5, 04:00 am",0,-7.2,0,0,0,0,0,-7.2,0,0,1,0,0,9.8
"Jan 5, 05:00 am",0,-7.6,0,0,0,0,0,-7.6,0,0,1,0,0,9.8
"Jan 5, 06:00 am",0,-8,0,0,0,0,0,-8,0,0,1,0,0,8.9
"Jan 5, 07:00 am",0,-8.4,0,0,0,0,0,-8.4,0,0,1,0,0,8.9
"Jan 5, 08:00 am",190.559,-8.7,75.1018,215,7,216.924,20,-8.79819,67.0748,0.190559,1,2,54.4632,8.9
"Jan 5, 09:00 am",1080.69,-9,65.7266,556,57,1128.68,159,-4.87066,309.319,1.08069,1,1,287.965,6.2
"Jan 5, 10:00 am",1834.48,-9.3,56.2611,736,70,1906.52,288,-1.41629,508.799,1.83448,1,1,493.443,6.2
"Jan 5, 11:00 am",2286.12,-8.4,49.3131,807,77,2375.13,378,1.88834,633.233,2.28612,1,1,623.343,6.2
"Jan 5, 12:00 pm",2488.83,-7.5,46.0665,835,81,2586.09,420,3.84518,692.177,2.48883,1,1,684.386,6.3
"Jan 5, 01:00 pm",2402.85,-6.6,47.2969,827,79,2496.57,405,4.45862,671.003,2.40285,1,1,662.431,6.3
"Jan 5, 02:00 pm",2037.4,-6.1,52.6895,777,72,2116.83,334,3.22486,571.156,2.0374,1,1,558.718,6.3
"Jan 5, 03:00 pm",1443.73,-5.6,61.1418,667,63,1502.64,223,0.8059,411.961,1.44373,1,1,392.56,6.4
"Jan 5, 04:00 pm",602.379,-5.2,71.5273,400,39,637.846,83,-2.84348,184.667,0.602379,1,1,164.108,6.4
"Jan 5, 05:00 pm",6.61423,-5.6,78.0641,45,1,29.4095,2,-6.47972,10.2767,0.00661423,1,3,7.45396,6.4
"Jan 5, 06:00 pm",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,7.1
"Jan 5, 07:00 pm",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,7.1
"Jan 5, 08:00 pm",0,-7.1,0,0,0,0,0,-7.1,0,0,1,0,0,7.1
"Jan 5, 09:00 pm",0,-7.6,0,0,0,0,0,-7.6,0,0,1,0,0,7.2
"Jan 5, 10:00 pm",0,-8.2,0,0,0,0,0,-8.2,0,0,1,0,0,7.2
"Jan 5, 11:00 pm",0,-8.5,0,0,0,0,0,-8.5,0,0,1,0,0,7.2
"Jan 6, 12:00 am",0,-8.8,0,0,0,0,0,-8.8,0,0,1,0,0,4.6
"Jan 6, 01:00 am",0,-9.1,0,0,0,0,0,-9.1,0,0,1,0,0,4.6
"Jan 6, 02:00 am",0,-9.3,0,0,0,0,0,-9.3,0,0,1,0,0,4.6
"Jan 6, 03:00 am",0,-9.4,0,0,0,0,0,-9.4,0,0,1,0,0,3.7
"Jan 6, 04:00 am",0,-9.5,0,0,0,0,0,-9.5,0,0,1,0,0,3.7
"Jan 6, 05:00 am",0,-9.6,0,0,0,0,0,-9.6,0,0,1,0,0,3.7
"Jan 6, 06:00 am",0,-9.7,0,0,0,0,0,-9.7,0,0,1,0,0,1.6
"Jan 6, 07:00 am",0,-9.8,0,0,0,0,0,-9.8,0,0,1,0,0,1.6
"Jan 6, 08:00 am",161.509,-9.9,75.1356,120,13,187.29,20,-10.7155,53.7063,0.161509,1,2,46.6601,1.6
"Jan 6, 09:00 am",929.557,-10,65.7287,310,103,973.362,160,-5.1281,259.982,0.929557,1,1,248.075,2.9
"Jan 6, 10:00 am",820.069,-10.1,56.2323,137,126,860.974,167,-5.57607,221.88,0.820069,1,1,219.028,2.9
"Jan 6, 11:00 am",1517.73,-9,49.2459,354,153,1579.02,286,0.343204,416.023,1.51773,1,1,411.709,2.9
"Jan 6, 12:00 pm",1208.13,-7.9,45.9591,166,185,1259.81,253,-0.667807,328.621,1.20813,1,1,327.086,3.4
"Jan 6, 01:00 pm",535.87,-6.8,47.1591,4,142,569.763,144,-4.24711,145.782,0.53587,1,1,145.741,3.4
"Jan 6, 02:00 pm",416.434,-6.4,52.5373,0,114,447.6,114,-5.1194,114.081,0.416434,1,1,114.081,3.4
"Jan 6, 03:00 pm",411.743,-6,60.9874,29,92,442.805,99,-5.11463,113.697,0.411743,1,1,112.862,5.4
"Jan 6, 04:00 pm",467.805,-5.7,71.3785,184,57,500.128,78,-4.37046,137.26,0.467805,1,1,127.864,5.4
"Jan 6, 05:00 pm",0,-5.5,78.024,22,2,20.2328,2,-6.60116,6.50474,0,1,3,5.12553,5.4
"Jan 6, 06:00 pm",0,-5.3,0,0,0,0,0,-5.3,0,0,1,0,0,7.7
"Jan 6, 07:00 pm",0,-5.1,0,0,0,0,0,-5.1,0,0,1,0,0,7.7
"Jan 6, 08:00 pm",0,-5,0,0,0,0,0,-5,0,0,1,0,0,7.7
"Jan 6, 09:00 pm",0,-4.9,0,0,0,0,0,-4.9,0,0,1,0,0,4.7
"Jan 6, 10:00 pm",0,-4.8,0,0,0,0,0,-4.8,0,0,1,0,0,4.7
"Jan 6, 11:00 pm",0,-4.7,0,0,0,0,0,-4.7,0,0,1,0,0,4.7
"Jan 7, 12:00 am",0,-4.6,0,0,0,0,0,-4.6,0,0,1,0,0,5.5
"Jan 7, 01:00 am",0,-4.4,0,0,0,0,0,-4.4,0,0,1,0,0,5.5
"Jan 7, 02:00 am",0,-4.6,0,0,0,0,0,-4.6,0,0,1,0,0,5.5
"Jan 7, 03:00 am",0,-4.8,0,0,0,0,0,-4.8,0,0,1,0,0,5.3
"Jan 7, 04:00 am",0,-4.9,0,0,0,0,0,-4.9,0,0,1,0,0,5.3
"Jan 7, 05:00 am",0,-4.9,0,0,0,0,0,-4.9,0,0,1,0,0,5.3
"Jan 7, 06:00 am",0,-4.9,0,0,0,0,0,-4.9,0,0,1,0,0,3.6
"Jan 7, 07:00 am",0,-4.9,0,0,0,0,0,-4.9,0,0,1,0,0,3.6
"Jan 7, 08:00 am",0,-4.7,75.1683,0,4,14.914,4,-6.45382,3.78042,0,1,2,3.78042,3.6
"Jan 7, 09:00 am",84.0419,-4.5,65.725,0,29,108.302,29,-6.14992,27.4868,0.0840419,1,1,27.4868,1.6
"Jan 7, 10:00 am",248.239,-4.3,56.1971,0,73,275.786,73,-4.49349,70.4721,0.248239,1,1,70.4721,1.6
"Jan 7, 11:00 am",289.748,-3.5,49.1717,0,85,318.164,85,-3.13656,81.7591,0.289748,1,1,81.7591,1.6
"Jan 7, 12:00 pm",572.657,-2.8,45.8445,7,151,607.416,154,-1.17031,157.437,0.572657,1,1,157.373,5.6
"Jan 7, 01:00 pm",676.583,-2,47.0146,18,169,713.855,176,0.273315,186.256,0.676583,1,1,186.074,5.6
"Jan 7, 02:00 pm",638.088,-1.6,52.3797,32,144,674.418,155,0.536135,176.489,0.638088,1,1,175.989,5.6
"Jan 7, 03:00 pm",192.695,-1.2,60.8289,0,59,219.103,59,-1.28891,56.7383,0.192695,1,1,56.7383,5.8
"Jan 7, 04:00 pm",262.191,-0.8,71.2267,78,44,290.029,53,-0.646604,79.2646,0.262192,1,1,75.3074,5.8
"Jan 7, 05:00 pm",0,-1.3,77.9841,10,1,9.41214,1,-2.49396,3.05167,0,1,3,2.42512,5.8
"Jan 7, 06:00 pm",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,6.7
"Jan 7, 07:00 pm",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,6.7
"Jan 7, 08:00 pm",0,-2.5,0,0,0,0,0,-2.5,0,0,1,0,0,6.7
"Jan 7, 09:00 pm",0,-2.6,0,0,0,0,0,-2.6,0,0,1,0,0,8
"Jan 7, 10:00 pm",0,-2.8,0,0,0,0,0,-2.8,0,0,1,0,0,8
"Jan 7, 11:00 pm",0,-2.9,0,0,0,0,0,-2.9,0,0,1,0,0,8
"Jan 8, 12:00 am",0,-3.1,0,0,0,0,0,-3.1,0,0,1,0,0,6.5
"Jan 8, 01:00 am",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,6.5
"Jan 8, 02:00 am",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,6.5
"Jan 8, 03:00 am",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,5.4
"Jan 8, 04:00 am",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,5.4
"Jan 8, 05:00 am",0,-3.5,0,0,0,0,0,-3.5,0,0,1,0,0,5.4
"Jan 8, 06:00 am",0,-3.8,0,0,0,0,0,-3.8,0,0,1,0,0,6
"Jan 8, 07:00 am",0,-4.1,0,0,0,0,0,-4.1,0,0,1,0,0,6
"Jan 8, 08:00 am",90.8855,-3.9,75.1999,68,10,115.278,14,-4.63836,33.4401,0.0908855,1,2,29.4396,6
"Jan 8, 09:00 am",622.131,-3.7,65.7155,174,83,658.074,115,-1.76563,176.752,0.622131,1,1,170.074,5.5
"Jan 8, 10:00 am",752.169,-3.5,56.1553,100,131,791.331,161,-0.780308,207.429,0.752169,1,1,205.358,5.5
"Jan 8, 11:00 am",1032.37,-3.3,49.0904,126,174,1079,222,0.883362,283.493,1.03237,1,1,281.977,5.5
"Jan 8, 12:00 pm",442.374,-3.1,45.7228,0,124,474.121,124,-1.82282,122.504,0.442374,1,1,122.504,5.6
"Jan 8, 01:00 pm",1948.94,-3,46.8637,500,161,2025.1,361,5.83769,545.524,1.94894,1,1,540.528,5.6
"Jan 8, 02:00 pm",1631.42,-2.6,52.2167,453,143,1696.46,299,5.25159,458.66,1.63142,1,1,451.668,5.6
"Jan 8, 03:00 pm",478.577,-2.3,60.6664,51,100,511.146,113,-0.271315,134.369,0.478577,1,1,132.931,4.7
"Jan 8, 04:00 pm",539.084,-2,71.072,230,63,573.052,90,-0.0206326,160.777,0.539084,1,1,149.188,4.7
"Jan 8, 05:00 pm",3.06786,-2.4,77.9445,32,2,25.7973,3,-3.49349,8.62317,0.00306786,1,3,6.61937,4.7
"Jan 8, 06:00 pm",0,-2.8,0,0,0,0,0,-2.8,0,0,1,0,0,7.2
"Jan 8, 07:00 pm",0,-3.2,0,0,0,0,0,-3.2,0,0,1,0,0,7.2
"Jan 8, 08:00 pm",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,7.2
"Jan 8, 09:00 pm",0,-3.4,0,0,0,0,0,-3.4,0,0,1,0,0,7.5
"Jan 8, 10:00 pm",0,-3.5,0,0,0,0,0,-3.5,0,0,1,0,0,7.5
"Jan 8, 11:00 pm",0,-4,0,0,0,0,0,-4,0,0,1,0,0,7.5
"Jan 9, 12:00 am",0,-4.5,0,0,0,0,0,-4.5,0,0,1,0,0,6.3
"Jan 9, 01:00 am",0,-5,0,0,0,0,0,-5,0,0,1,0,0,6.3
"Jan 9, 02:00 am",0,-5.3,0,0,0,0,0,-5.3,0,0,1,0,0,6.3
"Jan 9, 03:00 am",0,-5.6,0,0,0,0,0,-5.6,0,0,1,0,0,5.2
"Jan 9, 04:00 am",0,-5.8,0,0,0,0,0,-5.8,0,0,1,0,0,5.2
"Jan 9, 05:00 am",0,-6.3,0,0,0,0,0,-6.3,0,0,1,0,0,5.2
"Jan 9, 06:00 am",0,-6.7,0,0,0,0,0,-6.7,0,0,1,0,0,5.4
"Jan 9, 07:00 am",0,-7.1,0,0,0,0,0,-7.1,0,0,1,0,0,5.4
"Jan 9, 08:00 am",17.4859,-7.2,75.2305,8,9,40.4837,9,-8.41957,10.651,0.0174859,1,2,10.1799,5.4
"Jan 9, 09:00 am",304.389,-7.4,65.7002,21,70,333.115,74,-7.20368,84.9851,0.304389,1,1,84.1798,3.9
"Jan 9, 10:00 am",280.122,-7.5,56.107,0,80,308.335,80,-7.29293,77.8895,0.280122,1,1,77.8895,3.9
"Jan 9, 11:00 am",216.847,-6.5,49.002,0,65,243.746,65,-6.67906,61.7281,0.216847,1,1,61.7281,3.9
"Jan 9, 12:00 pm",234.185,-5.5,45.5939,0,70,261.441,70,-5.6328,66.4938,0.234185,1,1,66.4938,2.5
"Jan 9, 01:00 pm",225.749,-4.4,46.7063,0,68,252.832,68,-4.56578,64.5873,0.225749,1,1,64.5873,2.5
"Jan 9, 02:00 pm",349.105,-4.2,52.0485,0,99,378.792,99,-3.48632,97.1975,0.349105,1,1,97.1975,2.5
"Jan 9, 03:00 pm",654.936,-4,60.5,126,104,691.677,136,-0.90591,182.918,0.654936,1,1,179.402,2.6
"Jan 9, 04:00 pm",563.915,-3.9,70.9145,241,65,598.467,94,-0.942296,167.261,0.563915,1,1,155.203,2.6
"Jan 9, 05:00 pm",5.65749,-4.4,77.9052,36,2,28.435,3,-5.70752,9.48278,0.00565749,1,3,7.22982,2.6
"Jan 9, 06:00 pm",0,-4.9,0,0,0,0,0,-4.9,0,0,1,0,0,4.3
"Jan 9, 07:00 pm",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,4.3
"Jan 9, 08:00 pm",0,-5.7,0,0,0,0,0,-5.7,0,0,1,0,0,4.3
"Jan 9, 09:00 pm",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,2.5
"Jan 9, 10:00 pm",0,-6.4,0,0,0,0,0,-6.4,0,0,1,0,0,2.5
"Jan 9, 11:00 pm",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,2.5
"Jan 10, 12:00 am",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,3
"Jan 10, 01:00 am",0,-6.6,0,0,0,0,0,-6.6,0,0,1,0,0,3
"Jan 10, 02:00 am",0,-6.8,0,0,0,0,0,-6.8,0,0,1,0,0,3
"Jan 10, 03:00 am",0,-6.9,0,0,0,0,0,-6.9,0,0,1,0,0,3.9
"Jan 10, 04:00 am",0,-7.1,0,0,0,0,0,-7.1,0,0,1,0,0,3.9
"Jan 10, 05:00 am",0,-7.5,0,0,0,0,0,-7.5,0,0,1,0,0,3.9
"Jan 10, 06:00 am",0,-7.8,0,0,0,0,0,-7.8,0,0,1,0,0,7.5
"Jan 10, 07:00 am",0,-8.2,0,0,0,0,0,-8.2,0,0,1,0,0,7.5
"Jan 10, 08:00 am",0,-7.9,75.2599,0,3,11.2988,3,-8.99227,2.83457,0,1,2,2.83457,7.5
"Jan 10, 09:00 am",77.6545,-7.6,65.6791,0,27,101.792,27,-8.52312,25.5856,0.0776545,1,1,25.5856,5.6
"Jan 10, 10:00 am",309.102,-7.3,56.0523,0,87,337.928,87,-7.08638,85.4371,0.309102,1,1,85.4371,5.6
"Jan 10, 11:00 am",209.373,-6.4,48.9067,0,63,236.12,63,-6.57166,59.8229,0.209373,1,1,59.8229,5.6
"Jan 10, 12:00 pm",237.669,-5.4,45.4579,0,71,264.997,71,-5.45721,67.4469,0.237669,1,1,67.4469,6.9
"Jan 10, 01:00 pm",365.162,-4.5,46.5424,0,104,395.197,104,-4.00162,101.191,0.365162,1,1,101.191,6.9
"Jan 10, 02:00 pm",189.067,-4.2,51.8752,0,58,215.401,58,-4.41107,55.0607,0.189067,1,1,55.0607,6.9
"Jan 10, 03:00 pm",223.167,-3.9,60.3298,0,66,250.196,66,-4.04866,64.0507,0.223167,1,1,64.0507,4.9
"Jan 10, 04:00 pm",35.9923,-3.6,70.7543,0,16,59.3372,16,-4.71117,15.1489,0.0359923,1,1,15.1489,4.9
"Jan 10, 05:00 pm",0,-4.2,77.8661,0,1,3.814,1,-5.68069,0.969846,0,1,3,0.969846,4.9
"Jan 10, 06:00 pm",0,-4.8,0,0,0,0,0,-4.8,0,0,1,0,0,5.3
"Jan 10, 07:00 pm",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,5.3
"Jan 10, 08:00 pm",0,-5.8,0,0,0,0,0,-5.8,0,0,1,0,0,5.3
"Jan 10, 09:00 pm",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,4.1
"Jan 10, 10:00 pm",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,4.1
"Jan 10, 11:00 pm",0,-6.7,0,0,0,0,0,-6.7,0,0,1,0,0,4.1
