,AC inverter power | (W),Ambient temperature | (C),Angle of incidence | (deg),Beam irradiance | (W/m2),Diffuse irradiance | (W/m2),DC array power | (W),Global horizontal irradiance | (W/m2),Module temperature | (C),Plane of array irradiance | (W/m2),Power generated by system | (kW),Shading factor for beam radiation,Sun up over horizon | (0/1),Transmitted plane of array irradiance | (W/m2),Wind speed | (m/s)
"Jan 1, 10:00 pm",0,-6.8,0,0,0,0,0,-6.8,0,0,1,0,0,10.3
"Jan 1, 11:00 pm",0,-7.1,0,0,0,0,0,-7.1,0,0,1,0,0,10.3
"Jan 2, 12:00 am",0,-7.5,0,0,0,0,0,-7.5,0,0,1,0,0,10.3
"Jan 2, 01:00 am",0,-7.8,0,0,0,0,0,-7.8,0,0,1,0,0,11
"Jan 2, 02:00 am",0,-8.2,0,0,0,0,0,-8.2,0,0,1,0,0,11
"Jan 2, 03:00 am",0,-8,0,0,0,0,0,-8,0,0,1,0,0,11
"Jan 2, 04:00 am",0,-7.9,0,0,0,0,0,-7.9,0,0,1,0,0,11.6
"Jan 2, 05:00 am",0,-7.8,0,0,0,0,0,-7.8,0,0,1,0,0,11.6
"Jan 2, 06:00 am",0,-8.1,0,0,0,0,0,-8.1,0,0,1,0,0,11.6
"Jan 2, 07:00 am",0,-8.4,77.7705,0,0,0,0,-8.4,0,0,1,2,0,13.2
"Jan 2, 08:00 am",44.559,-8.8,70.8858,0,18,68.0656,18,-9.38568,17.0487,0.044559,1,1,17.0487,13.2
"Jan 2, 09:00 am",158.947,-7.8,60.5114,0,49,184.677,49,-8.07187,46.5039,0.158947,1,1,46.5039,13.2
"Jan 2, 10:00 am",2144.32,-6.8,52.1098,638,157,2227.8,376,-0.367812,588.902,2.14432,1,1,579.136,10.3
"Jan 2, 11:00 am",2149.55,-5.9,46.8259,630,119,2233.23,370,0.890966,589.906,2.14955,1,1,583.632,10.3
"Jan 2, 12:00 pm",587.386,-5.1,45.767,12,150,622.495,155,-3.66303,159.724,0.587386,1,1,159.614,10.3
"Jan 2, 01:00 pm",437.716,-4.4,49.2087,0,121,469.358,121,-3.60352,120.378,0.437716,1,1,120.378,8.3
"Jan 2, 02:00 pm",1788.72,-3.7,56.3261,571,148,1859.15,317,2.54334,501.253,1.78872,1,1,489.284,8.3
"Jan 2, 03:00 pm",530.749,-3.7,65.9185,162,68,564.522,97,-2.15826,151.947,0.530749,1,1,145.657,8.3
"Jan 2, 04:00 pm",71.9082,-3.6,75.2134,59,8,95.9355,11,-4.06979,28.0299,0.0719082,1,3,24.5575,10.4
"Jan 2, 05:00 pm",0,-3.6,0,0,0,0,0,-3.6,0,0,1,0,0,10.4
"Jan 2, 06:00 pm",0,-3.8,0,0,0,0,0,-3.8,0,0,1,0,0,10.4
"Jan 2, 07:00 pm",0,-4,0,0,0,0,0,-4,0,0,1,0,0,13.8
"Jan 2, 08:00 pm",0,-4.2,0,0,0,0,0,-4.2,0,0,1,0,0,13.8
"Jan 2, 09:00 pm",0,-4.1,0,0,0,0,0,-4.1,0,0,1,0,0,13.8
"Jan 2, 10:00 pm",0,-4,0,0,0,0,0,-4,0,0,1,0,0,13.9
"Jan 2, 11:00 pm",0,-3.9,0,0,0,0,0,-3.9,0,0,1,0,0,13.9
"Jan 3, 12:00 am",0,-3.9,0,0,0,0,0,-3.9,0,0,1,0,0,13.9
"Jan 3, 01:00 am",0,-4,0,0,0,0,0,-4,0,0,1,0,0,13
"Jan 3, 02:00 am",0,-4,0,0,0,0,0,-4,0,0,1,0,0,13
"Jan 3, 03:00 am",0,-3.8,0,0,0,0,0,-3.8,0,0,1,0,0,13
"Jan 3, 04:00 am",0,-3.7,0,0,0,0,0,-3.7,0,0,1,0,0,11.7
"Jan 3, 05:00 am",0,-3.6,0,0,0,0,0,-3.6,0,0,1,0,0,11.7
"Jan 3, 06:00 am",0,-3.6,0,0,0,0,0,-3.6,0,0,1,0,0,11.7
"Jan 3, 07:00 am",0,-3.7,77.8119,8,1,8.4458,1,-4.41444,2.65882,0,1,2,2.15888,13.5
"Jan 3, 08:00 am",229.405,-3.7,70.9153,59,41,256.563,48,-3.74345,68.7158,0.229405,1,1,65.7635,13.5
"Jan 3, 09:00 am",1575.52,-3.1,60.5158,654,98,1638.7,260,0.794577,446.35,1.57552,1,1,428.083,13.5
"Jan 3, 10:00 am",2162.65,-2.5,52.0811,718,130,2246.83,377,4.11719,606.263,2.16265,1,1,595.296,11
"Jan 3, 11:00 am",854.389,-2,46.7572,76,168,896.191,198,0.267406,234.349,0.854389,1,1,233.596,11
"Jan 3, 12:00 pm",1852.01,-1.2,45.6604,472,144,1924.67,338,4.20475,514.381,1.85201,1,1,510.13,11
"Jan 3, 01:00 pm",816.444,-0.4,49.0769,88,155,857.255,188,1.36632,225.544,0.816444,1,1,224.486,13.9
"Jan 3, 02:00 pm",1820.38,0.4,56.1837,667,115,1891.91,313,5.02253,517.05,1.82038,1,1,503.211,13.9
"Jan 3, 03:00 pm",765.907,0.5,65.775,334,64,805.419,125,2.26126,224.576,0.765907,1,1,211.713,13.9
"Jan 3, 04:00 pm",126.877,0.7,75.1632,124,8,151.971,15,0.512813,46.9399,0.126877,1,3,39.6529,9.6
"Jan 3, 05:00 pm",0,0.8,0,0,0,0,0,0.8,0,0,1,0,0,9.6
"Jan 3, 06:00 pm",0,0.2,0,0,0,0,0,0.2,0,0,1,0,0,9.6
"Jan 3, 07:00 pm",0,-0.5,0,0,0,0,0,-0.5,0,0,1,0,0,16
"Jan 3, 08:00 pm",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,16
"Jan 3, 09:00 pm",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,16
"Jan 3, 10:00 pm",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,12.8
"Jan 3, 11:00 pm",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,12.8
"Jan 4, 12:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,12.8
"Jan 4, 01:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,14.8
"Jan 4, 02:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,14.8
"Jan 4, 03:00 am",0,-1.1,0,0,0,0,0,-1.1,0,0,1,0,0,14.8
"Jan 4, 04:00 am",0,-1,0,0,0,0,0,-1,0,0,1,0,0,13.4
"Jan 4, 05:00 am",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,13.4
"Jan 4, 06:00 am",0,-0.5,0,0,0,0,0,-0.5,0,0,1,0,0,13.4
"Jan 4, 07:00 am",6.02907,-0.2,77.8529,44,1,28.8135,2,-0.791844,10.2284,0.00602907,1,2,7.47701,14.6
"Jan 4, 08:00 am",509.579,0.1,70.9396,305,38,542.861,74,0.937276,157.178,0.509579,1,1,141.899,14.6
"Jan 4, 09:00 am",1632.98,0.5,60.5143,746,76,1698.06,261,4.48906,471.451,1.63298,1,1,450.618,14.6
"Jan 4, 10:00 am",2125.53,0.8,52.0456,718,130,2208.28,378,8.28602,606.648,2.12553,1,1,595.711,9.3
"Jan 4, 11:00 am",1094.75,1.2,46.6813,158,172,1143.14,235,4.7483,305.249,1.09475,1,1,303.694,9.3
"Jan 4, 12:00 pm",2463.04,0.9,45.5467,671,184,2559.23,461,9.51855,700.097,2.46304,1,1,694.112,9.3
"Jan 4, 01:00 pm",302.835,0.6,48.9389,0,90,331.528,90,1.60825,86.9049,0.302835,1,1,86.9049,6.7
"Jan 4, 02:00 pm",1771.11,0.4,56.0363,577,148,1840.92,321,7.64707,507.077,1.77111,1,1,495.231,6.7
"Jan 4, 03:00 pm",1268.58,-0.4,65.6277,817,31,1322.07,181,5.27797,383.231,1.26858,1,1,352.029,6.7
"Jan 4, 04:00 pm",228.856,-1.2,75.113,309,3,256.002,22,-0.442815,84.6607,0.228856,1,3,66.5292,5.4
"Jan 4, 05:00 pm",0,-2,0,0,0,0,0,-2,0,0,1,0,0,5.4
"Jan 4, 06:00 pm",0,-2.7,0,0,0,0,0,-2.7,0,0,1,0,0,5.4
"Jan 4, 07:00 pm",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,5
"Jan 4, 08:00 pm",0,-3.9,0,0,0,0,0,-3.9,0,0,1,0,0,5
"Jan 4, 09:00 pm",0,-4.9,0,0,0,0,0,-4.9,0,0,1,0,0,5
"Jan 4, 10:00 pm",0,-5.9,0,0,0,0,0,-5.9,0,0,1,0,0,1.8
"Jan 4, 11:00 pm",0,-6.8,0,0,0,0,0,-6.8,0,0,1,0,0,1.8
"Jan 5, 12:00 am",0,-7.1,0,0,0,0,0,-7.1,0,0,1,0,0,1.8
"Jan 5, 01:00 am",0,-7.4,0,0,0,0,0,-7.4,0,0,1,0,0,5.2
"Jan 5, 02:00 am",0,-7.7,0,0,0,0,0,-7.7,0,0,1,0,0,5.2
"Jan 5, 03:00 am",0,-8.1,0,0,0,0,0,-8.1,0,0,1,0,0,5.2
"Jan 5, 04:00 am",0,-8.5,0,0,0,0,0,-8.5,0,0,1,0,0,2.5
"Jan 5, 05:00 am",0,-8.9,0,0,0,0,0,-8.9,0,0,1,0,0,2.5
"Jan 5, 06:00 am",0,-9.3,0,0,0,0,0,-9.3,0,0,1,0,0,2.5
"Jan 5, 07:00 am",40.6391,-9.6,77.8933,102,1,64.0716,3,-10.4357,22.3626,0.0406391,1,2,15.9804,5.9
"Jan 5, 08:00 am",894.49,-10,70.9585,707,27,937.354,110,-6.44815,273.052,0.89449,1,1,237.607,5.9
"Jan 5, 09:00 am",1683.92,-9.9,60.5066,747,76,1750.73,262,-2.4632,472,1.68392,1,1,451.149,5.9
"Jan 5, 10:00 am",1250.84,-9.8,52.0032,268,143,1303.8,236,-4.1523,337.701,1.25084,1,1,333.632,5.4
"Jan 5, 11:00 am",2613.19,-9.7,46.5981,830,114,2715.72,449,3.00766,724.232,2.61319,1,1,716.126,5.4
"Jan 5, 12:00 pm",2674.36,-9.3,45.4259,836,117,2779.53,463,4.37349,744.619,2.67436,1,1,737.241,5.4
"Jan 5, 01:00 pm",1647.66,-9,48.7948,441,125,1713.24,293,0.301671,451.809,1.64766,1,1,446.629,4.5
"Jan 5, 02:00 pm",1209.47,-8.7,55.884,373,94,1261.2,207,-2.45419,332.586,1.20947,1,1,325.012,4.5
"Jan 5, 03:00 pm",816.135,-8.8,65.4767,348,64,856.938,129,-4.89745,231.787,0.816135,1,1,218.61,4.5
"Jan 5, 04:00 pm",142.393,-9,75.0628,135,8,167.793,16,-9.14691,49.978,0.142393,1,3,42.0685,6.1
"Jan 5, 05:00 pm",0,-9.2,0,0,0,0,0,-9.2,0,0,1,0,0,6.1
"Jan 5, 06:00 pm",0,-9.7,0,0,0,0,0,-9.7,0,0,1,0,0,6.1
"Jan 5, 07:00 pm",0,-10.2,0,0,0,0,0,-10.2,0,0,1,0,0,8.5
"Jan 5, 08:00 pm",0,-10.6,0,0,0,0,0,-10.6,0,0,1,0,0,8.5
"Jan 5, 09:00 pm",0,-11,0,0,0,0,0,-11,0,0,1,0,0,8.5
"Jan 5, 10:00 pm",0,-11.4,0,0,0,0,0,-11.4,0,0,1,0,0,10.3
"Jan 5, 11:00 pm",0,-11.7,0,0,0,0,0,-11.7,0,0,1,0,0,10.3
"Jan 6, 12:00 am",0,-12.2,0,0,0,0,0,-12.2,0,0,1,0,0,10.3
"Jan 6, 01:00 am",0,-12.7,0,0,0,0,0,-12.7,0,0,1,0,0,11.9
"Jan 6, 02:00 am",0,-13.3,0,0,0,0,0,-13.3,0,0,1,0,0,11.9
"Jan 6, 03:00 am",0,-13.4,0,0,0,0,0,-13.4,0,0,1,0,0,11.9
"Jan 6, 04:00 am",0,-13.6,0,0,0,0,0,-13.6,0,0,1,0,0,15
"Jan 6, 05:00 am",0,-13.8,0,0,0,0,0,-13.8,0,0,1,0,0,15
"Jan 6, 06:00 am",0,-13.8,0,0,0,0,0,-13.8,0,0,1,0,0,15
"Jan 6, 07:00 am",41.2848,-13.7,77.9331,102,1,64.7294,3,-14.137,22.2933,0.0412848,1,2,15.9072,16
"Jan 6, 08:00 am",908.007,-13.6,70.9722,707,26,951.232,110,-11.7928,271.428,0.908007,1,1,235.961,16
"Jan 6, 09:00 am",1730.46,-12.7,60.4928,747,76,1798.86,263,-8.98787,472.126,1.73046,1,1,451.293,16
"Jan 6, 10:00 am",1533.85,-11.7,51.9541,393,129,1595.66,266,-8.41666,407.189,1.53385,1,1,401.245,15.4
"Jan 6, 11:00 am",2692.79,-10.8,46.5077,830,112,2798.75,448,-4.57329,722.98,2.69279,1,1,714.936,15.4
"Jan 6, 12:00 pm",2475.33,-9.8,45.2981,718,119,2572.03,418,-4.00235,664.837,2.47533,1,1,658.572,15.4
"Jan 6, 01:00 pm",552.811,-8.9,48.6445,19,135,587.102,142,-7.89717,148.165,0.552811,1,1,147.945,14.2
"Jan 6, 02:00 pm",1887.91,-7.9,55.7269,581,151,1961.85,328,-3.44814,515.152,1.88791,1,1,503.488,14.2
"Jan 6, 03:00 pm",183.531,-7.7,65.3222,0,54,209.754,54,-7.69934,52.8988,0.183531,1,1,52.8988,14.2
"Jan 6, 04:00 pm",3.5581,-7.4,75.0126,0,7,26.2967,7,-8.11949,6.62055,0.0035581,1,3,6.62055,12
"Jan 6, 05:00 pm",0,-7.1,0,0,0,0,0,-7.1,0,0,1,0,0,12
"Jan 6, 06:00 pm",0,-7.4,0,0,0,0,0,-7.4,0,0,1,0,0,12
"Jan 6, 07:00 pm",0,-7.7,0,0,0,0,0,-7.7,0,0,1,0,0,9.8
"Jan 6, 08:00 pm",0,-8,0,0,0,0,0,-8,0,0,1,0,0,9.8
"Jan 6, 09:00 pm",0,-8.5,0,0,0,0,0,-8.5,0,0,1,0,0,9.8
"Jan 6, 10:00 pm",0,-8.9,0,0,0,0,0,-8.9,0,0,1,0,0,10.8
"Jan 6, 11:00 pm",0,-9.3,0,0,0,0,0,-9.3,0,0,1,0,0,10.8
"Jan 7, 12:00 am",0,-9.8,0,0,0,0,0,-9.8,0,0,1,0,0,10.8
"Jan 7, 01:00 am",0,-10.2,0,0,0,0,0,-10.2,0,0,1,0,0,9.4
"Jan 7, 02:00 am",0,-10.6,0,0,0,0,0,-10.6,0,0,1,0,0,9.4
"Jan 7, 03:00 am",0,-11,0,0,0,0,0,-11,0,0,1,0,0,9.4
"Jan 7, 04:00 am",0,-11.4,0,0,0,0,0,-11.4,0,0,1,0,0,6.4
"Jan 7, 05:00 am",0,-11.8,0,0,0,0,0,-11.8,0,0,1,0,0,6.4
"Jan 7, 06:00 am",0,-12.5,0,0,0,0,0,-12.5,0,0,1,0,0,6.4
"Jan 7, 07:00 am",11.2665,-13.1,77.9724,51,1,34.1483,2,-13.8187,11.5974,0.0112665,1,2,8.40255,11.1
"Jan 7, 08:00 am",582.56,-13.7,70.9805,349,37,617.554,79,-12.5589,170.235,0.58256,1,1,152.72,11.1
"Jan 7, 09:00 am",1528.74,-13,60.4729,756,33,1590.38,223,-8.83651,420.291,1.52874,1,1,399.235,11.1
"Jan 7, 10:00 am",1989.3,-12.3,51.8981,646,100,2066.93,326,-6.43162,533.704,1.9893,1,1,523.976,10.5
"Jan 7, 11:00 am",601.901,-11.6,46.4101,13,149,637.357,154,-10.2363,159.219,0.601901,1,1,159.094,10.5
"Jan 7, 12:00 pm",873.25,-10.8,45.1632,44,183,915.55,201,-8.79389,230.251,0.87325,1,1,229.872,10.5
"Jan 7, 01:00 pm",494.295,-10,48.4882,0,132,527.224,132,-9.32653,132.087,0.494295,1,1,132.087,14.2
"Jan 7, 02:00 pm",1900.08,-9.2,55.5651,585,148,1974.46,328,-4.75703,515.597,1.90008,1,1,503.989,14.2
"Jan 7, 03:00 pm",839.348,-8.4,65.1643,349,66,880.756,133,-6.58179,236.118,0.839348,1,1,223.138,14.2
"Jan 7, 04:00 pm",154.886,-7.7,74.9626,141,9,180.534,18,-7.79808,53.7473,0.154886,1,3,45.5115,15.3
"Jan 7, 05:00 pm",0,-7,0,0,0,0,0,-7,0,0,1,0,0,15.3
"Jan 7, 06:00 pm",0,-7.1,0,0,0,0,0,-7.1,0,0,1,0,0,15.3
"Jan 7, 07:00 pm",0,-7.2,0,0,0,0,0,-7.2,0,0,1,0,0,15.8
"Jan 7, 08:00 pm",0,-7.3,0,0,0,0,0,-7.3,0,0,1,0,0,15.8
"Jan 7, 09:00 pm",0,-6.9,0,0,0,0,0,-6.9,0,0,1,0,0,15.8
"Jan 7, 10:00 pm",0,-6.5,0,0,0,0,0,-6.5,0,0,1,0,0,15.2
"Jan 7, 11:00 pm",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,15.2
"Jan 8, 12:00 am",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,15.2
"Jan 8, 01:00 am",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,16.2
"Jan 8, 02:00 am",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,16.2
"Jan 8, 03:00 am",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,16.2
"Jan 8, 04:00 am",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,13.9
"Jan 8, 05:00 am",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,13.9
"Jan 8, 06:00 am",0,-6.1,0,0,0,0,0,-6.1,0,0,1,0,0,13.9
"Jan 8, 07:00 am",39.9807,-6.2,78.0109,104,1,63.4008,3,-6.70093,22.5733,0.0399807,1,2,16.0546,13.4
"Jan 8, 08:00 am",887.099,-6.3,70.9833,710,27,929.766,112,-4.21568,273.493,0.887099,1,1,237.858,13.4
"Jan 8, 09:00 am",1753.89,-5.5,60.4469,893,40,1823.1,265,-0.977089,497.551,1.75389,1,1,472.722,13.4
"Jan 8, 10:00 am",2361.94,-4.7,51.8354,966,45,2454,384,2.48217,660.142,2.36194,1,1,645.666,11.2
"Jan 8, 11:00 am",2705.65,-3.9,46.3053,997,48,2812.19,455,4.51043,755.838,2.70565,1,1,746.343,11.2
"Jan 8, 12:00 pm",2539.94,-3.3,45.0215,949,26,2639.35,425,4.614,708.866,2.53994,1,1,700.784,11.2
"Jan 8, 01:00 pm",2560.81,-2.6,48.326,986,47,2661.1,429,5.81932,721.372,2.56081,1,1,710.231,10.5
"Jan 8, 02:00 pm",2086.06,-2,55.3988,940,43,2167.31,334,4.86434,594.496,2.08606,1,1,576.069,10.5
"Jan 8, 03:00 pm",1058.5,-1.6,65.003,648,27,1105.87,153,1.72624,313.907,1.0585,1,1,290.03,10.5
"Jan 8, 04:00 pm",201.934,-1.3,74.9126,267,3,228.529,21,-1.0398,74.8126,0.201934,1,3,59.241,8.8
"Jan 8, 05:00 pm",0,-0.9,0,0,0,0,0,-0.9,0,0,1,0,0,8.8
"Jan 8, 06:00 pm",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,8.8
"Jan 8, 07:00 pm",0,-2.3,0,0,0,0,0,-2.3,0,0,1,0,0,8.1
"Jan 8, 08:00 pm",0,-3,0,0,0,0,0,-3,0,0,1,0,0,8.1
"Jan 8, 09:00 pm",0,-3.7,0,0,0,0,0,-3.7,0,0,1,0,0,8.1
"Jan 8, 10:00 pm",0,-4.4,0,0,0,0,0,-4.4,0,0,1,0,0,10.3
"Jan 8, 11:00 pm",0,-5.1,0,0,0,0,0,-5.1,0,0,1,0,0,10.3
"Jan 9, 12:00 am",0,-5.4,0,0,0,0,0,-5.4,0,0,1,0,0,10.3
"Jan 9, 01:00 am",0,-5.7,0,0,0,0,0,-5.7,0,0,1,0,0,11.6
"Jan 9, 02:00 am",0,-6,0,0,0,0,0,-6,0,0,1,0,0,11.6
"Jan 9, 03:00 am",0,-6,0,0,0,0,0,-6,0,0,1,0,0,11.6
"Jan 9, 04:00 am",0,-6,0,0,0,0,0,-6,0,0,1,0,0,12.6
"Jan 9, 05:00 am",0,-6,0,0,0,0,0,-6,0,0,1,0,0,12.6
"Jan 9, 06:00 am",0,-6,0,0,0,0,0,-6,0,0,1,0,0,12.6
"Jan 9, 07:00 am",37.0212,-6,78.0488,106,0,60.3855,3,-6.51457,21.9503,0.0370212,1,2,15.3028,12.8
"Jan 9, 08:00 am",887.559,-6,70.9808,712,27,930.238,113,-3.84185,274.078,0.887559,1,1,238.347,12.8
"Jan 9, 09:00 am",1757.79,-5.1,60.4148,894,41,1827.14,267,-0.40125,499.719,1.75779,1,1,474.915,12.8
"Jan 9, 10:00 am",2367.37,-4.2,51.766,967,46,2459.65,387,2.97484,662.923,2.36737,1,1,648.51,11.3
"Jan 9, 11:00 am",2708.75,-3.3,46.1933,997,49,2815.42,458,5.09549,758.484,2.70875,1,1,749.08,11.3
"Jan 9, 12:00 pm",2778.31,-2.7,44.8728,1004,49,2888.05,474,6.00546,779.859,2.77831,1,1,771.419,11.3
"Jan 9, 01:00 pm",2571.34,-2.1,48.158,987,47,2672.08,432,5.81709,724.151,2.57134,1,1,713.154,11.6
"Jan 9, 02:00 pm",1998.98,-1.4,55.2279,942,22,2076.97,317,4.71113,569.932,1.99898,1,1,551.694,11.6
"Jan 9, 03:00 pm",1077.3,-0.9,64.8386,658,27,1125.2,157,2.24485,319.765,1.0773,1,1,295.75,11.6
"Jan 9, 04:00 pm",216.074,-0.3,74.8629,277,4,242.958,23,-0.0841458,79.3643,0.216074,1,3,63.2345,13
"Jan 9, 05:00 pm",0,0.3,0,0,0,0,0,0.3,0,0,1,0,0,13
"Jan 9, 06:00 pm",0,-0.4,0,0,0,0,0,-0.4,0,0,1,0,0,13
"Jan 9, 07:00 pm",0,-1,0,0,0,0,0,-1,0,0,1,0,0,13.9
"Jan 9, 08:00 pm",0,-1.7,0,0,0,0,0,-1.7,0,0,1,0,0,13.9
"Jan 9, 09:00 pm",0,-1.9,0,0,0,0,0,-1.9,0,0,1,0,0,13.9
"Jan 9, 10:00 pm",0,-2.2,0,0,0,0,0,-2.2,0,0,1,0,0,15.4
"Jan 9, 11:00 pm",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,15.4
"Jan 10, 12:00 am",0,-2.9,0,0,0,0,0,-2.9,0,0,1,0,0,15.4
"Jan 10, 01:00 am",0,-3.3,0,0,0,0,0,-3.3,0,0,1,0,0,14.8
"Jan 10, 02:00 am",0,-3.8,0,0,0,0,0,-3.8,0,0,1,0,0,14.8
"Jan 10, 03:00 am",0,-3.7,0,0,0,0,0,-3.7,0,0,1,0,0,14.8
"Jan 10, 04:00 am",0,-3.6,0,0,0,0,0,-3.6,0,0,1,0,0,14.2
"Jan 10, 05:00 am",0,-3.5,0,0,0,0,0,-3.5,0,0,1,0,0,14.2
"Jan 10, 06:00 am",0,-3.7,0,0,0,0,0,-3.7,0,0,1,0,0,14.2
"Jan 10, 07:00 am",36.7709,-3.9,78.0859,107,0,60.1304,3,-4.32776,22.0896,0.0367709,1,2,15.3758,16.5
"Jan 10, 08:00 am",882.769,-4.1,70.9728,713,27,925.322,114,-2.28404,274.395,0.882769,1,1,238.626,16.5
"Jan 10, 09:00 am",1751.26,-3.6,60.3765,895,40,1820.38,268,0.321257,499.369,1.75126,1,1,474.598,16.5
"Jan 10, 10:00 am",2364.35,-3.1,51.6898,968,45,2456.5,388,3.40474,663.212,2.36435,1,1,648.87,13
"Jan 10, 11:00 am",2716.43,-2.5,46.0743,998,49,2823.44,460,5.12483,760.625,2.71643,1,1,751.307,13
"Jan 10, 12:00 pm",2786.72,-1.8,44.7174,1005,49,2896.83,476,6.10919,782.444,2.78672,1,1,774.112,13
"Jan 10, 01:00 pm",2485.41,-1.1,47.9841,827,110,2582.53,435,7.0276,701.953,2.48541,1,1,692.871,10.7
"Jan 10, 02:00 pm",1348.27,-0.3,55.0527,464,87,1404.19,233,3.86237,380.503,1.34827,1,1,371.634,10.7
"Jan 10, 03:00 pm",740.685,-0.1,64.671,326,56,779.557,121,1.87088,216.359,0.740685,1,1,204.576,10.7
"Jan 10, 04:00 pm",143.873,0.2,74.8133,140,8,169.303,18,0.0871452,52.2358,0.143873,1,3,44.0961,15.2
"Jan 10, 05:00 pm",0,0.5,0,0,0,0,0,0.5,0,0,1,0,0,15.2
"Jan 10, 06:00 pm",0,-0.1,0,0,0,0,0,-0.1,0,0,1,0,0,15.2
"Jan 10, 07:00 pm",0,-0.7,0,0,0,0,0,-0.7,0,0,1,0,0,12.5
"Jan 10, 08:00 pm",0,-1.3,0,0,0,0,0,-1.3,0,0,1,0,0,12.5
"Jan 10, 09:00 pm",0,-1.5,0,0,0,0,0,-1.5,0,0,1,0,0,12.5
"Jan 10, 10:00 pm",0,-1.6,0,0,0,0,0,-1.6,0,0,1,0,0,10.4
"Jan 10, 11:00 pm",0,-1.8,0,0,0,0,0,-1.8,0,0,1,0,0,10.4
"Jan 11, 12:00 am",0,-2.4,0,0,0,0,0,-2.4,0,0,1,0,0,10.4
