Hours since 00:00 Jan 1,Dry bulb temp (C),Wet bulb temp (C),Dew point temp (C),Relative humidity (%),Wind direction (deg),Wind speed (m/s)
541.5,12.2,-5.6,-6.24727,27,260,3
542.5,13.3,-5,-5.79942,26,230,2.5
543.5,12.7,-5,-5.81843,27,250,2.5
544.5,11.6,-3.9,-4.53359,32,180,2.5
545.5,10,-2.8,-3.31611,39,220,2
546.5,8.3,-3.4,-3.85583,42,220,1
547.5,6.6,-2.3,-2.5506,52,220,1
548.5,4.4,-2.3,-2.67988,60,270,1.5
549.5,5,-2.3,-2.57193,58,210,1.5
550.5,7.7,-1.2,-1.27256,53,250,3
551.5,6.1,-1.7,-2.01541,56,230,2
552.5,4.4,-2.3,-2.67988,60,200,1
553.5,3.3,-1.2,-1.44997,71,200,2.5
554.5,2.7,-1.7,-1.8372,72,160,2.5
555.5,2.7,-2.3,-2.60922,68,150,2.5
556.5,1.1,-2.2,-2.47615,77,180,4.1
557.5,1.6,-1.7,-1.99103,77,220,2.5
558.5,1.6,-1.2,-1.30365,81,90,1
559.5,2.7,0,-0.0615798,82,180,1.5
560.5,8.3,1.1,0.993626,60,240,3
561.5,12.7,2.2,2.25934,49,230,4.1
562.5,16.6,2.2,2.22013,38,270,4.6
563.5,18.9,3.3,3.09914,35,250,3.6
564.5,18.8,3.3,3.40933,36,240,5.1
565.5,19.4,3.3,3.12918,34,250,3
566.5,19.4,3.3,3.12918,34,210,4.6
567.5,19.4,3.3,3.12918,34,190,4.6
568.5,18.8,3.3,3.40933,36,190,3.6
569.5,15.5,3.8,3.92766,46,210,2
570.5,13.8,3.8,3.83651,51,200,2.5
571.5,12.7,3.8,3.89052,55,200,3
572.5,10,2.8,2.82652,61,190,2.6
573.5,9.4,3.3,3.37082,66,210,1
574.5,8.3,2.7,2.74341,68,200,1.5
575.5,7.2,2.7,2.68701,73,200,2
576.5,9.4,3.3,3.37082,66,180,0.5
577.5,4.4,0.5,0.544214,76,0,0
578.5,3.8,0.5,0.497008,79,270,1
579.5,3.8,1.1,1.18161,83,310,0.5
580.5,3.3,0.5,0.524697,82,250,1
581.5,1.6,-0.6,-0.64568,85,30,1
582.5,2.2,0.5,0.577374,89,130,1
583.5,5,1.6,1.66433,79,140,0.5
584.5,10,3.3,3.28201,63,300,1.5
585.5,12.2,4.4,4.42343,59,110,2
586.5,16.6,6.1,6.1308,50,140,2
587.5,19.4,5,5.08325,39,160,1
588.5,20.5,5,4.91085,36,190,5.6
589.5,21.1,4.4,4.19395,33,220,5.6
590.5,21.7,4.4,4.27836,32,200,3.1
591.5,20.5,5,4.91085,36,190,4.6
592.5,18.8,5,4.91059,40,140,2.5
593.5,16.6,5,4.92921,46,260,0.5
594.5,15,6.6,6.54878,57,260,1
595.5,13.8,6.6,6.64427,62,120,1
596.5,13.8,6.6,6.64427,62,350,1
597.5,11.1,5,4.98861,66,120,1
598.5,12.2,5,4.90041,61,200,3.6
599.5,12.2,6.1,6.03512,66,210,3.6
600.5,12.2,8.3,8.28639,77,210,3
601.5,10,7.2,7.2462,83,220,3
602.5,11.1,8.3,8.32183,83,210,2.5
603.5,10.5,8.3,8.25724,86,190,2
604.5,10,8.3,8.27052,89,190,3.6
605.5,9.4,8.3,8.32535,93,200,3
606.5,9.4,8.3,8.32535,93,250,3.6
607.5,11.6,10.5,10.5062,93,240,3.6
608.5,11.1,10.5,10.486,96,260,2.5
609.5,11.1,10.5,10.486,96,230,1.5
610.5,12.2,11.6,11.5806,96,220,1
611.5,13.8,12.7,12.6868,93,260,1.5
612.5,15.5,12.7,12.6233,83,60,0.5
613.5,17.2,13.3,13.3274,78,320,2
614.5,17.7,13.3,13.2094,75,90,2
615.5,17.7,13.3,13.2094,75,110,2.5
616.5,17.2,13.8,13.7166,80,100,2.5
617.5,16.1,13.3,13.2097,83,110,2.5
618.5,13.3,12.2,12.1912,93,30,2.5
619.5,12.7,12.2,12.2357,97,10,2.5
620.5,11.6,11.1,11.1397,97,10,2.5
621.5,12.2,11.6,11.5806,96,20,3
622.5,11.1,11.1,11.1,100,60,3.6
623.5,12.2,12.2,12.2,100,60,4.1
624.5,12.7,12.2,12.2357,97,80,5.6
625.5,11.6,8.8,8.81071,83,80,6.1
626.5,10,7.2,7.2462,83,50,6.6
627.5,8.8,6.1,6.07267,83,50,7.7
628.5,7.7,5,4.99683,83,50,7.2
629.5,7.2,5,5.01622,86,60,7.2
630.5,6.6,5,5.07783,90,40,7.7
631.5,6.1,4.4,4.42437,89,40,8.2
632.5,6.1,4.4,4.42437,89,60,7.2
633.5,5.5,4.4,4.45893,93,50,7.2
634.5,5.5,4.4,4.45893,93,30,7.7
635.5,5,5,5,100,40,6.6
636.5,5.5,5.5,5.5,100,40,7.7
637.5,5.5,5,5.06196,97,40,7.2
638.5,5.5,5.5,5.5,100,40,6.1
639.5,5.5,5.5,5.5,100,30,6.1
640.5,5.5,5.5,5.5,100,30,6.6
641.5,5.5,5.5,5.5,100,30,6.6
642.5,5.5,5.5,5.5,100,50,4.6
643.5,5.5,5.5,5.5,100,60,5.6
644.5,5.5,5.5,5.5,100,60,4.6
645.5,5.5,5.5,5.5,100,50,3.6
646.5,5.5,5.5,5.5,100,50,4.1
647.5,6.1,6.1,6.1,100,50,4.1
648.5,6.1,6.1,6.1,100,60,4.6
649.5,6.1,6.1,6.1,100,60,4.1
650.5,6.6,6.6,6.6,100,60,3.6
651.5,6.6,6.6,6.6,100,40,2.5
652.5,8.3,8.3,8.3,100,80,2
653.5,10,10,10,100,160,2
654.5,12.2,12.2,12.2,100,260,8.7
655.5,11.1,11.1,11.1,100,240,5.1
656.5,11.7,11.7,11.7,100,190,4.6
657.5,16.1,15,14.9664,93,260,7.2
658.5,16.6,14.4,14.4251,87,220,5.1
659.5,17.2,15,15.0148,87,240,4.1
660.5,18.3,14.4,14.3942,78,250,4.6
661.5,21.1,15.5,15.4089,70,220,8.7
662.5,20.5,15.5,15.4885,73,240,6.6
663.5,18.3,16.1,16.096,87,250,7.7
664.5,17.7,16.6,16.5521,93,250,6.1
665.5,17.2,16.6,16.5556,96,240,5.1
666.5,17.7,16.6,16.5521,93,240,5.1
667.5,17.7,15.5,15.5063,87,240,6.1
668.5,17.2,15.5,15.5433,90,250,5.6
669.5,16.6,15,14.9511,90,230,6.6
670.5,16.6,15,14.9511,90,230,4.6
671.5,16.1,14.4,14.4575,90,220,4.6
672.5,16.6,14.4,14.4251,87,240,6.1
673.5,16.1,14.4,14.4575,90,260,6.1
674.5,15.5,13.8,13.8653,90,260,5.1
675.5,15,13.8,13.8762,93,230,3
676.5,14.4,13.3,13.2815,93,220,3.6
677.5,14.4,12.7,12.7794,90,250,3.6
678.5,13.3,10.5,10.4728,83,280,2.5
679.5,11.1,7.7,7.78026,80,230,4.6
680.5,10.5,8.8,8.76356,89,190,2.5
681.5,11.1,8.8,8.84644,86,210,3.6
682.5,11.6,8.8,8.81071,83,210,5.1
683.5,11.6,8.3,8.26699,80,210,5.1
684.5,11.6,8.3,8.26699,80,210,4.6
685.5,11.6,7.7,7.70501,77,210,4.6
686.5,11.6,7.7,7.70501,77,210,2.5
687.5,11.6,8.3,8.26699,80,200,4.1
688.5,11.1,7.7,7.78026,80,200,3.6
689.5,10.5,8.3,8.25724,86,210,3
690.5,10,8.3,8.27052,89,240,3.6
691.5,9.4,8.8,8.79434,96,200,2
692.5,9.4,8.8,8.79434,96,210,2.5
693.5,9.4,8.8,8.79434,96,260,2.5
694.5,8.8,8.3,8.35,97,180,2
695.5,8.8,8.3,8.35,97,210,1.5
696.5,8.8,8.3,8.35,97,210,1.5
697.5,8.3,8.3,8.3,100,200,0.5
698.5,8.3,8.3,8.3,100,240,1
699.5,8.3,8.3,8.3,100,100,1.5
700.5,8.3,7.7,7.69972,96,160,1
701.5,8.3,8.3,8.3,100,330,1
702.5,8.3,8.3,8.3,100,300,2
703.5,8.3,8.3,8.3,100,310,3
704.5,8.3,7.7,7.69972,96,320,3.6
705.5,8.8,8.3,8.35,97,30,3.6
706.5,7.7,7.2,7.254,97,40,6.1
707.5,7.7,7.2,7.254,97,40,4.6
708.5,7.7,7.2,7.254,97,30,6.1
709.5,7.7,7.2,7.254,97,20,5.1
710.5,7.2,6.6,6.60507,96,10,5.6
711.5,6.7,6.1,6.10749,96,40,7.2
712.5,6.1,5,5.0538,93,70,7.2
713.5,5.5,4.4,4.45893,93,40,8.2
714.5,4.4,3.3,3.36831,93,20,6.6
715.5,3.8,2.7,2.77341,93,10,6.6
716.5,3.3,2.2,2.12608,92,20,7.2
717.5,3.3,2.2,2.12608,92,20,6.6
718.5,2.7,1.6,1.53191,92,40,6.6
719.5,2.7,1.6,1.53191,92,20,6.1
720.5,2.2,1.6,1.62908,96,360,4.6
721.5,2.2,1.1,1.03675,92,10,4.6
722.5,2.2,1.1,1.03675,92,360,5.1
723.5,1.6,0.5,0.442547,92,20,5.6
724.5,1.6,0.5,0.442547,92,10,4.6
725.5,1.6,0.5,0.442547,92,360,4.6
726.5,1.6,0.5,0.442547,92,360,5.6
727.5,1.6,0,-0.0145467,89,360,4.6
728.5,1.6,0,-0.0145467,89,40,4.6
729.5,1.6,0,-0.0145467,89,40,3
730.5,2.2,0.5,0.577374,89,360,3.6
731.5,2.2,0.5,0.577374,89,50,1.5
732.5,2.7,0.5,0.433725,85,360,1.5
733.5,2.7,0.5,0.433725,85,320,2.5
734.5,3.3,0.5,0.524697,82,290,3.6
735.5,3.8,0.5,0.497008,79,300,4.6
736.5,4.4,1.1,1.08069,79,350,2.5
737.5,1.6,-0.6,-0.64568,85,70,2.5
738.5,1.1,0,-0.0526327,92,100,2
739.5,1.1,0,-0.0526327,92,130,1.5
740.5,1.6,0.5,0.442547,92,180,1.5
741.5,2.1,0.4,1.52956,96,210,2
742.5,2.6,0.4,1.28074,91,180,2.5
743.5,3.1,0.3,3.1,100,220,3
744.5,3.5,0.2,-1.45078,70,50,3.6
745.5,4,0.1,-0.971115,70,60,4.1
746.5,4.5,0.1,-0.491492,70,50,4.6
747.5,5,0,-0.0119085,70,70,5.1
748.5,5,0,-0.0119085,70,50,4.6
749.5,5,0,-0.0119085,70,50,5.6
750.5,4.4,-0.6,-0.587413,70,50,5.1
751.5,4.4,-0.6,-0.587413,70,70,4.6
752.5,4.4,-1.2,-1.39051,66,70,6.1
753.5,5,-0.6,-0.613177,67,70,4.1
754.5,5.5,0,0.0677806,68,80,4.1
755.5,6.1,0,0.0185303,65,60,3.6
756.5,5.5,0.5,0.467634,70,90,3.6
757.5,6.1,1.1,1.04303,70,40,4.1
758.5,6.6,1.1,1.11908,68,70,2.5
759.5,7.2,1.1,1.06422,65,80,2.5
760.5,6.1,1.1,1.04303,70,40,4.1
761.5,5.5,0.5,0.467634,70,40,4.1
762.5,5.5,1.1,1.04887,73,30,4.6
763.5,4.4,0.5,0.544214,76,30,5.1
764.5,4.4,0,-0.0113162,73,50,4.6
765.5,4.4,0,-0.0113162,73,60,5.1
766.5,3.8,0,-0.0368493,76,50,3.6
767.5,3.8,-0.6,-0.589676,73,60,3.6
768.5,4.4,0,-0.0113162,73,70,3.6
769.5,3.8,0,-0.0368493,76,70,4.1
770.5,3.8,1.1,1.18161,83,40,4.1
771.5,2.7,1.1,1.07063,89,30,5.6
772.5,2.2,1.6,1.62908,96,30,4.6
773.5,1.6,1.1,1.03193,96,10,6.1
774.5,0.5,0.5,0.5,100,360,5.6
775.5,0.5,0,-0.0628642,96,360,5.6
776.5,0.5,0.5,0.5,100,40,5.6
777.5,2.2,1.6,1.62908,96,70,4.1
778.5,2.7,2.2,2.27198,97,60,4.6
779.5,3.3,2.8,2.86984,97,50,5.7
780.5,3.8,2.7,2.77341,93,60,7.2
781.5,3.8,2.7,2.77341,93,50,6.1
782.5,3.3,2.7,2.72384,96,50,6.6
783.5,3.3,2.7,2.72384,96,30,6.1
784.5,2.7,2.2,2.27198,97,30,6.1
785.5,2.7,1.6,1.53191,92,50,6.6
786.5,2.2,1.6,1.62908,96,50,7.2
787.5,2.2,1.6,1.62908,96,60,6.1
788.5,2.2,1.1,1.03675,92,60,6.6
789.5,1.6,1.1,1.03193,96,50,7.7
790.5,1.6,0.5,0.442547,92,10,7.2
791.5,1.1,0,-0.0526327,92,20,7.7
792.5,1.1,0,-0.0526327,92,10,7.2
793.5,1.1,0,-0.0526327,92,360,7.2
794.5,0,-1.7,-1.90133,87,10,8.2
795.5,-1.2,-2.3,-2.47798,91,10,6.6
796.5,-1.7,-3.4,-3.57433,87,10,7.2
797.5,-2.3,-3.9,-4.16485,87,10,6.6
798.5,-2.3,-3.9,-4.16485,87,20,6.6
799.5,-2.3,-3.9,-4.16485,87,20,6.1
800.5,-2.3,-3.9,-4.16485,87,30,7.2
801.5,-1.7,-3.4,-3.57433,87,20,6.6
802.5,-1.7,-4.5,-4.85524,79,20,6.1
803.5,-2.3,-5,-5.27392,80,10,7.2
804.5,-2.3,-5,-5.27392,80,360,7.2
805.5,-2.3,-5.6,-5.94693,76,360,6.1
806.5,-2.3,-5.6,-5.94693,76,20,6.1
807.5,-2.3,-5,-5.27392,80,20,6.1
808.5,-2.3,-5.6,-5.94693,76,360,7.2
809.5,-2.3,-5.6,-5.94693,76,20,6.1
810.5,-2.3,-5.6,-5.94693,76,10,4.6
811.5,-2.8,-5,-5.27797,83,10,4.6
812.5,-2.8,-6.2,-6.60401,75,20,6.1
813.5,-2.8,-5.6,-5.92609,79,10,5.6
814.5,-3.4,-6.7,-7.18476,75,10,4.6
815.5,-3.4,-8.4,-9.02222,65,40,7.7
816.5,-4.5,-6.7,-6.94242,83,360,5.1
817.5,-4.5,-7.3,-7.5813,79,10,5.1
818.5,-4.5,-7.3,-7.5813,79,20,4.6
819.5,-5,-7.3,-7.58846,82,10,4.1
820.5,-4.5,-7.3,-7.5813,79,30,4.1
821.5,-4.5,-7.3,-7.5813,79,10,3
822.5,-5,-8.4,-8.90494,74,10,6.1
823.5,-5.6,-8.4,-8.81517,78,350,5.1
824.5,-5.6,-8.9,-9.31458,75,360,5.1
825.5,-4.5,-9.5,-10.0702,65,10,7.2
826.5,-3.4,-9.5,-10.2493,59,30,6.6
827.5,-3.4,-10,-10.905,56,10,3.6
828.5,-3.4,-11.7,-12.5658,49,10,6.6
829.5,-1.7,-11.2,-12.3361,44,340,6.1
830.5,-1.2,-10.6,-11.6007,45,320,5.1
831.5,-1.7,-11.7,-12.9102,42,10,6.1
832.5,-2.3,-12.3,-13.4546,42,310,5.1
833.5,-3.4,-11.7,-12.5658,49,10,5.1
834.5,-4.5,-11.7,-12.6174,53,10,4.6
835.5,-5.6,-11.2,-11.9099,61,20,4.1
836.5,-6.7,-10,-10.3797,75,20,4.6
837.5,-7.3,-10,-10.3082,79,10,3
838.5,-7.8,-10.6,-10.9549,78,30,3
839.5,-7.8,-10,-10.3269,82,360,4.1
840.5,-8.4,-11.2,-11.5386,78,10,4.1
841.5,-9.5,-11.7,-11.9899,82,20,3
842.5,-10,-13.4,-13.7403,74,20,3
843.5,-10.6,-13.9,-14.3208,74,360,2.5
844.5,-10.6,-13.9,-14.3208,74,10,3
845.5,-11.2,-13.9,-14.2629,78,20,3.6
846.5,-11.7,-14.5,-14.7495,78,20,2.5
847.5,-10,-12.8,-13.0952,78,10,3.6
848.5,-8.4,-14.5,-15.1705,58,50,5.1
849.5,-6.2,-14.5,-15.4007,48,80,4.1
850.5,-5.6,-16.1,-17.3314,39,10,4.1
851.5,-4.5,-16.2,-17.6241,35,30,3
852.5,-2.8,-15,-16.4569,34,40,4.1
853.5,-1.2,-14.5,-16.1481,31,270,4.1
854.5,-0.6,-13.4,-14.868,33,210,2.5
855.5,0,-12.8,-14.3381,33,220,3
856.5,0,-12.8,-14.3381,33,220,3.6
857.5,-1.7,-11.7,-12.9102,42,210,2.5
858.5,-2.3,-11.2,-12.3347,46,170,3
859.5,-3.4,-10,-10.905,56,200,2.5
860.5,-5.6,-9.5,-10.0088,71,230,0.5
861.5,-4.5,-9.5,-10.0702,65,110,0.5
862.5,-5.6,-8.9,-9.31458,75,160,1.5
863.5,-6.2,-7.8,-8.00381,87,200,2.5
864.5,-7.3,-8.4,-8.51307,91,320,0.5
865.5,-7.3,-8.4,-8.51307,91,360,2
866.5,-6.7,-7.3,-7.36479,95,220,2
867.5,-7.3,-8.4,-8.51307,91,180,3
868.5,-6.7,-7.8,-7.91938,91,190,1
869.5,-8.4,-9.5,-9.60155,91,40,1.5
870.5,-8.9,-9.5,-9.55221,95,340,2.5
871.5,-7.3,-7.8,-7.82665,96,30,1.5
872.5,-1.7,-5.6,-6.07414,72,310,2.5
873.5,0.5,-8.4,-9.49715,47,10,2.5
874.5,2.2,-7.8,-8.78236,44,50,3
875.5,3.8,-8.4,-9.54438,37,10,3
876.5,6.1,-7.8,-8.96012,33,360,1.5
877.5,6.6,-8.4,-9.31714,31,20,2
878.5,7.7,-8.9,-10.1126,27,80,3
879.5,7.7,-8.9,-10.1126,27,30,3
880.5,7.2,-8.9,-10.0846,28,70,2
881.5,4.4,-7.8,-8.66868,38,80,2.5
882.5,1.6,-7.3,-8.21799,48,30,1.5
883.5,1.6,-6.7,-7.43767,51,20,1
884.5,-2.8,-5.6,-5.92609,79,50,2.5
885.5,-1.7,-5.6,-6.07414,72,80,1
886.5,0,-6.2,-7.04651,59,40,2
887.5,-1.2,-6.2,-6.92701,65,50,2.5
888.5,-2.8,-5.6,-5.92609,79,40,1.5
889.5,-2.8,-6.2,-6.60401,75,20,2
890.5,-5,-6.7,-6.9725,86,50,2.5
891.5,-5,-6.7,-6.9725,86,30,1
892.5,-4.5,-6.2,-6.48095,86,50,1
893.5,-3.9,-5.6,-5.89111,86,270,0.5
894.5,-4.5,-5.6,-5.74266,91,170,0.5
895.5,-3.4,-5,-5.24753,87,220,1
896.5,1.6,-3.9,-4.46736,64,130,0.5
897.5,3.8,0,-0.0368493,76,160,2.5
898.5,7.7,-1.2,-1.27256,53,190,5.1
899.5,10.5,-5.6,-6.34065,30,190,6.1
900.5,11.1,-4.5,-4.97102,32,180,6.6
901.5,12.2,-2.8,-3.19955,34,200,5.1
902.5,12.7,-3.4,-3.99478,31,190,6.1
903.5,12.2,-2.8,-3.19955,34,190,5.1
904.5,12.2,-2.3,-2.43141,36,210,5.1
905.5,9.4,-5,-5.6668,34,140,1.5
906.5,5,-2.3,-2.57193,58,290,1
907.5,2.7,-2.3,-2.60922,68,210,1.5
908.5,3.8,-2.3,-2.59023,63,210,1.5
909.5,3.8,-2.3,-2.59023,63,220,2.5
910.5,5,-2.3,-2.57193,58,220,1.5
911.5,4.4,0.5,0.544214,76,200,2
912.5,3.8,0.5,0.497008,79,190,1.5
913.5,3.8,0.5,0.497008,79,210,2.5
914.5,4.4,1.1,1.08069,79,200,3.6
915.5,5,1.1,1.12523,76,200,2.5
916.5,3.8,1.1,1.18161,83,210,3
917.5,5.5,2.2,2.15067,79,210,4.6
918.5,7.2,1.6,1.69243,68,250,4.1
919.5,7.8,1.7,1.6345,65,220,6.2
920.5,8.8,1.6,1.69486,61,230,5.1
921.5,12.2,3.3,3.16546,54,240,6.1
922.5,13.3,2.7,2.81029,49,240,7.2
923.5,15.5,2.7,2.64079,42,260,6.6
924.5,15.5,2.7,2.64079,42,260,6.6
925.5,18.3,5,4.81647,41,210,7.7
926.5,18.3,4.4,4.46323,40,230,7.2
927.5,18.3,5.5,5.50073,43,240,7.2
928.5,16.6,5.5,5.54104,48,230,4.1
929.5,15.5,6.1,5.95908,53,210,4.6
930.5,15,5.5,5.49602,53,220,4.1
931.5,13.3,6.1,6.17229,62,180,4.1
932.5,13.8,6.1,6.16833,60,210,6.6
933.5,13.3,5.5,5.45589,59,210,5.1
934.5,13.8,5.5,5.42753,57,220,6.6
935.5,14.4,5,4.94025,53,230,7.7
936.5,14.4,5.5,5.47263,55,240,7.2
937.5,15,6.6,6.54878,57,230,8.2
938.5,15,7.2,7.29645,60,230,8.2
939.5,15,7.7,7.7768,62,230,7.2
940.5,14.4,8.3,8.34902,67,240,7.2
941.5,14.4,9.4,9.41499,72,240,7.7
942.5,14.4,10.5,10.4177,77,230,7.7
943.5,15,10.6,10.603,75,250,5.1
944.5,15,11.1,10.9989,77,230,5.1
945.5,17.2,11.1,11.0155,67,270,6.1
946.5,19.4,10,9.84731,54,270,7.2
947.5,20,8.3,8.33911,47,270,6.6
948.5,21.1,7.2,7.32784,41,300,7.7
949.5,22.2,3.8,3.79309,30,280,7.2
950.5,21.6,2.2,2.30302,28,310,4.6
951.5,21.6,1.1,1.26771,26,280,4.1
952.5,20.5,1.1,0.855155,27,320,4.6
953.5,17.2,-1.2,-1.47122,28,330,2
954.5,15,-1.2,-1.56203,32,320,2
955.5,11.6,-1.7,-1.88402,39,70,1
956.5,13.3,-2.8,-3.04715,32,320,2.5
957.5,11.6,-2.3,-2.59496,37,340,2.5
958.5,7.2,-1.7,-1.99476,52,360,2.5
959.5,5,-1.2,-1.45304,63,130,1
960.5,3.3,-1.2,-1.44997,71,360,2.5
961.5,3.3,-1.2,-1.44997,71,340,1.5
962.5,2.7,-1.7,-1.8372,72,320,0.5
963.5,2.7,-1.7,-1.8372,72,190,1
964.5,2.2,-2.3,-2.50713,71,20,1
965.5,1.1,-2.3,-2.6522,76,30,0.5
966.5,0.5,-2.8,-3.23352,76,150,0.5
967.5,0.5,-1.7,-1.88559,84,350,2
968.5,8.8,0.5,0.506905,56,50,2
969.5,13.8,-1.2,-1.39761,35,160,3
970.5,15.5,-1.7,-2.00207,30,180,4.6
971.5,17.7,-1.7,-2.04857,26,150,1.5
972.5,20,-2.8,-2.99315,21,150,4.1
973.5,20.5,-3.4,-3.9185,19,210,5.1
974.5,20.5,-3.4,-3.9185,19,210,5.1
975.5,21.6,-2.8,-3.01709,19,200,4.1
976.5,20.5,-2.3,-2.57846,21,180,4.6
977.5,17.7,-0.6,-0.56214,29,150,3
978.5,14.4,0.5,0.619764,39,200,2
979.5,13.3,0.5,0.324677,41,210,3
980.5,11.6,1.6,1.53028,50,230,2
981.5,12.7,5.5,5.60585,62,190,3
982.5,14.4,6.6,6.48807,59,190,3.6
983.5,15.5,9.4,9.39674,67,220,5.1
984.5,15.5,10.5,10.4718,72,240,6.6
985.5,15,11.6,11.5761,80,240,7.2
986.5,14.4,11.6,11.5481,83,220,3.6
987.5,14.4,11.6,11.5481,83,200,3.6
988.5,15,13.3,13.3717,90,240,7.7
989.5,14.4,13.3,13.2815,93,230,6.6
990.5,14.4,12.2,12.2624,87,220,6.6
991.5,15,13.3,13.3717,90,230,6.1
992.5,20.5,18.8,18.8003,90,230,8.7
993.5,17.7,13.3,13.2094,75,230,9.2
994.5,19.4,12.7,12.6461,65,230,10.2
995.5,18.8,12.7,12.7648,68,240,10.2
996.5,20,12.7,12.7366,63,240,8.7
997.5,22.2,7.7,7.57858,39,260,9.2
998.5,22.2,-2.3,-2.52571,19,250,10.2
999.5,21.1,-4.5,-4.90433,17,280,4.1
1000.5,19.4,-6.2,-7.06894,16,260,8.7
1001.5,16.6,-4.5,-5.20591,22,250,10.8
1002.5,15,-6.7,-7.77789,20,260,6.6
1003.5,13.3,-5,-5.79942,26,270,4.6
1004.5,13.3,-5.6,-6.31206,25,270,6.1
1005.5,10.5,-6.2,-6.78183,29,350,7.2
1006.5,8.3,-4.5,-5.1814,38,330,5.6
1007.5,6.6,-6.7,-7.40138,36,320,4.1
1008.5,5.5,-7.3,-8.37916,36,310,4.6
1009.5,5,-6.7,-7.47141,40,300,4.6
1010.5,3.8,-6.2,-7.03506,45,300,5.6
1011.5,3.3,-6.7,-7.49124,45,280,4.6
1012.5,2.7,-7.3,-8.32714,44,270,4.6
1013.5,2.2,-6.7,-7.66627,48,270,5.1
1014.5,1.6,-7.3,-8.21799,48,260,5.1
1015.5,2.2,-7.8,-8.78236,44,260,5.6
1016.5,4.4,-7.8,-8.66868,38,270,7.2
1017.5,6.1,-8.4,-9.35163,32,280,8.7
1018.5,7.2,-8.4,-9.64093,29,270,8.2
1019.5,8.3,-8.4,-9.5966,27,270,7.2
1020.5,8.8,-8.4,-9.64589,26,300,7.7
1021.5,8.3,-7.8,-8.68731,29,300,8.7
1022.5,8.3,-7.8,-8.68731,29,320,4.1
1023.5,8.3,-7.8,-8.68731,29,280,9.2
1024.5,8.3,-8.4,-9.5966,27,270,6.6
1025.5,6.6,-7.3,-8.13746,34,330,5.1
1026.5,5.5,-10,-11.1159,29,330,9.7
1027.5,4.4,-11.2,-12.5053,28,320,5.6
1028.5,3.8,-10.6,-11.766,31,310,6.1
1029.5,2.7,-10.6,-11.9556,33,310,6.6
1030.5,2.2,-10,-11.3155,36,300,6.6
1031.5,1.6,-10,-11.1761,38,280,4.1
1032.5,0.5,-12.3,-13.8966,33,290,3.6
1033.5,0,-11.2,-12.6103,38,280,4.1
1034.5,0,-10,-11.0744,43,280,3.6
1035.5,-1.2,-8.9,-9.78588,52,260,4.1
1036.5,-1.2,-6.7,-7.33172,63,260,3.6
1037.5,-3.4,-6.7,-7.18476,75,220,2.5
1038.5,-3.9,-6.2,-6.51285,82,190,3
1039.5,-2.8,-6.2,-6.60401,75,220,2.5
1040.5,2.2,-6.7,-7.66627,48,260,5.1
1041.5,4.4,-7.3,-8.3363,39,240,5.6
1042.5,6.6,-7.8,-8.91305,32,250,4.6
1043.5,7.2,-7.3,-8.38692,32,230,6.1
1044.5,8.3,-8.4,-9.5966,27,230,6.1
1045.5,10,-8.9,-10.1757,23,250,4.6
1046.5,10,-8.9,-10.1757,23,260,4.1
1047.5,10,-8.4,-9.63777,24,230,4.6
1048.5,10,-7.8,-8.61913,26,240,3.6
1049.5,8.3,-8.4,-9.5966,27,200,3.6
1050.5,6.6,-6.7,-7.40138,36,190,2.5
1051.5,5.5,-5.6,-6.38738,42,180,3
1052.5,2.7,-6.2,-6.93944,49,190,4.1
1053.5,3.3,-6.2,-6.92851,47,180,4.1
1054.5,6.1,-5,-5.53613,43,180,4.1
1055.5,7.2,-5.6,-6.16437,38,190,6.1
1056.5,7.7,-5.6,-6.42411,36,220,8.2
1057.5,7.7,-5.6,-6.42411,36,230,8.7
1058.5,8.3,-5.6,-6.25941,35,230,8.2
1059.5,7.7,-6.2,-7.16644,34,220,9.2
1060.5,7.7,-5.6,-6.42411,36,220,8.2
1061.5,7.7,-5,-5.71751,38,230,8.2
1062.5,6.6,-4.5,-5.08277,43,230,8.2
1063.5,7.2,-6.7,-7.60775,34,220,8.2
1064.5,7.7,-3.9,-4.39807,42,240,8.7
1065.5,10,-6.1,-6.77516,30,240,9.8
1066.5,12.2,-6.7,-7.77409,24,240,8.2
1067.5,12.7,-8.4,-9.68351,20,230,6.1
1068.5,13.8,-1.2,-1.39761,35,210,8.7
1069.5,13.8,-2.3,-2.61022,32,240,7.7
1070.5,16.1,-10,-11.4059,14,240,8.2
1071.5,16.6,-1.2,-1.51075,29,240,7.2
1072.5,17.2,-2.3,-2.4743,26,240,10.2
1073.5,15.5,-1.7,-2.00207,30,240,5.6
1074.5,13.8,-1.7,-1.79123,34,230,4.6
1075.5,12.2,-2.8,-3.19955,34,230,4.6
1076.5,10.5,0,-0.0457743,48,220,3
1077.5,11.6,-1.2,-1.20464,41,210,3.6
1078.5,10.5,-1.2,-1.23685,44,210,3.6
1079.5,11.6,-1.7,-1.88402,39,200,4.6
1080.5,12.7,1.6,1.67627,47,220,6.6
1081.5,13.3,2.2,2.22454,47,220,6.1
1082.5,13.3,3.3,3.37531,51,210,6.6
1083.5,12.7,2.7,2.82176,51,210,5.6
1084.5,13.3,4.4,4.449,55,210,6.6
1085.5,12.7,5.5,5.60585,62,230,7.7
1086.5,12.7,6.6,6.51073,66,220,5.6
1087.5,12.7,7.7,7.78134,72,220,5.1
