,"AC inverter power | (W)","Ambient temperature | (C)","Angle of incidence | (deg)","Beam irradiance | (W/m2)","Diffuse irradiance | (W/m2)","DC array power | (W)","Global horizontal irradiance | (W/m2)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Power generated by system | (kW)","Shading factor for beam radiation","Sun up over horizon | (0/1)","Transmitted plane of array irradiance | (W/m2)","Wind speed | (m/s)"
"Jan 4, 10:00 am",1285.33,20.2,42.1404,168,248,1339.32,334,29.9096,399.988,1.28533,1,1,398.885,2.1
"Jan 4, 11:00 am",598.313,21.5,35.4252,2,185,633.683,186,24.4378,183.893,0.598313,1,1,183.887,5.2
"Jan 4, 12:00 pm",664.695,22.8,34.1332,6,202,701.674,206,25.8261,204.968,0.664695,1,1,204.95,5.2
"Jan 4, 01:00 pm",608.83,23,38.8119,4,187,644.453,189,25.7416,188.181,0.60883,1,1,188.162,5.2
"Jan 4, 02:00 pm",425.431,23.3,47.731,0,136,456.798,136,25.496,133.218,0.425431,1,1,133.218,2.9
"Jan 4, 03:00 pm",1281.29,23.5,58.9828,496,131,1335.16,287,32.2692,414.722,1.28129,1,1,402.212,2.9
"Jan 4, 04:00 pm",358.625,23.1,71.4262,159,57,388.518,80,25.5986,121.497,0.358625,1,1,113.36,2.9
"Jan 4, 05:00 pm",0,22.7,79.2254,21,1,12.4363,2,21.7178,4.89572,0,1,3,3.56343,4.4
"Jan 4, 06:00 pm",0,22.3,0,0,0,0,0,22.3,0,0,1,0,0,4.4
"Jan 4, 07:00 pm",0,21.5,0,0,0,0,0,21.5,0,0,1,0,0,4.4
"Jan 4, 08:00 pm",0,20.6,0,0,0,0,0,20.6,0,0,1,0,0,4.1
"Jan 4, 09:00 pm",0,19.8,0,0,0,0,0,19.8,0,0,1,0,0,4.1
"Jan 4, 10:00 pm",0,18.5,0,0,0,0,0,18.5,0,0,1,0,0,4.1
"Jan 4, 11:00 pm",0,17.3,0,0,0,0,0,17.3,0,0,1,0,0,3.9
"Jan 5, 12:00 am",0,16.1,0,0,0,0,0,16.1,0,0,1,0,0,3.9
"Jan 5, 01:00 am",0,15.5,0,0,0,0,0,15.5,0,0,1,0,0,3.9
"Jan 5, 02:00 am",0,15,0,0,0,0,0,15,0,0,1,0,0,3.1
"Jan 5, 03:00 am",0,14.5,0,0,0,0,0,14.5,0,0,1,0,0,3.1
"Jan 5, 04:00 am",0,14.4,0,0,0,0,0,14.4,0,0,1,0,0,3.1
"Jan 5, 05:00 am",0,14.3,0,0,0,0,0,14.3,0,0,1,0,0,4.1
"Jan 5, 06:00 am",0,14.2,0,0,0,0,0,14.2,0,0,1,0,0,4.1
"Jan 5, 07:00 am",0,14.4,75.6157,0,5,17.1625,5,12.9711,4.72628,0,1,2,4.72628,4.1
"Jan 5, 08:00 am",105.727,14.6,64.1146,0,38,130.407,38,13.7342,36.0344,0.105727,1,1,36.0344,2.8
"Jan 5, 09:00 am",246.862,14.8,52.2384,0,80,274.38,80,15.038,76.2613,0.246862,1,1,76.2613,2.8
"Jan 5, 10:00 am",282.126,15.5,42.1227,0,91,310.381,91,16.1252,86.6904,0.282126,1,1,86.6904,2.8
"Jan 5, 11:00 am",317.849,16.1,35.355,0,102,346.862,102,17.3514,97.4188,0.317849,1,1,97.4188,1.1
"Jan 5, 12:00 pm",319.963,16.8,34.0118,0,103,349.022,103,18.1527,98.383,0.319963,1,1,98.383,1.1
"Jan 5, 01:00 pm",285.623,17.3,38.6649,0,93,313.952,93,18.352,88.5777,0.285623,1,1,88.5777,1.1
"Jan 5, 02:00 pm",225.728,17.8,47.5809,0,75,252.809,75,18.1559,71.2635,0.225728,1,1,71.2635,2.1
"Jan 5, 03:00 pm",139.756,18.3,58.8386,0,49,165.104,49,17.9347,46.4938,0.139756,1,1,46.4938,2.1
"Jan 5, 04:00 pm",77.1168,18.4,71.2914,0,30,101.244,30,17.4621,28.4494,0.0771168,1,1,28.4494,2.1
"Jan 5, 05:00 pm",0,18.4,79.1865,0,1,3.4741,1,16.0149,0.969846,0,1,3,0.969846,0.7
"Jan 5, 06:00 pm",0,18.4,0,0,0,0,0,18.4,0,0,1,0,0,0.7
"Jan 5, 07:00 pm",0,18,0,0,0,0,0,18,0,0,1,0,0,0.7
"Jan 5, 08:00 pm",0,17.5,0,0,0,0,0,17.5,0,0,1,0,0,2
"Jan 5, 09:00 pm",0,17.1,0,0,0,0,0,17.1,0,0,1,0,0,2
"Jan 5, 10:00 pm",0,16.9,0,0,0,0,0,16.9,0,0,1,0,0,2
"Jan 5, 11:00 pm",0,16.7,0,0,0,0,0,16.7,0,0,1,0,0,2.1
"Jan 6, 12:00 am",0,16.6,0,0,0,0,0,16.6,0,0,1,0,0,2.1
"Jan 6, 01:00 am",0,16.6,0,0,0,0,0,16.6,0,0,1,0,0,2.1
"Jan 6, 02:00 am",0,16.6,0,0,0,0,0,16.6,0,0,1,0,0,2.6
"Jan 6, 03:00 am",0,16.6,0,0,0,0,0,16.6,0,0,1,0,0,2.6
"Jan 6, 04:00 am",0,16.5,0,0,0,0,0,16.5,0,0,1,0,0,2.6
"Jan 6, 05:00 am",0,16.4,0,0,0,0,0,16.4,0,0,1,0,0,4
"Jan 6, 06:00 am",0,16.3,0,0,0,0,0,16.3,0,0,1,0,0,4
"Jan 6, 07:00 am",23.1682,16.5,75.6647,3,13,46.2722,13,15.2638,13.0528,0.0231682,1,2,12.874,4
"Jan 6, 08:00 am",312.053,16.7,64.1573,8,92,340.943,94,17.3356,96.0299,0.312053,1,1,95.7494,4.1
"Jan 6, 09:00 am",210.292,16.9,52.254,0,70,237.058,70,17.0652,66.493,0.210292,1,1,66.493,4.1
"Jan 6, 10:00 am",745.475,16.2,42.0989,25,204,784.468,217,19.7197,222.88,0.745475,1,1,222.717,4.1
"Jan 6, 11:00 am",318.881,15.6,35.2777,0,102,347.916,102,16.6718,97.4145,0.318881,1,1,97.4145,4.2
"Jan 6, 12:00 pm",327.17,14.9,33.8835,0,104,356.384,104,15.7463,99.3693,0.32717,1,1,99.3693,4.2
"Jan 6, 01:00 pm",293.025,14.9,38.5124,0,94,321.51,94,15.5375,89.5615,0.293025,1,1,89.5615,4.2
"Jan 6, 02:00 pm",290.253,15,47.4271,0,93,318.68,93,15.9676,88.9452,0.290253,1,1,88.9452,1.1
"Jan 6, 03:00 pm",158.846,15.1,58.6922,0,54,184.573,54,14.8326,51.2531,0.158846,1,1,51.2531,1.1
"Jan 6, 04:00 pm",126.749,14.8,71.1554,0,43,151.841,43,14.0235,42.0113,0.126749,1,1,42.0113,1.1
"Jan 6, 05:00 pm",0,14.6,79.1485,0,1,3.52819,1,12.5626,0.969846,0,1,3,0.969846,1.4
"Jan 6, 06:00 pm",0,14.4,0,0,0,0,0,14.4,0,0,1,0,0,1.4
"Jan 6, 07:00 pm",0,14.1,0,0,0,0,0,14.1,0,0,1,0,0,1.4
"Jan 6, 08:00 pm",0,13.9,0,0,0,0,0,13.9,0,0,1,0,0,2.8
"Jan 6, 09:00 pm",0,13.7,0,0,0,0,0,13.7,0,0,1,0,0,2.8
"Jan 6, 10:00 pm",0,12.6,0,0,0,0,0,12.6,0,0,1,0,0,2.8
"Jan 6, 11:00 pm",0,11.5,0,0,0,0,0,11.5,0,0,1,0,0,5.1
"Jan 7, 12:00 am",0,10.4,0,0,0,0,0,10.4,0,0,1,0,0,5.1
"Jan 7, 01:00 am",0,9.7,0,0,0,0,0,9.7,0,0,1,0,0,5.1
"Jan 7, 02:00 am",0,9.1,0,0,0,0,0,9.1,0,0,1,0,0,4.3
"Jan 7, 03:00 am",0,8.5,0,0,0,0,0,8.5,0,0,1,0,0,4.3
"Jan 7, 04:00 am",0,7.5,0,0,0,0,0,7.5,0,0,1,0,0,4.3
"Jan 7, 05:00 am",0,6.6,0,0,0,0,0,6.6,0,0,1,0,0,4
"Jan 7, 06:00 am",0,5.7,0,0,0,0,0,5.7,0,0,1,0,0,4
"Jan 7, 07:00 am",199.546,6.1,75.7131,243,9,226.093,28,6.10694,74.9242,0.199546,1,2,60.4176,4
"Jan 7, 08:00 am",1088.96,6.5,64.1956,573,64,1137.19,206,14.4896,335.432,1.08896,1,1,315.294,1.6
"Jan 7, 09:00 am",1933.05,6.9,52.2644,814,70,2008.63,396,23.2184,592.175,1.93305,1,1,579.564,1.6
"Jan 7, 10:00 am",2414.89,8.8,42.0688,900,67,2509.1,530,30.4474,755.081,2.41489,1,1,749.214,1.6
"Jan 7, 11:00 am",2758.07,10.8,35.1935,927,71,2866.91,608,28.0853,849.461,2.75807,1,1,846.413,4.6
"Jan 7, 12:00 pm",2772.17,12.7,33.7483,923,74,2881.64,620,30.4223,862.944,2.77217,1,1,860.349,4.6
"Jan 7, 01:00 pm",2587.54,13.8,38.3545,915,69,2688.97,573,30.4165,806.971,2.58754,1,1,802.802,4.6
"Jan 7, 02:00 pm",2152.16,14.8,47.2697,872,62,2235.93,463,29.1657,672.562,2.15216,1,1,663.544,4.3
"Jan 7, 03:00 pm",1517.71,15.9,58.5436,781,53,1578.99,305,25.9789,480.654,1.51771,1,1,461.536,4.3
"Jan 7, 04:00 pm",662.263,14.5,71.0183,530,37,699.184,118,18.7593,224.276,0.662264,1,1,197.633,4.3
"Jan 7, 05:00 pm",17.0919,13.1,79.1115,80,1,40.0823,4,12.3899,16.0817,0.0170919,1,3,11.0096,4.6
"Jan 7, 06:00 pm",0,11.8,0,0,0,0,0,11.8,0,0,1,0,0,4.6
"Jan 7, 07:00 pm",0,10.5,0,0,0,0,0,10.5,0,0,1,0,0,4.6
"Jan 7, 08:00 pm",0,9.3,0,0,0,0,0,9.3,0,0,1,0,0,4.1
"Jan 7, 09:00 pm",0,8.1,0,0,0,0,0,8.1,0,0,1,0,0,4.1
"Jan 7, 10:00 pm",0,7.7,0,0,0,0,0,7.7,0,0,1,0,0,4.1
"Jan 7, 11:00 pm",0,7.2,0,0,0,0,0,7.2,0,0,1,0,0,4.7
"Jan 8, 12:00 am",0,6.8,0,0,0,0,0,6.8,0,0,1,0,0,4.7
"Jan 8, 01:00 am",0,6.6,0,0,0,0,0,6.6,0,0,1,0,0,4.7
"Jan 8, 02:00 am",0,6.3,0,0,0,0,0,6.3,0,0,1,0,0,4.3
"Jan 8, 03:00 am",0,6.1,0,0,0,0,0,6.1,0,0,1,0,0,4.3
"Jan 8, 04:00 am",0,6.3,0,0,0,0,0,6.3,0,0,1,0,0,4.3
"Jan 8, 05:00 am",0,6.6,0,0,0,0,0,6.6,0,0,1,0,0,3.6
"Jan 8, 06:00 am",0,6.8,0,0,0,0,0,6.8,0,0,1,0,0,3.6
"Jan 8, 07:00 am",186.131,7.9,75.7609,227,9,212.406,27,7.85597,70.761,0.186131,1,2,57.1919,3.6
"Jan 8, 08:00 am",1041.44,9.1,64.2295,537,66,1088.32,199,15.132,321.527,1.04144,1,1,302.617,3.4
"Jan 8, 09:00 am",1924.66,10.2,52.2694,765,91,1999.94,398,22.9952,588.313,1.92466,1,1,576.457,3.4
"Jan 8, 10:00 am",2386.48,12.9,42.0325,847,86,2479.52,523,29.7636,743.451,2.38648,1,1,737.949,3.4
"Jan 8, 11:00 am",2644.97,15.6,35.1022,928,71,2748.86,610,37.1126,851.092,2.64497,1,1,848.07,2.5
"Jan 8, 12:00 pm",2633.08,18.2,33.6063,916,75,2736.46,619,40.0916,859.505,2.63308,1,1,856.969,2.5
"Jan 8, 01:00 pm",2482.88,18.9,38.1913,917,69,2579.89,576,39.6201,810.124,2.48288,1,1,806.014,2.5
"Jan 8, 02:00 pm",2008.99,19.5,47.1087,814,80,2087.36,456,39.6135,660.418,2.00899,1,1,652.113,1.4
"Jan 8, 03:00 pm",1453.98,20.2,58.3929,761,60,1513.21,308,34.803,479.977,1.45398,1,1,461.54,1.4
"Jan 8, 04:00 pm",638.647,19.7,70.8803,505,40,674.991,118,26.3045,222.833,0.638647,1,1,197.603,1.4
"Jan 8, 05:00 pm",16.2107,19.1,79.0755,80,1,39.1847,4,18.4438,16.131,0.0162107,1,3,11.0601,2.6
"Jan 8, 06:00 pm",0,18.6,0,0,0,0,0,18.6,0,0,1,0,0,2.6
"Jan 8, 07:00 pm",0,17.1,0,0,0,0,0,17.1,0,0,1,0,0,2.6
"Jan 8, 08:00 pm",0,15.5,0,0,0,0,0,15.5,0,0,1,0,0,2.3
"Jan 8, 09:00 pm",0,14,0,0,0,0,0,14,0,0,1,0,0,2.3
"Jan 8, 10:00 pm",0,13.3,0,0,0,0,0,13.3,0,0,1,0,0,2.3
"Jan 8, 11:00 pm",0,12.5,0,0,0,0,0,12.5,0,0,1,0,0,2.7
"Jan 9, 12:00 am",0,11.7,0,0,0,0,0,11.7,0,0,1,0,0,2.7
"Jan 9, 01:00 am",0,11,0,0,0,0,0,11,0,0,1,0,0,2.7
"Jan 9, 02:00 am",0,10.4,0,0,0,0,0,10.4,0,0,1,0,0,1.5
"Jan 9, 03:00 am",0,9.7,0,0,0,0,0,9.7,0,0,1,0,0,1.5
"Jan 9, 04:00 am",0,9.5,0,0,0,0,0,9.5,0,0,1,0,0,1.5
"Jan 9, 05:00 am",0,9.3,0,0,0,0,0,9.3,0,0,1,0,0,4.1
"Jan 9, 06:00 am",0,9,0,0,0,0,0,9,0,0,1,0,0,4.1
"Jan 9, 07:00 am",205.387,9.9,75.808,277,7,232.052,29,10.0856,79.6727,0.205387,1,2,63.0938,4.1
"Jan 9, 08:00 am",1137.02,10.7,64.2588,654,52,1186.62,214,16.1507,354.537,1.13702,1,1,331.467,5.4
"Jan 9, 09:00 am",1936.33,11.6,52.2692,838,59,2012.03,396,21.8791,589.932,1.93633,1,1,576.945,5.4
"Jan 9, 10:00 am",2447.71,14.3,41.99,901,67,2543.27,533,28.0513,756.57,2.44771,1,1,750.74,5.4
"Jan 9, 11:00 am",2747.28,17,35.004,928,71,2855.65,612,29.5393,851.963,2.74728,1,1,848.973,7.8
"Jan 9, 12:00 pm",2768.28,19.8,33.4576,933,72,2877.58,628,32.7543,871.45,2.76828,1,1,868.909,7.8
"Jan 9, 01:00 pm",2541.18,20.5,38.0229,862,91,2640.65,570,32.4053,799.81,2.54118,1,1,796.011,7.8
"Jan 9, 02:00 pm",1985.21,21.2,46.9444,667,133,2062.7,443,30.7223,623.446,1.98521,1,1,616.736,7.4
"Jan 9, 03:00 pm",916.536,21.9,58.2403,226,144,959.99,218,26.0147,286.07,0.916536,1,1,280.651,7.4
"Jan 9, 04:00 pm",577.642,20.9,70.7414,323,67,612.519,118,23.2105,192.765,0.577642,1,1,176.728,7.4
"Jan 9, 05:00 pm",7.74004,19.9,79.0405,53,2,30.5562,4,19.2635,12.0158,0.00774004,1,3,8.65704,6.8
"Jan 9, 06:00 pm",0,19,0,0,0,0,0,19,0,0,1,0,0,6.8
"Jan 9, 07:00 pm",0,18.1,0,0,0,0,0,18.1,0,0,1,0,0,6.8
"Jan 9, 08:00 pm",0,17.3,0,0,0,0,0,17.3,0,0,1,0,0,5.1
"Jan 9, 09:00 pm",0,16.5,0,0,0,0,0,16.5,0,0,1,0,0,5.1
"Jan 9, 10:00 pm",0,16.3,0,0,0,0,0,16.3,0,0,1,0,0,5.1
"Jan 9, 11:00 pm",0,16.1,0,0,0,0,0,16.1,0,0,1,0,0,7.2
"Jan 10, 12:00 am",0,15.9,0,0,0,0,0,15.9,0,0,1,0,0,7.2
"Jan 10, 01:00 am",0,15.7,0,0,0,0,0,15.7,0,0,1,0,0,7.2
"Jan 10, 02:00 am",0,15.5,0,0,0,0,0,15.5,0,0,1,0,0,4.6
"Jan 10, 03:00 am",0,15.3,0,0,0,0,0,15.3,0,0,1,0,0,4.6
"Jan 10, 04:00 am",0,15.6,0,0,0,0,0,15.6,0,0,1,0,0,4.6
"Jan 10, 05:00 am",0,15.8,0,0,0,0,0,15.8,0,0,1,0,0,5.8
"Jan 10, 06:00 am",0,16,0,0,0,0,0,16,0,0,1,0,0,5.8
"Jan 10, 07:00 am",11.0382,16.9,75.8545,0,10,33.9158,10,15.8783,9.46225,0.0110382,1,2,9.46225,5.8
"Jan 10, 08:00 am",222.597,17.8,64.2837,0,72,249.615,72,17.8853,70.2763,0.222597,1,1,70.2763,5.1
"Jan 10, 09:00 am",605.59,18.7,52.2637,25,167,641.135,177,21.0975,183.568,0.60559,1,1,183.181,5.1
"Jan 10, 10:00 am",643.547,19.9,41.9414,5,193,680.01,196,22.7351,195.8,0.643547,1,1,195.767,5.1
"Jan 10, 11:00 am",768.911,21.1,34.8989,24,217,808.499,231,25.2972,235.641,0.768911,1,1,235.565,3.9
"Jan 10, 12:00 pm",2201.12,22.3,33.3022,522,224,2286.79,536,36.7151,705.516,2.20112,1,1,704.119,3.9
"Jan 10, 01:00 pm",1597.16,20.6,37.8493,276,246,1661.05,400,31.5931,499.939,1.59716,1,1,498.744,3.9
"Jan 10, 02:00 pm",516.139,18.9,46.7767,10,153,549.572,158,21.7865,157.62,0.516139,1,1,157.521,4.4
"Jan 10, 03:00 pm",1222.64,17.2,58.086,400,144,1274.75,277,24.0448,378.723,1.22264,1,1,369.235,4.4
"Jan 10, 04:00 pm",119.339,17,70.6017,0,42,144.285,42,17.1559,40.4876,0.119339,1,1,40.4876,4.4
"Jan 10, 05:00 pm",0,16.8,79.0066,0,2,6.95729,2,15.7251,1.93969,0,1,3,1.93969,6.2
"Jan 10, 06:00 pm",0,16.6,0,0,0,0,0,16.6,0,0,1,0,0,6.2
"Jan 10, 07:00 pm",0,15.6,0,0,0,0,0,15.6,0,0,1,0,0,6.2
"Jan 10, 08:00 pm",0,14.5,0,0,0,0,0,14.5,0,0,1,0,0,8.1
"Jan 10, 09:00 pm",0,13.5,0,0,0,0,0,13.5,0,0,1,0,0,8.1
"Jan 10, 10:00 pm",0,12.4,0,0,0,0,0,12.4,0,0,1,0,0,8.1
"Jan 10, 11:00 pm",0,11.3,0,0,0,0,0,11.3,0,0,1,0,0,7.8
"Jan 11, 12:00 am",0,10.3,0,0,0,0,0,10.3,0,0,1,0,0,7.8
"Jan 11, 01:00 am",0,9.6,0,0,0,0,0,9.6,0,0,1,0,0,7.8
"Jan 11, 02:00 am",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,6.3
"Jan 11, 03:00 am",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,6.3
"Jan 11, 04:00 am",0,7.3,0,0,0,0,0,7.3,0,0,1,0,0,6.3
