,AC inverter power | (W),Ambient temperature | (C),Angle of incidence | (deg),Beam irradiance | (W/m2),Diffuse irradiance | (W/m2),DC array power | (W),Global horizontal irradiance | (W/m2),Module temperature | (C),Plane of array irradiance | (W/m2),Power generated by system | (kW),Shading factor for beam radiation,Sun up over horizon | (0/1),Transmitted plane of array irradiance | (W/m2),Wind speed | (m/s)
"Jan 7, 01:00 pm",331.585,16.2,38.2756,0,106,360.893,106,17.5959,101.472,0.331585,1,1,101.472,2.7
"Jan 7, 02:00 pm",459.804,16.7,47.1914,0,142,491.946,142,19.1634,139.312,0.459804,1,1,139.312,1.5
"Jan 7, 03:00 pm",380.747,17.2,58.4699,4,115,411.123,116,19.1537,116.516,0.380747,1,1,116.419,1.5
"Jan 7, 04:00 pm",260.997,17,70.9506,58,57,288.81,66,17.8925,84.2207,0.260997,1,1,81.3139,1.5
"Jan 7, 05:00 pm",0,16.8,79.0934,9,2,11.0384,2,15.3291,3.64256,0,1,3,3.07202,2.4
"Jan 7, 06:00 pm",0,16.6,0,0,0,0,0,16.6,0,0,1,0,0,2.4
"Jan 7, 07:00 pm",0,15.6,0,0,0,0,0,15.6,0,0,1,0,0,2.4
"Jan 7, 08:00 pm",0,14.6,0,0,0,0,0,14.6,0,0,1,0,0,6.1
"Jan 7, 09:00 pm",0,13.6,0,0,0,0,0,13.6,0,0,1,0,0,6.1
"Jan 7, 10:00 pm",0,12.5,0,0,0,0,0,12.5,0,0,1,0,0,6.1
"Jan 7, 11:00 pm",0,11.4,0,0,0,0,0,11.4,0,0,1,0,0,5.1
"Jan 8, 12:00 am",0,10.3,0,0,0,0,0,10.3,0,0,1,0,0,5.1
"Jan 8, 01:00 am",0,9.2,0,0,0,0,0,9.2,0,0,1,0,0,5.1
"Jan 8, 02:00 am",0,8.1,0,0,0,0,0,8.1,0,0,1,0,0,2.8
"Jan 8, 03:00 am",0,7,0,0,0,0,0,7,0,0,1,0,0,2.8
"Jan 8, 04:00 am",0,6.2,0,0,0,0,0,6.2,0,0,1,0,0,2.8
"Jan 8, 05:00 am",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,2.7
"Jan 8, 06:00 am",0,4.6,0,0,0,0,0,4.6,0,0,1,0,0,2.7
"Jan 8, 07:00 am",216.981,5.2,75.7843,295,6,243.884,30,5.37395,82.6112,0.216981,1,2,64.9662,2.7
"Jan 8, 08:00 am",1190.48,5.9,64.2453,697,48,1241.64,220,14.6183,369.02,1.19048,1,1,344.452,1.8
"Jan 8, 09:00 am",1940.38,6.6,52.271,841,60,2016.22,398,22.5487,592.982,1.94038,1,1,579.946,1.8
"Jan 8, 10:00 am",2438.01,8.2,42.0135,900,69,2533.17,532,29.2759,757.989,2.43801,1,1,752.152,1.8
"Jan 8, 11:00 am",2767.28,9.9,35.056,928,72,2876.53,610,28.1931,852.694,2.76728,1,1,849.688,4.2
"Jan 8, 12:00 pm",2800.46,11.6,33.5351,933,73,2911.19,626,30.478,871.966,2.80046,1,1,869.404,4.2
"Jan 8, 01:00 pm",2611.42,12.2,38.1099,917,70,2713.86,576,29.8497,812.103,2.61142,1,1,808.027,4.2
"Jan 8, 02:00 pm",2098.79,12.8,47.0287,846,67,2180.52,457,31.6199,663.376,2.09879,1,1,654.804,1.9
"Jan 8, 03:00 pm",1503.83,13.4,58.3183,750,62,1564.66,305,26.834,477.28,1.50383,1,1,459.202,1.9
"Jan 8, 04:00 pm",685.216,13,70.8121,544,38,722.702,122,19.172,231.762,0.685216,1,1,204.667,1.9
"Jan 8, 05:00 pm",19.2744,12.5,79.0579,84,1,42.3055,4,11.8127,16.9144,0.0192744,1,3,11.5906,1
"Jan 8, 06:00 pm",0,12.1,0,0,0,0,0,12.1,0,0,1,0,0,1
"Jan 8, 07:00 pm",0,11,0,0,0,0,0,11,0,0,1,0,0,1
"Jan 8, 08:00 pm",0,10,0,0,0,0,0,10,0,0,1,0,0,1.5
"Jan 8, 09:00 pm",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,1.5
"Jan 8, 10:00 pm",0,8.2,0,0,0,0,0,8.2,0,0,1,0,0,1.5
"Jan 8, 11:00 pm",0,7.5,0,0,0,0,0,7.5,0,0,1,0,0,2.9
"Jan 9, 12:00 am",0,6.8,0,0,0,0,0,6.8,0,0,1,0,0,2.9
"Jan 9, 01:00 am",0,6.1,0,0,0,0,0,6.1,0,0,1,0,0,2.9
"Jan 9, 02:00 am",0,5.4,0,0,0,0,0,5.4,0,0,1,0,0,2.2
"Jan 9, 03:00 am",0,4.7,0,0,0,0,0,4.7,0,0,1,0,0,2.2
"Jan 9, 04:00 am",0,4.3,0,0,0,0,0,4.3,0,0,1,0,0,2.2
"Jan 9, 05:00 am",0,3.9,0,0,0,0,0,3.9,0,0,1,0,0,2.4
"Jan 9, 06:00 am",0,3.5,0,0,0,0,0,3.5,0,0,1,0,0,2.4
"Jan 9, 07:00 am",219.281,4.4,75.8311,290,7,246.23,30,4.61085,82.7443,0.219281,1,2,65.3765,2.4
"Jan 9, 08:00 am",1188.15,5.3,64.2725,684,49,1239.24,218,12.1179,364.125,1.18815,1,1,339.977,3.8
"Jan 9, 09:00 am",1971.49,6.3,52.2682,842,59,2048.47,398,18.8734,592.378,1.97149,1,1,579.329,3.8
"Jan 9, 10:00 am",2477.05,9,41.968,898,69,2573.83,532,25.6414,756.927,2.47705,1,1,751.128,3.8
"Jan 9, 11:00 am",2802.38,11.7,34.9545,926,72,2913.2,611,25.3446,851.947,2.80238,1,1,848.98,6.8
"Jan 9, 12:00 pm",2751.88,14.5,33.3831,854,102,2860.44,610,28.1974,847.261,2.75188,1,1,844.955,6.8
"Jan 9, 01:00 pm",2609.64,14.8,37.9389,901,72,2712.01,572,27.7807,803.455,2.60964,1,1,799.518,6.8
"Jan 9, 02:00 pm",2211.31,15.1,46.8628,874,64,2297.38,469,26.1388,680.758,2.21131,1,1,672.027,6.7
"Jan 9, 03:00 pm",1530.91,15.4,58.1648,748,61,1592.62,306,22.9402,476.776,1.53091,1,1,458.936,6.7
"Jan 9, 04:00 pm",707.908,13.9,70.6728,552,39,745.957,125,17.2261,236.71,0.707908,1,1,209.388,6.7
"Jan 9, 05:00 pm",21.747,12.4,79.0235,89,1,44.8244,4,11.7384,17.9161,0.021747,1,3,12.2766,4.5
"Jan 9, 06:00 pm",0,10.9,0,0,0,0,0,10.9,0,0,1,0,0,4.5
"Jan 9, 07:00 pm",0,9.7,0,0,0,0,0,9.7,0,0,1,0,0,4.5
"Jan 9, 08:00 pm",0,8.4,0,0,0,0,0,8.4,0,0,1,0,0,3.8
"Jan 9, 09:00 pm",0,7.2,0,0,0,0,0,7.2,0,0,1,0,0,3.8
"Jan 9, 10:00 pm",0,6.5,0,0,0,0,0,6.5,0,0,1,0,0,3.8
"Jan 9, 11:00 pm",0,5.8,0,0,0,0,0,5.8,0,0,1,0,0,4.1
"Jan 10, 12:00 am",0,5.2,0,0,0,0,0,5.2,0,0,1,0,0,4.1
"Jan 10, 01:00 am",0,4.5,0,0,0,0,0,4.5,0,0,1,0,0,4.1
"Jan 10, 02:00 am",0,3.8,0,0,0,0,0,3.8,0,0,1,0,0,2.6
"Jan 10, 03:00 am",0,3.1,0,0,0,0,0,3.1,0,0,1,0,0,2.6
"Jan 10, 04:00 am",0,2.8,0,0,0,0,0,2.8,0,0,1,0,0,2.6
"Jan 10, 05:00 am",0,2.4,0,0,0,0,0,2.4,0,0,1,0,0,2.9
"Jan 10, 06:00 am",0,2.1,0,0,0,0,0,2.1,0,0,1,0,0,2.9
"Jan 10, 07:00 am",174.965,3,75.8773,179,11,201.015,25,2.71537,63.6744,0.174965,1,2,52.9411,2.9
"Jan 10, 08:00 am",954.814,3.9,64.2952,422,81,999.304,186,8.80185,285.1,0.954814,1,1,270.182,3.9
"Jan 10, 09:00 am",1899.1,4.8,52.2601,732,87,1973.44,382,16.4566,563.352,1.8991,1,1,552.015,3.9
"Jan 10, 10:00 am",2493.75,6.4,41.9164,889,70,2591.22,530,22.789,751.885,2.49375,1,1,746.172,3.9
"Jan 10, 11:00 am",2786.34,8,34.846,918,73,2896.43,609,25.4695,847.5,2.78634,1,1,844.592,4.5
"Jan 10, 12:00 pm",2844.49,9.6,33.2244,934,72,2957.19,630,27.7883,874.31,2.84449,1,1,871.832,4.5
"Jan 10, 01:00 pm",2656.44,10.5,37.7629,919,70,2760.83,582,27.5636,817.016,2.65644,1,1,813.071,4.5
"Jan 10, 02:00 pm",2217.13,11.5,46.6936,876,65,2303.43,473,26.9961,685.164,2.21713,1,1,676.538,3.8
"Jan 10, 03:00 pm",1570.13,12.5,58.0096,783,55,1633.13,313,23.4216,490.142,1.57013,1,1,471.666,3.8
"Jan 10, 04:00 pm",709.165,11.9,70.5328,550,38,747.246,126,16.7437,236.342,0.709165,1,1,209.292,3.8
"Jan 10, 05:00 pm",27.4605,11.4,78.9901,93,2,50.6449,5,10.7304,19.7007,0.0274605,1,3,13.8092,2.6
"Jan 10, 06:00 pm",0,10.8,0,0,0,0,0,10.8,0,0,1,0,0,2.6
"Jan 10, 07:00 pm",0,9.9,0,0,0,0,0,9.9,0,0,1,0,0,2.6
"Jan 10, 08:00 pm",0,8.9,0,0,0,0,0,8.9,0,0,1,0,0,2.2
"Jan 10, 09:00 pm",0,7.9,0,0,0,0,0,7.9,0,0,1,0,0,2.2
"Jan 10, 10:00 pm",0,7.1,0,0,0,0,0,7.1,0,0,1,0,0,2.2
"Jan 10, 11:00 pm",0,6.4,0,0,0,0,0,6.4,0,0,1,0,0,5.6
"Jan 11, 12:00 am",0,5.6,0,0,0,0,0,5.6,0,0,1,0,0,5.6
"Jan 11, 01:00 am",0,5.2,0,0,0,0,0,5.2,0,0,1,0,0,5.6
"Jan 11, 02:00 am",0,4.8,0,0,0,0,0,4.8,0,0,1,0,0,3.6
"Jan 11, 03:00 am",0,4.4,0,0,0,0,0,4.4,0,0,1,0,0,3.6
"Jan 11, 04:00 am",0,4.4,0,0,0,0,0,4.4,0,0,1,0,0,3.6
"Jan 11, 05:00 am",0,4.4,0,0,0,0,0,4.4,0,0,1,0,0,4
